content_key,level_code,genre,passage_ja,passage_ko,question,choice1,choice2,choice3,choice4,answer,explanation_ko
jlpt.n2.reading.0011,N2,意見文,{最近|さいきん}の{子|こ}どもは{失敗|しっぱい}を{極端|きょくたん}に{恐|おそ}れる、という{話|はなし}をよく{耳|みみ}にする。{間違|まちが}えることを{恥|は}ずかしいと{感|かん}じ、{確実|かくじつ}にできそうなことにしか{手|て}を{出|だ}さない。その{背景|はいけい}には、{失敗|しっぱい}を{許|ゆる}さない{周囲|しゅうい}の{雰囲気|ふんいき}があるのではないだろうか。テストで{良|よ}い{点|てん}を{取|と}ること、{他人|たにん}より{優|すぐ}れていることばかりが{評価|ひょうか}されれば、{子|こ}どもが{挑戦|ちょうせん}をためらうのも{無理|むり}はない。しかし、{本来|ほんらい}、{学|まな}びとは{失敗|しっぱい}の{積|つ}み{重|かさ}ねによって{成|な}り{立|た}つものである。{一|いち}{度|ど}も{転|ころ}ばずに{自転|じてん}{車|しゃ}に{乗|の}れるようになった{人|ひと}はいない。{何|なん}{度|ど}も{間違|まちが}え、そのたびに{考|かんが}え{直|なお}すからこそ、{深|ふか}い{理解|りかい}にたどり{着|つ}けるのだ。{私|わたし}たち{大人|おとな}がまずすべきなのは、{子|こ}どもの{失敗|しっぱい}を{責|せ}めることではなく、{安心|あんしん}して{失敗|しっぱい}できる{環境|かんきょう}を{整|ととの}えてやることだろう。,요즘 아이들은 실패를 극단적으로 두려워한다는 이야기를 자주 듣는다. 틀리는 것을 부끄럽게 느끼고 확실히 할 수 있을 것 같은 일에만 손을 댄다. 그 배경에는 실패를 용납하지 않는 주위의 분위기가 있는 것은 아닐까. 시험에서 좋은 점수를 받는 것 남보다 뛰어난 것만이 평가받으면 아이가 도전을 주저하는 것도 무리는 아니다. 하지만 본래 배움이란 실패의 축적으로 이루어지는 것이다. 한 번도 넘어지지 않고 자전거를 탈 수 있게 된 사람은 없다. 몇 번이고 틀리고 그때마다 다시 생각하기에 깊은 이해에 다다를 수 있는 것이다. 우리 어른이 먼저 해야 할 것은 아이의 실패를 나무라는 것이 아니라 안심하고 실패할 수 있는 환경을 마련해 주는 일일 것이다.,{筆者|ひっしゃ}は、{大人|おとな}がまずすべきことは{何|なん}だと{述|の}べているか。,{子|こ}どもに、{確実|かくじつ}にできることだけをやらせる,テストで{良|よ}い{点|てん}を{取|と}れるよう、{厳|きび}しく{指導|しどう}する,{子|こ}どもが{安心|あんしん}して{失敗|しっぱい}できる{環境|かんきょう}を{整|ととの}えてやる,{失敗|しっぱい}をした{子|こ}どもを、その{場|ば}できちんと{責|せ}める,3,「子どもの失敗を責めることではなく、安心して失敗できる環境を整えてやることだろう」라고 결론짓습니다. 따라서 정답은 3번입니다.
jlpt.n2.reading.0012,N2,説明文,{秋|あき}になると、{木々|きぎ}の{葉|は}が{赤|あか}や{黄色|きいろ}に{色|いろ}づき、やがて{散|ち}っていく。これを、{木|き}が{寒|さむ}さで{弱|よわ}っていく{様子|ようす}だと{思|おも}っている{人|ひと}がいるかもしれないが、{実|じつ}はそうではない。{落葉|らくよう}は、{木|き}が{厳|きび}しい{冬|ふゆ}を{生|い}き{延|の}びるための、{積極|せっきょく}{的|てき}な{準備|じゅんび}なのである。{葉|は}を{保|たも}ったままでは、{乾燥|かんそう}した{冬|ふゆ}の{空気|くうき}の{中|なか}で{水分|すいぶん}がどんどん{失|うしな}われてしまう。そこで{木|き}は、あえて{自|みずか}ら{葉|は}を{切|き}り{離|はな}し、{水分|すいぶん}の{蒸発|じょうはつ}を{抑|おさ}えることで、{体|からだ}を{守|まも}ろうとする。{葉|は}が{散|ち}る{前|まえ}に{色|いろ}づくのも、{葉|は}の{中|なか}の{栄養|えいよう}{分|ぶん}を{幹|みき}へと{回収|かいしゅう}し、{無駄|むだ}なく{蓄|たくわ}えているためだと{考|かんが}えられている。{一見|いっけん}、{命|いのち}が{尽|つ}きていくように{見|み}える{光景|こうけい}の{裏|うら}で、{木|き}は{次|つぎ}の{春|はる}に{向|む}けて、したたかに{生|い}きる{準備|じゅんび}を{進|すす}めているのだ。,가을이 되면 나무들의 잎이 빨강이나 노랑으로 물들고 이윽고 떨어져 간다. 이것을 나무가 추위로 약해져 가는 모습이라고 생각하는 사람이 있을지도 모르지만 사실은 그렇지 않다. 낙엽은 나무가 혹독한 겨울을 살아남기 위한 적극적인 준비인 것이다. 잎을 지닌 채로는 건조한 겨울 공기 속에서 수분이 자꾸 사라져 버린다. 그래서 나무는 굳이 스스로 잎을 떼어 내어 수분의 증발을 억제함으로써 몸을 지키려 한다. 잎이 지기 전에 물드는 것도 잎 속의 양분을 줄기로 회수하여 낭비 없이 저장하기 위해서라고 여겨진다. 언뜻 생명이 다해 가는 것처럼 보이는 광경 뒤에서 나무는 다음 봄을 향해 끈질기게 살아갈 준비를 진행하고 있는 것이다.,この{文章|ぶんしょう}によると、{木|き}が{秋|あき}に{葉|は}を{散|ち}らすのはなぜか。,{寒|さむ}さのせいで{弱|よわ}り、{枯|か}れてしまうから,{葉|は}の{色|いろ}を{変|か}えて、より{美|うつく}しく{見|み}せるため,{葉|は}の{中|なか}の{栄養|えいよう}{分|ぶん}が、すっかりなくなってしまうから,{水分|すいぶん}の{蒸発|じょうはつ}を{抑|おさ}え、{厳|きび}しい{冬|ふゆ}を{生|い}き{延|の}びるため,4,「あえて自ら葉を切り離し、水分の蒸発を抑えることで、体を守ろうとする」라며 낙엽이 겨울을 나기 위한 준비라고 설명합니다. 따라서 정답은 4번입니다.
jlpt.n2.reading.0013,N2,案内,{中央|ちゅうおう}{図書|としょ}{館|かん}をご{利用|りよう}のみなさまへ。このたび、{本|ほん}の{貸|か}し{出|だ}し{期間|きかん}の{延長|えんちょう}{手続|てつづ}きが、インターネットからも{行|おこな}えるようになりました。これまでは、{期間|きかん}を{延|の}ばすには{窓口|まどぐち}までお{越|こ}しいただく{必要|ひつよう}がございましたが、{今後|こんご}はご{自宅|じたく}のパソコンや{携帯|けいたい}{電話|でんわ}から、いつでもお{手続|てつづ}きが{可能|かのう}です。ただし、{次|つぎ}に{読|よ}みたいと{予約|よやく}が{入|はい}っている{本|ほん}については、{延長|えんちょう}できませんのでご{了承|りょうしょう}ください。また、{返却|へんきゃく}{期限|きげん}を{過|す}ぎた{本|ほん}がある{場合|ばあい}も、{手続|てつづ}きを{受|う}け{付|つ}けることができません。{延長|えんちょう}は{一|いち}{回|かい}に{限|かぎ}り、{二|に}{週間|しゅうかん}まで{可能|かのう}です。ご{利用|りよう}にはあらかじめ{利用|りよう}{者|しゃ}{登録|とうろく}が{必要|ひつよう}となりますので、まだお{済|す}みでない{方|かた}は、お{近|ちか}くの{窓口|まどぐち}でお{申|もう}し{込|こ}みください。,중앙도서관을 이용하시는 여러분께. 이번에 책 대출 기간 연장 절차를 인터넷에서도 하실 수 있게 되었습니다. 지금까지는 기간을 늘리려면 창구까지 오셔야 했지만 앞으로는 자택의 컴퓨터나 휴대전화로 언제든지 절차를 밟으실 수 있습니다. 다만 다음에 읽고 싶다는 예약이 들어와 있는 책에 대해서는 연장하실 수 없으니 양해해 주십시오. 또한 반납 기한이 지난 책이 있는 경우에도 절차를 접수할 수 없습니다. 연장은 1회에 한하여 2주까지 가능합니다. 이용하시려면 미리 이용자 등록이 필요하므로 아직 하지 않으신 분은 가까운 창구에서 신청해 주십시오.,このお{知|し}らせによると、{貸|か}し{出|だ}し{期間|きかん}を{延長|えんちょう}できないのはどのような{場合|ばあい}か。,その{本|ほん}に、{次|つぎ}に{読|よ}みたいという{予約|よやく}が{入|はい}っている{場合|ばあい},インターネットを{使|つか}える{環境|かんきょう}がない{場合|ばあい},すでに{利用|りよう}{者|しゃ}{登録|とうろく}を{済|す}ませている{場合|ばあい},{本|ほん}を{借|か}りてから、まだ{一|いち}{週間|しゅうかん}しか{経|た}っていない{場合|ばあい},1,「次に読みたいと予約が入っている本については、延長できません」라고 명시합니다. 따라서 정답은 1번입니다.
jlpt.n2.reading.0014,N2,論説,インターネットの{普及|ふきゅう}によって、{私|わたし}たちはいつでも、{世界|せかい}{中|ちゅう}の{誰|だれ}とでもつながれるようになった。{遠|とお}く{離|はな}れた{相手|あいて}とも、{瞬時|しゅんじ}に{言葉|ことば}を{交|か}わすことができる。ところが、これほど{便利|べんり}になったにもかかわらず、{孤独|こどく}を{感|かん}じる{人|ひと}はむしろ{増|ふ}えているとも{言|い}われる。{画面|がめん}{越|ご}しにやり{取|と}りされる{言葉|ことば}は、{確|たし}かに{数|かず}こそ{多|おお}いが、そのぶん{一|ひと}つ{一|ひと}つが{軽|かる}くなってはいないだろうか。{相手|あいて}の{表情|ひょうじょう}も{声|こえ}の{調子|ちょうし}も{分|わ}からないまま{交|か}わされる{会話|かいわ}では、{本当|ほんとう}の{気持|きも}ちはなかなか{伝|つた}わりにくい。{人|ひと}と{人|ひと}とのつながりは、{便利|べんり}さや{量|りょう}では{測|はか}れないものだ。たとえ{回数|かいすう}は{少|すく}なくても、{顔|かお}を{合|あ}わせ、{心|こころ}を{通|かよ}わせる{時間|じかん}こそが、{私|わたし}たちにとって{欠|か}かせないのではないだろうか。,인터넷의 보급으로 우리는 언제든지 전 세계 누구와도 연결될 수 있게 되었다. 멀리 떨어진 상대와도 순식간에 말을 주고받을 수 있다. 그런데 이토록 편리해졌음에도 불구하고 외로움을 느끼는 사람은 오히려 늘고 있다고도 한다. 화면 너머로 주고받는 말은 확실히 수는 많지만 그만큼 하나하나가 가벼워지고 있는 것은 아닐까. 상대의 표정도 목소리의 어조도 알 수 없는 채 나누는 대화로는 진짜 마음은 좀처럼 전해지기 어렵다. 사람과 사람의 연결은 편리함이나 양으로는 잴 수 없는 것이다. 설령 횟수는 적더라도 얼굴을 마주하고 마음을 나누는 시간이야말로 우리에게 빼놓을 수 없는 것이 아닐까.,{筆者|ひっしゃ}が{最も|もっとも}{言い|いい}たいことは{何|なん}か。,インターネットを、もっと{便利|べんり}にしていくべきだ,{便利|べんり}さや{量|りょう}よりも、{心|こころ}を{通|かよ}わせる{時間|じかん}こそが{大切|たいせつ}だ,{画面|がめん}{越|ご}しの{会話|かいわ}の{数|かず}を{増|ふ}やせば、{孤独|こどく}は{減|へ}っていく,{遠|とお}くにいる{相手|あいて}とは、つながらないほうがよい,2,「人と人とのつながりは、便利さや量では測れないものだ」「心を通わせる時間こそが、私たちにとって欠かせない」라고 합니다. 따라서 정답은 2번입니다.
jlpt.n2.reading.0015,N2,エッセイ,{旅先|たびさき}で、わざと{地図|ちず}を{見|み}ずに{歩|ある}いてみることがある。{目的|もくてき}{地|ち}を{決|き}めずに、{気|き}の{向|む}くままに{角|かど}を{曲|ま}がっていくのだ。もちろん、{道|みち}に{迷|まよ}うことも{珍|めずら}しくない。しかし、その{迷|まよ}いこそが、{旅|たび}の{醍醐|だいご}{味|み}なのだと{私|わたし}は{思|おも}っている。{予定|よてい}{通|とお}りに{名所|めいしょ}を{回|まわ}るだけでは、{決|けっ}して{出会|であ}えない{景色|けしき}がある。ふと{迷|まよ}い{込|こ}んだ{路地|ろじ}の{奥|おく}に、{地元|じもと}の{人|ひと}しか{知|し}らないような{小|ちい}さな{店|みせ}を{見|み}つけたときの{喜|よろこ}びは、{何|なに}ものにも{代|か}えがたい。{効率|こうりつ}を{考|かんが}えれば、{遠回|とおまわ}りや{回|まわ}り{道|みち}は{避|さ}けるべきなのだろう。だが、{無駄|むだ}に{見|み}える{回|まわ}り{道|みち}の{中|なか}にこそ、{思|おも}いがけない{発見|はっけん}が{潜|ひそ}んでいる。{人生|じんせい}もまた、そうしたものなのかもしれない。,여행지에서 일부러 지도를 보지 않고 걸어 볼 때가 있다. 목적지를 정하지 않고 마음이 가는 대로 모퉁이를 돌아가는 것이다. 물론 길을 잃는 일도 드물지 않다. 하지만 그 헤맴이야말로 여행의 묘미라고 나는 생각하고 있다. 예정대로 명소를 도는 것만으로는 결코 만날 수 없는 풍경이 있다. 문득 헤매어 들어간 골목 안쪽에서 현지 사람만이 알 법한 작은 가게를 발견했을 때의 기쁨은 무엇과도 바꾸기 어렵다. 효율을 생각하면 우회나 돌아가는 길은 피해야 할 것이리라. 하지만 낭비처럼 보이는 돌아가는 길 속에야말로 뜻밖의 발견이 숨어 있다. 인생 또한 그러한 것인지도 모른다.,{筆者|ひっしゃ}が{旅先|たびさき}で、わざと{地図|ちず}を{見|み}ずに{歩|ある}くのはなぜか。,{地図|ちず}を{持|も}っていくのを、うっかり{忘|わす}れてしまうから,{予定|よてい}{通|とお}りに{名所|めいしょ}を、{効率|こうりつ}よく{回|まわ}りたいから,{迷|まよ}い{込|こ}んだ{先|さき}での{思|おも}いがけない{発見|はっけん}に、{喜|よろこ}びを{感|かん}じるから,{地元|じもと}の{人|ひと}しか{知|し}らない{店|みせ}で、{買|か}い{物|もの}をしたいから,3,「その迷いこそが、旅の醍醐味」이며 「無駄に見える回り道の中にこそ、思いがけない発見が潜んでいる」라고 합니다. 따라서 정답은 3번입니다.
jlpt.n2.reading.0016,N2,体験談,{社会|しゃかい}に{出|で}て{間|ま}もないころ、{私|わたし}は{仕事|しごと}のできる{人|ひと}とは、{何|なん}でも{一人|ひとり}でこなせる{人|ひと}のことだと{思|おも}い{込|こ}んでいた。{人|ひと}に{頼|たよ}るのは、{自分|じぶん}の{力|ちから}が{足|た}りない{証拠|しょうこ}だと{感|かん}じ、{分|わ}からないことがあっても、なかなか{周|まわ}りに{聞|き}けずにいた。その{結果|けっか}、{簡単|かんたん}なことにも{時間|じかん}がかかり、かえって{迷惑|めいわく}をかけてばかりだった。ある{日|ひ}、{見|み}かねた{先輩|せんぱい}がこう{言|い}った。「{一人|ひとり}で{抱|かか}え{込|こ}むのが{偉|えら}いんじゃない。{困|こま}ったときに{素直|すなお}に{助|たす}けを{求|もと}められることも、{立派|りっぱ}な{能力|のうりょく}なんだよ」と。その{言葉|ことば}に、{私|わたし}は{目|め}が{覚|さ}める{思|おも}いがした。それ{以来|いらい}、{分|わ}からないことは{分|わ}からないと{正直|しょうじき}に{伝|つた}えるようにしている。{頼|たよ}ることを{恐|おそ}れなくなってから、{仕事|しごと}はむしろ{順調|じゅんちょう}に{進|すす}むようになった。,사회에 나온 지 얼마 되지 않았을 무렵 나는 일을 잘하는 사람이란 무엇이든 혼자서 해낼 수 있는 사람이라고 굳게 믿고 있었다. 남에게 의지하는 것은 자기 힘이 부족한 증거라고 느껴 모르는 것이 있어도 좀처럼 주위에 묻지 못하고 있었다. 그 결과 간단한 일에도 시간이 걸려 오히려 폐만 끼치고 있었다. 어느 날 보다 못한 선배가 이렇게 말했다. '혼자 끌어안는 것이 훌륭한 게 아니야. 곤란할 때 솔직하게 도움을 청할 수 있는 것도 훌륭한 능력이야'라고. 그 말에 나는 눈이 뜨이는 듯한 느낌이 들었다. 그 이후 모르는 것은 모른다고 솔직하게 전하려 하고 있다. 의지하는 것을 두려워하지 않게 되고 나서 일은 오히려 순조롭게 진행되게 되었다.,{筆者|ひっしゃ}は{先輩|せんぱい}の{言葉|ことば}を{聞|き}いて、どのように{変|か}わったか。,{何|なん}でも{一人|ひとり}でこなそうと、より{強|つよ}く{思|おも}うようになった,{人|ひと}に{頼|たよ}るのは{力|ちから}が{足|た}りない{証拠|しょうこ}だと、{考|かんが}えるようになった,{仕事|しごと}を{辞|や}めることを、{真剣|しんけん}に{考|かんが}えるようになった,{困|こま}ったときに、{素直|すなお}に{助|たす}けを{求|もと}められるようになった,4,선배의 「困ったときに素直に助けを求められることも、立派な能力なんだよ」라는 말 이후 「分からないことは分からないと正直に伝えるようにしている」라고 바뀝니다. 따라서 정답은 4번입니다.
jlpt.n2.reading.0017,N2,説明文,かつて、{店|みせ}といえば、{商品|しょうひん}を{売|う}り{買|か}いするためだけの{場所|ばしょ}であった。しかし{近年|きんねん}、その{役割|やくわり}は{大|おお}きく{変|か}わりつつある。とりわけ、{二十|にじゅう}{四|よん}{時間|じかん}{営業|えいぎょう}のコンビニエンスストアは、{単|たん}なる{買|か}い{物|もの}の{場|ば}を{超|こ}えた{存在|そんざい}になりつつある。{荷物|にもつ}を{送|おく}ったり、{公共|こうきょう}{料金|りょうきん}を{支払|しはら}ったり、{現金|げんきん}を{引|ひ}き{出|だ}したりと、そこでできることは{実|じつ}に{幅広|はばひろ}い。{高齢|こうれい}{者|しゃ}が{一人|ひとり}で{暮|く}らす{地域|ちいき}では、{店員|てんいん}が{客|きゃく}の{異変|いへん}にいち{早|はや}く{気|き}づき、{助|たす}けにつながった{例|れい}も{報告|ほうこく}されている。つまり、こうした{店|みせ}は、{地域|ちいき}の{人々|ひとびと}の{暮|く}らしを{陰|かげ}で{支|ささ}える{仕組|しく}みの{一部|いちぶ}になっているのだ。{私|わたし}たちが{何|なん}{気|げ}なく{利用|りよう}しているこの{便利|べんり}さの{裏|うら}に、{社会|しゃかい}を{支|ささ}える{大切|たいせつ}な{役割|やくわり}が{隠|かく}れていることを、{忘|わす}れてはならないだろう。,예전에 가게라고 하면 상품을 사고파는 것만을 위한 장소였다. 하지만 최근 그 역할은 크게 변해 가고 있다. 특히 24시간 영업하는 편의점은 단순한 쇼핑의 장을 넘어선 존재가 되어 가고 있다. 짐을 보내거나 공공요금을 내거나 현금을 인출하거나 하는 등 거기서 할 수 있는 일은 실로 폭넓다. 고령자가 혼자 사는 지역에서는 점원이 손님의 이상을 재빨리 알아채 도움으로 이어진 예도 보고되고 있다. 즉 이러한 가게는 지역 사람들의 삶을 뒤에서 떠받치는 구조의 일부가 되어 있는 것이다. 우리가 아무렇지 않게 이용하는 이 편리함의 뒤에 사회를 떠받치는 소중한 역할이 숨어 있다는 것을 잊어서는 안 될 것이다.,この{文章|ぶんしょう}によると、コンビニエンスストアはどのような{存在|そんざい}になっているか。,{地域|ちいき}の{人々|ひとびと}の{暮|く}らしを、{陰|かげ}で{支|ささ}える{仕組|しく}みの{一部|いちぶ},{商品|しょうひん}を{売|う}り{買|か}いするだけの、{単純|たんじゅん}な{場所|ばしょ},{高齢|こうれい}{者|しゃ}だけが{利用|りよう}する、{特別|とくべつ}な{場所|ばしょ},{二十|にじゅう}{四|よん}{時間|じかん}{営業|えいぎょう}を、{次第|しだい}にやめつつある{店|みせ},1,「こうした店は、地域の人々の暮らしを陰で支える仕組みの一部になっている」라고 합니다. 따라서 정답은 1번입니다.
jlpt.n2.reading.0018,N2,コラム,{朝|あさ}、{目|め}を{覚|さ}ますと{同時|どうじ}に、{私|わたし}たちは{大量|たいりょう}の{情報|じょうほう}にさらされる。{世界|せかい}の{裏側|うらがわ}で{起|お}きた{出来事|できごと}から、{知人|ちじん}の{何|なん}{気|げ}ない{一言|ひとこと}まで、{次|つぎ}から{次|つぎ}へと{画面|がめん}に{流|なが}れ{込|こ}んでくる。{知|し}るべきことを{知|し}るのは、{確|たし}かに{大切|たいせつ}なことだ。しかし、あまりに{多|おお}くの{情報|じょうほう}を{浴|あ}び{続|つづ}けていると、いつしか{心|こころ}が{疲|つか}れ{果|は}ててしまう。すべてを{追|お}いかけようとすればするほど、かえって{本当|ほんとう}に{大事|だいじ}なことが{見|み}えなくなる。{時|じ}には、あえて{情報|じょうほう}から{距離|きょり}を{置|お}いてみてはどうだろう。{画面|がめん}を{閉|と}じ、{目|め}の{前|まえ}の{景色|けしき}に{目|め}を{向|む}ける。そうして{初|はじ}めて{気|き}づく、{身近|みぢか}な{美|うつく}しさや{大切|たいせつ}さがあるはずだ。{何|なん}を{知|し}るかと{同|おな}じくらい、{何|なん}を{知|し}らずにおくかを{選|えら}ぶことも、{今|いま}の{時代|じだい}には{必要|ひつよう}な{力|ちから}なのかもしれない。,아침에 눈을 뜨는 동시에 우리는 대량의 정보에 노출된다. 세계 반대편에서 일어난 사건부터 지인의 아무렇지 않은 한마디까지 잇달아 화면으로 흘러들어 온다. 알아야 할 것을 아는 것은 확실히 중요한 일이다. 하지만 너무 많은 정보를 계속 뒤집어쓰다 보면 어느새 마음이 지쳐 버린다. 모든 것을 좇으려 하면 할수록 오히려 정말로 중요한 것이 보이지 않게 된다. 때로는 굳이 정보에서 거리를 두어 보면 어떨까. 화면을 닫고 눈앞의 풍경으로 눈을 돌린다. 그렇게 해서 비로소 깨닫는 가까운 아름다움이나 소중함이 있을 것이다. 무엇을 아는가와 마찬가지로 무엇을 모른 채로 둘까를 고르는 것도 지금 시대에는 필요한 힘일지도 모른다.,{筆者|ひっしゃ}が{最も|もっとも}{言い|いい}たいことは{何|なん}か。,できるだけ{多|おお}くの{情報|じょうほう}を、{追|お}いかけ{続|つづ}けるべきだ,{時|とき}には{情報|じょうほう}から{距離|きょり}を{置|お}き、{何|なん}を{知|し}らずにおくかを{選|えら}ぶことも{必要|ひつよう}だ,{世界|せかい}で{起|お}きた{出来事|できごと}を、まったく{知|し}る{必要|ひつよう}はない,{知人|ちじん}の{何|なん}{気|げ}ない{一言|ひとこと}も、すべて{記録|きろく}しておくべきだ,2,「あえて情報から距離を置いてみてはどうだろう」「何を知らずにおくかを選ぶことも、今の時代には必要な力」라고 합니다. 따라서 정답은 2번입니다.
jlpt.n2.reading.0019,N2,意見文,{人|ひと}はとかく、{他人|たにん}と{自分|じぶん}を{比|くら}べたがるものである。あの{人|ひと}のほうが{優|すぐ}れている、{自分|じぶん}は{劣|おと}っているといった{思|おも}いに、{絶|た}えず{心|こころ}を{乱|みだ}される。だが、そもそも{人|ひと}はそれぞれ{違|ちが}う{道|みち}を{歩|あゆ}んでいるのだから、{他人|たにん}と{比|くら}べること{自体|じたい}、あまり{意味|いみ}がないのではないか。{同|おな}じ{物差|ものさ}しで{測|はか}れるものなど、{初|はじ}めからありはしないのだ。{他人|たにん}を{基準|きじゅん}にしている{限|かぎ}り、どれだけ{努力|どりょく}しても{満|み}たされることはない。{上|うえ}には{上|うえ}がいて、{比較|ひかく}には{終|お}わりがないからである。それよりも、{過去|かこ}の{自分|じぶん}と{今|いま}の{自分|じぶん}を{比|くら}べてみてはどうだろう。{昨日|きのう}できなかったことが、{今日|きょう}できるようになる。そのわずかな{成長|せいちょう}にこそ、{目|め}を{向|む}けるべきなのだ。{他人|たにん}ではなく、{自分|じぶん}{自身|じしん}の{歩|あゆ}みを{見|み}つめること。それが、{心穏|こころおだ}やかに{生|い}きるための{知恵|ちえ}ではないだろうか。,사람은 자칫 남과 자신을 비교하고 싶어 하는 법이다. 저 사람이 더 뛰어나다 자신은 뒤떨어진다는 생각에 끊임없이 마음이 흔들린다. 하지만 애초에 사람은 저마다 다른 길을 걷고 있으니 남과 비교하는 것 자체가 별로 의미가 없는 것은 아닐까. 같은 잣대로 잴 수 있는 것 따위 처음부터 있을 리 없다. 남을 기준으로 삼는 한 아무리 노력해도 만족스러워지는 일은 없다. 위에는 위가 있어서 비교에는 끝이 없기 때문이다. 그보다는 과거의 자신과 지금의 자신을 비교해 보면 어떨까. 어제 하지 못했던 것을 오늘 할 수 있게 된다. 그 작은 성장에야말로 눈을 돌려야 하는 것이다. 남이 아니라 자기 자신의 걸음을 바라보는 것. 그것이 마음 편히 사는 지혜가 아닐까.,{筆者|ひっしゃ}は、{心穏|こころおだ}やかに{生|い}きるためにどうすべきだと{述|の}べているか。,{他人|たにん}と{自分|じぶん}を、{絶|た}えず{比|くら}べ{続|つづ}ける,{他人|たにん}よりも{優|すぐ}れるよう、{努力|どりょく}し{続|つづ}ける,{他人|たにん}ではなく、{過去|かこ}の{自分|じぶん}と{今|いま}の{自分|じぶん}を{比|くら}べる,{努力|どりょく}するのをやめて、{今|いま}の{状態|じょうたい}に{満足|まんぞく}する,3,「過去の自分と今の自分を比べてみてはどうだろう」「他人ではなく、自分自身の歩みを見つめること」이 지혜라고 합니다. 따라서 정답은 3번입니다.
jlpt.n2.reading.0020,N2,論説,{大量|たいりょう}{生産|せいさん}の{時代|じだい}にあって、{職人|しょくにん}が{手|て}{作業|さぎょう}で{一|ひと}つ{一|ひと}つ{仕上|しあ}げる{品物|しなもの}は、ともすれば{時代|じだい}{遅|おく}れとみなされがちである。{機械|きかい}を{使|つか}えば、{同|おな}じものを{速|はや}く、{安|やす}く、{大量|たいりょう}に{作|つく}ることができる。それに{比|くら}べ、{手仕事|てしごと}はいかにも{効率|こうりつ}が{悪|わる}い。しかし、{手仕事|てしごと}にしか{生|う}み{出|だ}せない{価値|かち}が、{確|たし}かに{存在|そんざい}する。{長|なが}い{年月|としつき}をかけて{培|つちか}われた{職人|しょくにん}の{技|わざ}には、{機械|きかい}には{決|けっ}してまねのできない{繊細|せんさい}さが{宿|やど}っている。わずかな{手|て}の{加減|かげん}で、{仕上|しあ}がりは{微妙|びみょう}に{変化|へんか}し、まったく{同|おな}じものは{二|ふた}つとない。{使|つか}い{手|て}は、そこに{作|つく}り{手|て}の{心|こころ}を{感|かん}じ{取|と}り、{長|なが}く{大切|たいせつ}に{使|つか}おうとする。{効率|こうりつ}だけを{追|お}い{求|もと}めていては、こうした{豊|ゆた}かさは{決|けっ}して{手|て}に{入|はい}らない。{速|はや}さや{安|やす}さでは{測|はか}れないものにこそ、{目|め}を{向|む}けるべき{時|とき}が{来|き}ているのではないだろうか。,대량 생산의 시대에 있어 장인이 손수 하나하나 마무리하는 물건은 자칫 시대에 뒤떨어진 것으로 여겨지기 쉽다. 기계를 쓰면 같은 것을 빠르고 싸고 대량으로 만들 수 있다. 그에 비해 손일은 아무래도 효율이 나쁘다. 하지만 손일로만 만들어 낼 수 있는 가치가 분명히 존재한다. 오랜 세월에 걸쳐 갈고닦인 장인의 기술에는 기계가 결코 흉내 낼 수 없는 섬세함이 깃들어 있다. 미세한 손의 가감으로 마무리가 미묘하게 변화하여 완전히 같은 것은 둘도 없다. 쓰는 사람은 거기에서 만드는 사람의 마음을 느껴 오래 소중히 쓰려 한다. 효율만을 좇아서는 이러한 풍요로움은 결코 손에 넣을 수 없다. 빠름이나 저렴함으로는 잴 수 없는 것에야말로 눈을 돌려야 할 때가 오고 있는 것은 아닐까.,{筆者|ひっしゃ}は{手仕事|てしごと}の{品物|しなもの}について、どのように{考|かんが}えているか。,{効率|こうりつ}が{悪|わる}いので、やはり{時代|じだい}{遅|おく}れである,{機械|きかい}で{作|つく}ったもののほうが、あらゆる{点|てん}で{優|すぐ}れている,{速|はや}く{安|やす}く{大量|たいりょう}に{作|つく}れる{点|てん}にこそ、{魅力|みりょく}がある,{機械|きかい}にはまねのできない{価値|かち}があり、{目|め}を{向|む}けるべきだ,4,「手仕事にしか生み出せない価値が、確かに存在する」「速さや安さでは測れないものにこそ、目を向けるべき」라고 합니다. 따라서 정답은 4번입니다.
