content_key,level_code,type,script_ja,script_ko,question,choice1,choice2,choice3,choice4,answer
jlpt.n3.listening.0011,N3,ポイント理解,A:「{北村|きたむら}さん、{新|あたら}しい{家|いえ}、{駅|えき}から{近|ちか}くていいね。」B:「それが、{駅|えき}までは{歩|ある}いて{十|じゅう}{五|ご}{分|ふん}くらいかかるんです。」A:「へえ、{意外|いがい}と{遠|とお}いんだね。じゃあ、{何|なん}が{決|き}め{手|て}だったの。」B:「{近|ちか}くに{大|おお}きな{公園|こうえん}があって、{朝|あさ}の{散歩|さんぽ}にちょうどいいなと{思|おも}って。それで{決|き}めました。」A:「なるほどね。」,A: 「기타무라 씨 새집 역에서 가까워서 좋겠다.」 B: 「그게 역까지는 걸어서 십오 분쯤 걸려요.」 A: 「오 의외로 머네. 그럼 뭐가 결정적이었어?」 B: 「근처에 큰 공원이 있어서 아침 산책에 딱 좋겠다 싶어서요. 그래서 정했어요.」 A: 「그렇구나.」,{北村|きたむら}さんはどうしてこの{家|いえ}に{決|き}めましたか。,{駅|えき}から{近|ちか}いから,{家賃|やちん}が{安|やす}いから,{近|ちか}くに{公園|こうえん}があるから,{部屋|へや}が{広|ひろ}いから,3
jlpt.n3.listening.0012,N3,即時応答,A:「お{先|さき}に{失礼|しつれい}します。あとはお{願|ねが}いしてもいいですか。」,A: 「먼저 실례하겠습니다. 나머지는 부탁드려도 될까요?」,{何|なん}と{答|こた}えますか。,はい、こちらこそ。,いいえ、まだ{来|き}ていません。,お{疲|つか}れさまでした。あとはやっておきます。,-,3
jlpt.n3.listening.0013,N3,課題理解,A:「すみません、この{会議|かいぎ}{室|しつ}を{来週|らいしゅう}の{水曜|すいよう}{日|ひ}に{使|つか}いたいんですが。」B:「はい。ではこちらの{用紙|ようし}にお{名前|なまえ}と{時間|じかん}をご{記入|きにゅう}ください。」A:「あの、パソコンとプロジェクターも{借|か}りられますか。」B:「プロジェクターは{会議|かいぎ}{室|しつ}にありますが、パソコンはご{自分|じぶん}でお{持|も}ちください。あ、それから{使|つか}ったあとは、いすを{元|もと}の{場所|ばしょ}に{戻|もど}しておいてくださいね。」A:「わかりました。じゃあ、まず{用紙|ようし}に{書|か}きます。」,A: 「저기요 이 회의실을 다음 주 수요일에 쓰고 싶은데요.」 B: 「네. 그럼 이 용지에 성함과 시간을 적어 주세요.」 A: 「저 컴퓨터랑 프로젝터도 빌릴 수 있나요?」 B: 「프로젝터는 회의실에 있는데 컴퓨터는 직접 가져오세요. 아 그리고 쓴 다음에는 의자를 원래 자리에 돌려놔 주세요.」 A: 「알겠습니다. 그럼 먼저 용지에 적을게요.」,{男|おとこ}の{人|ひと}はこのあとまず{何|なん}をしますか。,{用紙|ようし}に{記入|きにゅう}する,パソコンを{借|か}りる,いすを{戻|もど}す,プロジェクターを{準備|じゅんび}する,1
jlpt.n3.listening.0014,N3,ポイント理解,A:「{旅行|りょこう}の{宿|やど}、この{二|ふた}つで{迷|まよ}ってるんだ。{海|うみ}の{近|ちか}くのホテルと、{山|やま}の{温泉|おんせん}{旅館|りょかん}。」B:「{私|わたし}は{温泉|おんせん}{旅館|りょかん}のほうがいいな。ゆっくりできそうだし。」A:「でも、{温泉|おんせん}のほうは{駅|えき}から{遠|とお}いんだよ。」B:「そっか。バスもあまりないなら{不便|ふべん}かもね。じゃあ、やっぱり{海|うみ}のホテルにしよう。{景色|けしき}もいいって{書|か}いてあったし。」A:「そうだね。そっちにするよ。」,A: 「여행 숙소 이 둘 중에 고민 중이야. 바다 근처 호텔이랑 산 온천 여관.」 B: 「나는 온천 여관이 좋아. 느긋하게 쉴 수 있을 것 같고.」 A: 「근데 온천 쪽은 역에서 멀어.」 B: 「그렇구나. 버스도 별로 없으면 불편하겠네. 그럼 역시 바다 호텔로 하자. 경치도 좋다고 쓰여 있었고.」 A: 「그래. 그쪽으로 하자.」,{二人|ふたり}はどこに{泊|と}まることにしましたか。,{山|やま}の{温泉|おんせん}{旅館|りょかん},{海|うみ}の{近|ちか}くのホテル,{駅前|えきまえ}のホテル,{友|とも}だちの{家|いえ},2
jlpt.n3.listening.0015,N3,即時応答,A:「あれ、{傘|かさ}{持|も}ってきてないの。{外|そと}、{降|ふ}ってきたよ。」,A: 「어 우산 안 가져왔어? 밖에 비 오기 시작했어.」,{何|なん}と{答|こた}えますか。,いいえ、{晴|は}れです。,はい、{昨日|きのう}{返|かえ}しました。,うん、じゃあ{駅|えき}まで{一緒|いっしょ}に{入|い}れてもらえる。,-,3
jlpt.n3.listening.0016,N3,課題理解,A:「これからスーパー{行|い}くけど、{何|なん}かいるものある。」B:「あ、じゃあ{牛乳|ぎゅうにゅう}と{卵|たまご}をお{願|ねが}い。あと、{洗剤|せんざい}も{切|き}れそうだったかな。」A:「{牛乳|ぎゅうにゅう}と{卵|たまご}と{洗剤|せんざい}ね。」B:「あ、{待|ま}って。{洗剤|せんざい}はさっき{見|み}たらまだあったわ。{牛乳|ぎゅうにゅう}と{卵|たまご}だけでいい。あ、でもパンもお{願|ねが}いしていい。」A:「{了解|りょうかい}。{牛乳|ぎゅうにゅう}と{卵|たまご}とパンね。」,A: 「이제 슈퍼 갈 건데 뭐 필요한 거 있어?」 B: 「아 그럼 우유랑 계란 부탁해. 그리고 세제도 떨어질 것 같았나.」 A: 「우유랑 계란이랑 세제지?」 B: 「아 잠깐. 세제는 아까 보니까 아직 있었어. 우유랑 계란만 있으면 돼. 아 근데 빵도 부탁해도 될까?」 A: 「알겠어. 우유랑 계란이랑 빵이지.」,{男|おとこ}の{人|ひと}は{何|なん}を{買|か}ってきますか。,{牛乳|ぎゅうにゅう}と{卵|たまご}と{洗剤|せんざい},{牛乳|ぎゅうにゅう}と{卵|たまご}だけ,{卵|たまご}と{洗剤|せんざい}とパン,{牛乳|ぎゅうにゅう}と{卵|たまご}とパン,4
jlpt.n3.listening.0017,N3,ポイント理解,A:「{今度|こんど}の{出張|しゅっちょう}、{僕|ぼく}は{新|しん}{幹線|かんせん}で{行|い}こうと{思|おも}ってるんだ。」B:「へえ、いつもは{車|くるま}で{行|い}くのに。{渋滞|じゅうたい}がいやになった。」A:「それもあるけど、{移動|いどう}{中|ちゅう}に{資料|しりょう}を{読|よ}んでおきたくてね。{車|くるま}だと{運転|うんてん}しなきゃいけないだろ。」B:「なるほどね。」,A: 「이번 출장 나는 신칸센으로 가려고 해.」 B: 「오 평소엔 차로 가는데. 정체가 싫어졌어?」 A: 「그것도 있지만 이동 중에 자료를 읽어 두고 싶어서. 차면 운전해야 하잖아.」 B: 「그렇구나.」,{男|おとこ}の{人|ひと}はどうして{新|しん}{幹線|かんせん}で{行|い}きますか。,{移動|いどう}{中|ちゅう}に{資料|しりょう}を{読|よ}みたいから,{渋滞|じゅうたい}がいやだから,{車|くるま}が{故障|こしょう}したから,{新|しん}{幹線|かんせん}のほうが{安|やす}いから,1
jlpt.n3.listening.0018,N3,即時応答,A:「{今日|きょう}の{飲|の}み{会|かい}、{急|きゅう}で{悪|わる}いんだけど、{来|こ}られそう。」,A: 「오늘 회식 갑작스러워서 미안한데 올 수 있을 것 같아?」,{何|なん}と{答|こた}えますか。,いいえ、{飲|の}み{物|もの}です。,はい、{昨日|きのう}{行|い}きました。,すみません、{今日|きょう}はちょっと{予定|よてい}があって……。,-,3
jlpt.n3.listening.0019,N3,課題理解,A:「{課長|かちょう}、{明日|あした}の{展示|てんじ}{会|かい}の{準備|じゅんび}、パンフレットの{印刷|いんさつ}は{終|お}わりました。」B:「ありがとう。じゃあ、あとは{会場|かいじょう}に{机|つくえ}といすを{並|なら}べるだけね。」A:「はい。あ、{名札|なふだ}はどうしましょうか。」B:「{名札|なふだ}は{私|わたし}が{作|つく}っておくから、あなたは{机|つくえ}の{準備|じゅんび}をお{願|ねが}い。それが{終|お}わったら{教|おし}えてね。」A:「わかりました。すぐに{始|はじ}めます。」,A: 「과장님 내일 전시회 준비 팸플릿 인쇄는 끝났습니다.」 B: 「고마워. 그럼 이제 회장에 책상이랑 의자를 놓기만 하면 되겠네.」 A: 「네. 아 명찰은 어떻게 할까요?」 B: 「명찰은 내가 만들어 둘 테니까 자네는 책상 준비를 부탁해. 그게 끝나면 알려 줘.」 A: 「알겠습니다. 바로 시작할게요.」,{男|おとこ}の{人|ひと}はこのあと{何|なん}をしますか。,パンフレットを{印刷|いんさつ}する,{名札|なふだ}を{作|つく}る,{机|つくえ}といすを{並|なら}べる,{会場|かいじょう}を{予約|よやく}する,3
jlpt.n3.listening.0020,N3,ポイント理解,A:「{田中|たなか}さんのクラス、{全部|ぜんぶ}で{何|なん}{人|にん}いるんですか。」B:「{今|いま}は{二十|にじゅう}{五|ご}{人|にん}です。でも、{来月|らいげつ}{二人|ふたり}{転校|てんこう}してくるので、{二十|にじゅう}{七|しち}{人|にん}になる{予定|よてい}なんです。」A:「へえ、けっこう{多|おお}いですね。」B:「そうなんです。{前|まえ}は{十|じゅう}{八|はち}{人|にん}だったので、{急|きゅう}に{増|ふ}えました。」,A: 「다나카 씨 반 전부 해서 몇 명 있어요?」 B: 「지금은 스물다섯 명이에요. 근데 다음 달에 두 명 전학 와서 스물일곱 명이 될 예정이에요.」 A: 「오 꽤 많네요.」 B: 「그래요. 전에는 열여덟 명이었어서 갑자기 늘었어요.」,{田中|たなか}さんのクラスは{来月|らいげつ}{何|なん}{人|にん}になりますか。,{二十|にじゅう}{五|ご}{人|にん},{十|じゅう}{八|はち}{人|にん},{二人|ふたり},{二十|にじゅう}{七|しち}{人|にん},4
