content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n5.vocab.0011,N5,いただきます,いただきます,いただきます,이타다키마스,expr,-,-,잘 먹겠습니다,-,では いただきます。,그럼 잘 먹겠습니다.,jlpt.n5.vocab.0011.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽3 好きな食べ物
jlpt.n5.vocab.0012,N5,ごちそうさま,ごちそうさま,ごちそうさま,고치소오사마,expr,-,-,잘 먹었습니다,-,おいしかったです。ごちそうさま。,맛있었어요. 잘 먹었습니다.,jlpt.n5.vocab.0012.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽3 好きな食べ物
jlpt.n5.vocab.0013,N5,いってきます,いってきます,いってきます,잇테키마스,expr,-,-,다녀오겠습니다,-,じゃあ いってきます。,그럼 다녀오겠습니다.,jlpt.n5.vocab.0013.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽5 毎日の生活
jlpt.n5.vocab.0014,N5,いってらっしゃい,いってらっしゃい,いってらっしゃい,잇테랏샤이,expr,-,-,다녀오세요,-,いってらっしゃい。{気|き}をつけて。,다녀오세요. 조심해서 가세요.,jlpt.n5.vocab.0014.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽5 毎日の生活
jlpt.n5.vocab.0015,N5,ただいま,ただいま,ただいま,타다이마,expr,-,-,다녀왔습니다,-,ただいま。おそくなりました。,다녀왔습니다. 늦었어요.,jlpt.n5.vocab.0015.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽5 毎日の生活
jlpt.n5.vocab.0016,N5,おかえりなさい,おかえりなさい,おかえりなさい,오카에리나사이,expr,-,-,어서 오세요(귀가),-,おかえりなさい。ごはんができましたよ。,어서 오세요. 밥 다 됐어요.,jlpt.n5.vocab.0016.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 토픽5 毎日の生活
jlpt.n5.vocab.0017,N5,いらっしゃいませ,いらっしゃいませ,いらっしゃいませ,이랏샤이마세,expr,-,-,어서 오세요(가게),-,いらっしゃいませ。{何名|なんめい}さまですか。,어서 오세요. 몇 분이세요?,jlpt.n5.vocab.0017.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제6과 飲食店で注文
jlpt.n5.vocab.0018,N5,おめでとうございます,おめでとうございます,おめでとうございます,오메데토오고자이마스,expr,-,-,축하합니다,-,たんじょうびおめでとうございます。,생일 축하합니다.,jlpt.n5.vocab.0018.m4a,ref_only:jf_marugoto_a1,draft,まるごと入門A1 토픽 わたし
jlpt.n5.vocab.0019,N5,どうぞ,どうぞ,どうぞ,도오조,interj,-,-,자 (권하는 말),여기요,どうぞ。こちらへ。,자 이쪽으로 오세요.,jlpt.n5.vocab.0019.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 선택지
jlpt.n5.vocab.0020,N5,どうも,どうも,どうも,도오모,adv,-,-,고마워요,정말;어쩐지,どうも ありがとうございます。,정말 고맙습니다.,jlpt.n5.vocab.0020.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제1과 Can-do<3>
jlpt.n5.vocab.0021,N5,はい,はい,はい,하이,interj,-,-,네,맞아요,はい わかりました。,네 알겠습니다.,jlpt.n5.vocab.0021.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제1과 이하 전 과
jlpt.n5.vocab.0022,N5,いいえ,いいえ,いいえ,이이에,interj,-,-,아니요,-,いいえ ちがいます。,아니요 아닙니다.,jlpt.n5.vocab.0022.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 대화문
jlpt.n5.vocab.0023,N5,もしもし,もしもし,もしもし,모시모시,interj,-,-,여보세요,-,もしもし。イムですが。,여보세요. 임입니다만.,jlpt.n5.vocab.0023.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 Can-do<58> 전화로 위치 전달
jlpt.n5.vocab.0024,N5,じゃあ,じゃあ,じゃあ,자아,conj,-,-,그럼,그러면,じゃあ また{明日|あした}。,그럼 내일 또 봐요.,jlpt.n5.vocab.0024.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 회화문 상용
jlpt.n5.vocab.0025,N5,私,わたし,{私|わたし},와타시,pron,-,-,저;나,-,{私|わたし}はかんこくじんです。,저는 한국인입니다.,jlpt.n5.vocab.0025.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 지면 다수; いろどり 제3과 漢字 「私」
jlpt.n5.vocab.0026,N5,あなた,あなた,あなた,아나타,pron,-,-,당신,-,あなたのかさはどれですか。,당신 우산은 어느 것입니까?,jlpt.n5.vocab.0026.m4a,ref_only:jf_marugoto_a1,draft,まるごと入門A1 토픽 わたし
jlpt.n5.vocab.0027,N5,これ,これ,これ,코레,pron,-,-,이것,-,これはいくらですか。,이것은 얼마입니까?,jlpt.n5.vocab.0027.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 文型 「これ/それ/あれ(は)いくらですか」
jlpt.n5.vocab.0028,N5,それ,それ,それ,소레,pron,-,-,그것,-,それをください。,그것을 주세요.,jlpt.n5.vocab.0028.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 文型
jlpt.n5.vocab.0029,N5,あれ,あれ,あれ,아레,pron,-,-,저것,-,あれは{何|なん}ですか。,저것은 무엇입니까?,jlpt.n5.vocab.0029.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 文型
jlpt.n5.vocab.0030,N5,どれ,どれ,どれ,도레,pron,-,-,어느 것,-,キムさんのかばんはどれですか。,김 씨 가방은 어느 것입니까?,jlpt.n5.vocab.0030.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 지시문 「どれですか」
jlpt.n5.vocab.0031,N5,ここ,ここ,ここ,코코,pron,-,-,여기,-,ここは{図書館|としょかん}です。,여기는 도서관입니다.,jlpt.n5.vocab.0031.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제7과 文型 「ここは【場所】です」
jlpt.n5.vocab.0032,N5,そこ,そこ,そこ,소코,pron,-,-,거기,-,そこにおいてください。,거기에 놓아 주세요.,jlpt.n5.vocab.0032.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제8과 文型 「ここ/そこ/あそこ」
jlpt.n5.vocab.0033,N5,あそこ,あそこ,あそこ,아소코,pron,-,-,저기,-,あそこでバスにのります。,저기에서 버스를 탑니다.,jlpt.n5.vocab.0033.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제8과 文型
jlpt.n5.vocab.0034,N5,どこ,どこ,どこ,도코,pron,-,-,어디,-,トイレはどこですか。,화장실은 어디입니까?,jlpt.n5.vocab.0034.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 「どこですか」 다수
jlpt.n5.vocab.0035,N5,だれ,だれ,だれ,다레,pron,-,-,누구,-,あの{人|ひと}はだれですか。,저 사람은 누구입니까?,jlpt.n5.vocab.0035.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 예제 「あの人はだれですか」
jlpt.n5.vocab.0036,N5,何,なに,{何|なに},나니,pron,-,-,무엇,몇,かばんの{中|なか}に{何|なに}がありますか。,가방 안에 무엇이 있습니까?,jlpt.n5.vocab.0036.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제11과 漢字 「何」
jlpt.n5.vocab.0037,N5,いつ,いつ,いつ,이츠,pron,-,-,언제,-,たんじょうびはいつですか。,생일은 언제입니까?,jlpt.n5.vocab.0037.m4a,ref_only:jf_marugoto_a1,draft,まるごと入門A1 토픽 わたし
jlpt.n5.vocab.0038,N5,いくら,いくら,いくら,이쿠라,pron,-,-,얼마,-,このぼうしはいくらですか。,이 모자는 얼마입니까?,jlpt.n5.vocab.0038.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 과제목 「これ、いくらですか？」
jlpt.n5.vocab.0039,N5,この,この,この,코노,prefix,-,-,이,-,このカメラはたかいですね。,이 카메라는 비싸네요.,jlpt.n5.vocab.0039.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文字語彙 예문 「このカメラは…」
jlpt.n5.vocab.0040,N5,その,その,その,소노,prefix,-,-,그,-,そのナイフでりんごをきってください。,그 칼로 사과를 잘라 주세요.,jlpt.n5.vocab.0040.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文字語彙 예문
jlpt.n5.vocab.0041,N5,あの,あの,あの,아노,prefix,-,-,저,-,あのたてものは{学校|がっこう}です。,저 건물은 학교입니다.,jlpt.n5.vocab.0041.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 예제
jlpt.n5.vocab.0042,N5,どの,どの,どの,도노,prefix,-,-,어느,-,どのボタンをおしますか。,어느 버튼을 누릅니까?,jlpt.n5.vocab.0042.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 Can-do<30> 家電の表示
jlpt.n5.vocab.0043,N5,さん,さん,さん,산,suffix,-,-,~씨,-,{田中|たなか}さんはどこにいますか。,다나카 씨는 어디에 있습니까?,jlpt.n5.vocab.0043.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 전 지면
jlpt.n5.vocab.0044,N5,一,いち,{一|いち},이치,noun,-,-,일;하나,-,バスは{一|いち}{時間|じかん}にいっぽんです。,버스는 한 시간에 한 대입니다.,jlpt.n5.vocab.0044.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字 「一〜十」
jlpt.n5.vocab.0045,N5,二,に,{二|に},니,noun,-,-,이;둘,-,ケーキを{二|に}つください。,케이크를 두 개 주세요.,jlpt.n5.vocab.0045.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0046,N5,三,さん,{三|さん},산,noun,-,-,삼;셋,-,{三|さん}{時|じ}におきました。,세 시에 일어났습니다.,jlpt.n5.vocab.0046.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0047,N5,四,よん,{四|よん},욘,noun,-,-,사;넷,し,{部屋|へや}が{四|よん}つあります。,방이 네 개 있습니다.,jlpt.n5.vocab.0047.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제7과 과제목 「部屋が4つあります」
jlpt.n5.vocab.0048,N5,五,ご,{五|ご},고,noun,-,-,오;다섯,-,{五|ご}{分|ふん}まってください。,오 분 기다려 주세요.,jlpt.n5.vocab.0048.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0049,N5,六,ろく,{六|ろく},로쿠,noun,-,-,육;여섯,-,{六|ろく}{時|じ}にかえります。,여섯 시에 돌아갑니다.,jlpt.n5.vocab.0049.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0050,N5,七,なな,{七|なな},나나,noun,-,-,칠;일곱,しち,{七|なな}{日|にち}にあいましょう。,칠 일에 만납시다.,jlpt.n5.vocab.0050.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0051,N5,八,はち,{八|はち},하치,noun,-,-,팔;여덟,-,まいあさ{八|はち}{時|じ}にでます。,매일 아침 여덟 시에 나갑니다.,jlpt.n5.vocab.0051.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0052,N5,九,きゅう,{九|きゅう},큐우,noun,-,-,구;아홉,く,{九|きゅう}{時|じ}にはじまります。,아홉 시에 시작합니다.,jlpt.n5.vocab.0052.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0053,N5,十,じゅう,{十|じゅう},주우,noun,-,-,십;열,-,{十|じゅう}{分|ぷん}あるきました。,십 분 걸었습니다.,jlpt.n5.vocab.0053.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제16과 漢字
jlpt.n5.vocab.0054,N5,百,ひゃく,{百|ひゃく},햐쿠,noun,-,-,백,-,{生徒|せいと}が{百|ひゃく}{人|にん}います。,학생이 백 명 있습니다.,jlpt.n5.vocab.0054.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文字語彙 「百人」
jlpt.n5.vocab.0055,N5,千,せん,{千|せん},센,noun,-,-,천,-,このほんは{千|せん}{円|えん}です。,이 책은 천 엔입니다.,jlpt.n5.vocab.0055.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제17과 漢字 「百千万」
jlpt.n5.vocab.0056,N5,万,まん,{万|まん},만,noun,-,-,만,-,かばんは{一|いち}{万|まん}{円|えん}でした。,가방은 만 엔이었습니다.,jlpt.n5.vocab.0056.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제17과 漢字
jlpt.n5.vocab.0057,N5,ゼロ,ゼロ,ゼロ,제로,noun,-,-,영;제로,-,てんすうはゼロでした。,점수는 영점이었습니다.,jlpt.n5.vocab.0057.m4a,closed_set,draft,수 체계의 닫힌 집합
jlpt.n5.vocab.0058,N5,人,にん,{人|にん},닌,counter,-,-,~명,-,きょうしつに{五|ご}{人|にん}います。,교실에 다섯 명 있습니다.,jlpt.n5.vocab.0058.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 聴解 선택지 「ひとり/ふたり/三人/四人」
jlpt.n5.vocab.0059,N5,枚,まい,{枚|まい},마이,counter,-,-,~장,-,かみを{三|さん}{枚|まい}ください。,종이를 세 장 주세요.,jlpt.n5.vocab.0059.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제10과 漢字 「～枚」
jlpt.n5.vocab.0060,N5,本,ほん,{本|ほん},혼,counter,-,-,~자루;~병,-,ペンを{二|に}{本|ほん}かいました。,펜을 두 자루 샀습니다.,jlpt.n5.vocab.0060.m4a,closed_set,draft,조수사 닫힌 집합; いろどり 제11과 漢字 「本」
jlpt.n5.vocab.0061,N5,台,だい,{台|だい},다이,counter,-,-,~대,-,くるまが{三|さん}{台|だい}あります。,차가 세 대 있습니다.,jlpt.n5.vocab.0061.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文字語彙 선택지 「だい」
jlpt.n5.vocab.0062,N5,冊,さつ,{冊|さつ},사츠,counter,-,-,~권,-,ほんを{五|ご}{冊|さつ}かりました。,책을 다섯 권 빌렸습니다.,jlpt.n5.vocab.0062.m4a,closed_set,draft,조수사 닫힌 집합
jlpt.n5.vocab.0063,N5,匹,ひき,{匹|ひき},히키,counter,-,-,~마리,-,いぬが{二|に}{匹|ひき}います。,개가 두 마리 있습니다.,jlpt.n5.vocab.0063.m4a,closed_set,draft,조수사 닫힌 집합
jlpt.n5.vocab.0064,N5,個,こ,{個|こ},코,counter,-,-,~개,-,たまごを{十|じゅっ}{個|こ}かいます。,달걀을 열 개 삽니다.,jlpt.n5.vocab.0064.m4a,closed_set,draft,조수사 닫힌 집합
jlpt.n5.vocab.0065,N5,回,かい,{回|かい},카이,counter,-,-,~번;~회,-,しゅうに{三|さん}{回|かい}およぎます。,일주일에 세 번 수영합니다.,jlpt.n5.vocab.0065.m4a,closed_set,draft,조수사 닫힌 집합
jlpt.n5.vocab.0066,N5,階,かい,{階|かい},카이,counter,-,-,~층,-,{服|ふく}は{三|さん}{階|かい}にあります。,옷은 삼 층에 있습니다.,jlpt.n5.vocab.0066.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제15과 漢字 「～階」
jlpt.n5.vocab.0067,N5,歳,さい,{歳|さい},사이,counter,-,-,~살;~세,さい(才),おとうとは{十|じゅっ}{歳|さい}です。,남동생은 열 살입니다.,jlpt.n5.vocab.0067.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 Can-do<13> 나이 묻고 답하기
jlpt.n5.vocab.0068,N5,円,えん,{円|えん},엔,counter,-,-,엔(일본 화폐),-,このかさは{千|せん}{円|えん}です。,이 우산은 천 엔입니다.,jlpt.n5.vocab.0068.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제17과 漢字 「～円」
jlpt.n5.vocab.0069,N5,時,じ,{時|じ},지,counter,-,-,~시,-,{今|いま}{何|なん}{時|じ}ですか。,지금 몇 시입니까?,jlpt.n5.vocab.0069.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제10과 漢字 「～時」
jlpt.n5.vocab.0070,N5,分,ふん,{分|ふん},훈,counter,-,-,~분,ぷん,えきまで{十|じゅっ}{分|ぷん}かかります。,역까지 십 분 걸립니다.,jlpt.n5.vocab.0070.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제10과 漢字 「～分」
jlpt.n5.vocab.0071,N5,時間,じかん,{時間|じ|かん},지칸,counter,-,-,~시간,-,{二|に}{時間|じかん}べんきょうしました。,두 시간 공부했습니다.,jlpt.n5.vocab.0071.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 聴解 선택지 「1時間半」
jlpt.n5.vocab.0072,N5,日,にち,{日|にち},니치,counter,-,-,~일,-,{十|じゅう}{日|にち}にかえります。,십 일에 돌아갑니다.,jlpt.n5.vocab.0072.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「～日」
jlpt.n5.vocab.0073,N5,週間,しゅうかん,{週間|しゅう|かん},슈우칸,counter,-,-,~주일,-,{二|に}{週間|しゅうかん}やすみます。,이 주일 쉽니다.,jlpt.n5.vocab.0073.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「今週」 파생
jlpt.n5.vocab.0074,N5,か月,かげつ,か{月|げつ},카게츠,counter,-,-,~개월,-,{三|さん}か{月|げつ}ならいました。,삼 개월 배웠습니다.,jlpt.n5.vocab.0074.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「～月」 파생
jlpt.n5.vocab.0075,N5,年,ねん,{年|ねん},넨,counter,-,-,~년,-,{日本|にほん}に{一|いち}{年|ねん}すんでいます。,일본에 일 년 살고 있습니다.,jlpt.n5.vocab.0075.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「～年」
jlpt.n5.vocab.0076,N5,杯,はい,{杯|はい},하이,counter,-,-,~잔,-,コーヒーを{二|に}{杯|はい}のみました。,커피를 두 잔 마셨습니다.,jlpt.n5.vocab.0076.m4a,closed_set,draft,조수사 닫힌 집합
jlpt.n5.vocab.0077,N5,番,ばん,{番|ばん},반,counter,-,-,~번(순번),-,{二|に}{番|ばん}のバスにのってください。,2번 버스를 타 주세요.,jlpt.n5.vocab.0077.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 聴解 「1ばん/2ばん」
jlpt.n5.vocab.0078,N5,今日,きょう,{今日|きょう},쿄오,noun,-,-,오늘,-,{今日|きょう}はあついですね。,오늘은 덥네요.,jlpt.n5.vocab.0078.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 지문 「今日」
jlpt.n5.vocab.0079,N5,明日,あした,{明日|あした},아시타,noun,-,-,내일,あす,{明日|あした}のごぜんはひまです。,내일 오전은 한가합니다.,jlpt.n5.vocab.0079.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 지문 「あした」
jlpt.n5.vocab.0080,N5,昨日,きのう,{昨日|きのう},키노오,noun,-,-,어제,-,{昨日|きのう}は{学校|がっこう}をやすみました。,어제는 학교를 쉬었습니다.,jlpt.n5.vocab.0080.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文字語彙·読解 「きのう」
jlpt.n5.vocab.0081,N5,今,いま,{今|いま},이마,noun,-,-,지금,-,{今|いま}{何|なん}{時|じ}ですか。,지금 몇 시입니까?,jlpt.n5.vocab.0081.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제9과 시간 표현
jlpt.n5.vocab.0082,N5,朝,あさ,{朝|あさ},아사,noun,-,-,아침,-,{朝|あさ}はいつもパンをたべます。,아침에는 늘 빵을 먹습니다.,jlpt.n5.vocab.0082.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제10과 漢字 「朝」
jlpt.n5.vocab.0083,N5,昼,ひる,{昼|ひる},히루,noun,-,-,낮;점심,-,{昼|ひる}やすみは{十二|じゅうに}{時|じ}からです。,점심시간은 열두 시부터입니다.,jlpt.n5.vocab.0083.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제9과 과제목 「12時から1時まで昼休みです」
jlpt.n5.vocab.0084,N5,夜,よる,{夜|よる},요루,noun,-,-,밤,-,{夜|よる}はテレビをみます。,밤에는 텔레비전을 봅니다.,jlpt.n5.vocab.0084.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제10과 漢字 「夜」
jlpt.n5.vocab.0085,N5,夕方,ゆうがた,{夕方|ゆう|がた},유우가타,noun,-,-,저녁 무렵,-,{朝|あさ}から{夕方|ゆうがた}までサッカーをしました。,아침부터 저녁까지 축구를 했습니다.,jlpt.n5.vocab.0085.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 지문 「朝から夕方まで」
jlpt.n5.vocab.0086,N5,午前,ごぜん,{午前|ご|ぜん},고젠,noun,-,-,오전,-,{午前|ごぜん}のクラスはありません。,오전 수업은 없습니다.,jlpt.n5.vocab.0086.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 지문 「午前」
jlpt.n5.vocab.0087,N5,午後,ごご,{午後|ご|ご},고고,noun,-,-,오후,-,{午後|ごご}にびょういんへいきます。,오후에 병원에 갑니다.,jlpt.n5.vocab.0087.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 지문 「午後」
jlpt.n5.vocab.0088,N5,毎日,まいにち,{毎日|まい|にち},마이니치,noun,-,-,매일,-,{毎日|まいにち}りんごジュースをのみます。,매일 사과 주스를 마십니다.,jlpt.n5.vocab.0088.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 작문 「毎日 飲みます」
jlpt.n5.vocab.0089,N5,毎朝,まいあさ,{毎朝|まい|あさ},마이아사,noun,-,-,매일 아침,-,{毎朝|まいあさ}{七|しち}{時|じ}にいえをでます。,매일 아침 일곱 시에 집을 나섭니다.,jlpt.n5.vocab.0089.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 「毎朝」
jlpt.n5.vocab.0090,N5,毎週,まいしゅう,{毎週|まい|しゅう},마이슈우,noun,-,-,매주,-,{毎週|まいしゅう}にほんごをならっています。,매주 일본어를 배우고 있습니다.,jlpt.n5.vocab.0090.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「今週」 파생
jlpt.n5.vocab.0091,N5,今週,こんしゅう,{今週|こん|しゅう},콘슈우,noun,-,-,이번 주,-,{今週|こんしゅう}はとてもいそがしいです。,이번 주는 아주 바쁩니다.,jlpt.n5.vocab.0091.m4a,ref_only:jf_irodori_a1,draft,いろどり入門 제12과 漢字 「今週」
jlpt.n5.vocab.0092,N5,来週,らいしゅう,{来週|らい|しゅう},라이슈우,noun,-,-,다음 주,-,しゅくだいは{来週|らいしゅう}だしてください。,숙제는 다음 주에 내 주세요.,jlpt.n5.vocab.0092.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 読解 「宿題は来週出してください」
jlpt.n5.vocab.0093,N5,先週,せんしゅう,{先週|せん|しゅう},센슈우,noun,-,-,지난주,-,{先週|せんしゅう}デパートでかばんをかいました。,지난주에 백화점에서 가방을 샀습니다.,jlpt.n5.vocab.0093.m4a,ref_only:jlpt_n5_sample,draft,jlpt.jp N5 공식샘플 2018 文法 「先週 デパートで」
