content_key,level_code,genre,passage_ja,passage_ko,question,choice1,choice2,choice3,choice4,answer,explanation_ko
jlpt.n4.reading.0011,N4,メモ,けんじさんへ。さっき{会社|かいしゃ}に{電話|でんわ}がありました。あおぞら{店|てん}の{佐藤|さとう}さんからです。{明日|あした}の{約束|やくそく}の{時間|じかん}を、{三|さん}{時|じ}から{四|よん}{時|じ}に{変|か}えてほしいそうです。{佐藤|さとう}さんの{電話|でんわ}{番号|ばんごう}を{机|つくえ}の{上|うえ}に{置|お}いておきました。{今日|きょう}{中|ちゅう}に{一|いち}{度|ど}、{佐藤|さとう}さんに{電話|でんわ}したほうがいいと{思|おも}います。よろしくお{願|ねが}いします。,겐지 씨에게. 방금 회사에 전화가 왔어요. 아오조라 매장의 사토 씨한테서요. 내일 약속 시간을 3시에서 4시로 바꿔 달라고 하네요. 사토 씨의 전화번호를 책상 위에 놓아 두었어요. 오늘 중으로 한 번 사토 씨에게 전화하는 게 좋을 것 같아요. 잘 부탁해요.,けんじさんは{今日|きょう}、{何|なん}をしたほうがいいですか。,あおぞら{店|てん}へ{行|い}く,{約束|やくそく}を{断|ことわ}る,{佐藤|さとう}さんに{電話|でんわ}する,{机|つくえ}を{片付|かたづ}ける,3,「今日中に一度、佐藤さんに電話したほうがいいと思います」라고 쓰여 있습니다.
jlpt.n4.reading.0012,N4,手紙,お{客|きゃく}{様|さま}へ。この{度|たび}は{当店|とうてん}のパンをお{買|か}い{上|あ}げいただき、ありがとうございます。このパンは、おいしいうちに{今日|きょう}{中|ちゅう}にお{召|め}し{上|あ}がりください。{次|つぎ}の{日|ひ}になると、{少|すこ}し{味|あじ}が{変|か}わってしまいます。すぐに{食|た}べない{場合|ばあい}は、{冷凍|れいとう}{庫|こ}に{入|い}れておくと{一|いち}{週間|しゅうかん}ほどおいしく{食|た}べられます。またのご{来店|らいてん}をお{待|ま}ちしております。,고객님께. 이번에 저희 매장의 빵을 구매해 주셔서 감사합니다. 이 빵은 맛있을 때 오늘 안에 드세요. 다음 날이 되면 맛이 조금 변해 버립니다. 바로 드시지 않을 경우에는 냉동실에 넣어 두시면 일주일 정도 맛있게 드실 수 있습니다. 또 방문해 주시기를 기다리겠습니다.,パンをすぐに{食|た}べないときは、どうすればいいですか。,{次|つぎ}の{日|ひ}まで{置|お}いておく,{店|みせ}に{持|も}って{帰|かえ}って{返|かえ}す,お{湯|ゆ}に{入|い}れる,{冷凍|れいとう}{庫|こ}に{入|い}れておく,4,「すぐに食べない場合は、冷凍庫に入れておくと一週間ほどおいしく食べられます」라고 안내합니다.
jlpt.n4.reading.0013,N4,Eメール,リンさんへ。こんにちは。{今度|こんど}の{週末|しゅうまつ}、{私|わたし}の{家|いえ}でパーティーをします。みんなで{国|くに}の{料理|りょうり}を{作|つく}りながら、いろいろ{話|はな}しましょう。リンさんも{何|なん}か{国|こく}の{料理|りょうり}を{作|つく}ることができますか。もし{作|つく}るのが{難|むずか}しかったら、{飲|の}み{物|もの}やお{菓子|かし}を{持|も}ってくるだけでも{大丈夫|だいじょうぶ}です。{土曜|どよう}{日|ひ}の{夕方|ゆうがた}{六|ろく}{時|じ}からです。{返事|へんじ}を{待|ま}っています。,린 씨에게. 안녕하세요. 이번 주말에 우리 집에서 파티를 해요. 다 같이 고향 요리를 만들면서 이런저런 이야기를 나눠요. 린 씨도 뭔가 고향 요리를 만들 수 있나요? 만약 만들기 어려우면 음료나 과자를 가져오는 것만으로도 괜찮아요. 토요일 저녁 6시부터예요. 답장 기다릴게요.,リンさんが{料理|りょうり}を{作|つく}れない{場合|ばあい}、どうすればいいですか。,{飲|の}み{物|もの}やお{菓子|かし}を{持|も}ってくる,パーティーに{行|い}かない,{六|ろく}{時|じ}より{早|はや}く{家|いえ}へ{行|い}く,{料理|りょうり}を{習|なら}ってから{行|い}く,1,「もし作るのが難しかったら、飲み物やお菓子を持ってくるだけでも大丈夫です」라고 씁니다.
jlpt.n4.reading.0014,N4,掲示,{体育|たいいく}{館|かん}を{使|つか}うみなさまへ。{体育|たいいく}{館|かん}を{使|つか}うときは、{必|かなら}ず{受付|うけつけ}で{名前|なまえ}を{書|か}いてください。{使|つか}った{後|あと}は、{使|つか}った{道具|どうぐ}を{元|もと}の{場所|ばしょ}に{戻|もど}してください。{窓|まど}が{開|ひら}いていたら、{閉|し}めてから{帰|かえ}ってください。ごみは{持|も}って{帰|かえ}ってください。みんなが{気持|きも}ちよく{使|つか}えるように、ご{協力|きょうりょく}をお{願|ねが}いします。,체육관을 사용하는 여러분께. 체육관을 사용할 때는 반드시 접수처에서 이름을 적어 주세요. 사용한 뒤에는 사용한 도구를 원래 자리에 되돌려 놓으세요. 창문이 열려 있으면 닫고 나서 돌아가세요. 쓰레기는 가지고 돌아가 주세요. 모두가 기분 좋게 사용할 수 있도록 협조 부탁드립니다.,{体育|たいいく}{館|かん}について、しなくてもいいことはどれですか。,{道具|どうぐ}を{元|もと}の{場所|ばしょ}に{戻|もど}すこと,{窓|まど}を{開|あ}けること,ごみを{持|も}って{帰|かえ}ること,{受付|うけつけ}で{名前|なまえ}を{書|か}くこと,2,창문은 「開いていたら、閉めてから帰ってください」라고 하여 닫으라고 했을 뿐 여는 것은 필요 없습니다. 나머지는 모두 해야 하는 일입니다.
jlpt.n4.reading.0015,N4,説明文,{私|わたし}の{町|まち}では、{駅|えき}の{前|まえ}に{自転|じてん}{車|しゃ}がたくさん{置|お}いてあって、みんなが{困|こま}っていた。そこで{去年|きょねん}、{駅|えき}の{近|ちか}くに{新|あたら}しい{自転|じてん}{車|しゃ}{置|お}き{場|ば}が{作|つく}られた。それからは、{道|みち}に{自転|じてん}{車|しゃ}を{置|お}く{人|ひと}が{少|すく}なくなってきた。{町|まち}がきれいになって、みんな{喜|よろこ}んでいる。{便利|べんり}な{場所|ばしょ}を{作|つく}ることは{大切|たいせつ}だと、{私|わたし}は{思|おも}った。,우리 동네에서는 역 앞에 자전거가 많이 세워져 있어서 모두 곤란해했다. 그래서 작년에 역 근처에 새 자전거 보관소가 만들어졌다. 그 뒤로는 길에 자전거를 세우는 사람이 줄어들었다. 동네가 깨끗해져서 모두 기뻐하고 있다. 편리한 장소를 만드는 것은 중요하다고 나는 생각했다.,{道|みち}に{自転|じてん}{車|しゃ}を{置|お}く{人|ひと}が{少|すく}なくなったのは、どうしてですか。,{自転|じてん}{車|しゃ}のねだんが{高|たか}くなったから,{駅|えき}がなくなったから,{新|あたら}しい{自転|じてん}{車|しゃ}{置|お}き{場|ば}が{作|つく}られたから,{町|まち}の{人|ひと}が{減|へ}ったから,3,「新しい自転車置き場が作られた。それからは、道に自転車を置く人が少なくなってきた」라고 나옵니다.
jlpt.n4.reading.0016,N4,予定表,{新入|しんにゅう}{社員|しゃいん}のみなさんへ。{来週|らいしゅう}の{研修|けんしゅう}の{予定|よてい}をお{知|し}らせします。{月曜|げつよう}{日|ひ}は{会社|かいしゃ}の{説明|せつめい}、{火曜|かよう}{日|ひ}は{工場|こうじょう}の{見学|けんがく}です。{水曜|すいよう}{日|ひ}と{木曜|もくよう}{日|ひ}はパソコンの{使|つか}い{方|かた}を{習|なら}います。{金曜|きんよう}{日|ひ}は{研修|けんしゅう}が{休|やす}みですが、{一|いち}{週間|しゅうかん}のレポートを{書|か}いて、{金曜|きんよう}{日|ひ}までにメールで{出|だ}してください。{分|わ}からないことがあれば、いつでも{聞|き}いてください。,신입 사원 여러분께. 다음 주 연수 일정을 알려 드립니다. 월요일은 회사 설명 화요일은 공장 견학입니다. 수요일과 목요일은 컴퓨터 사용법을 배웁니다. 금요일은 연수가 쉬지만 한 주간의 리포트를 써서 금요일까지 메일로 제출해 주세요. 모르는 것이 있으면 언제든지 물어보세요.,{工場|こうじょう}の{見学|けんがく}はいつですか。,{月曜|げつよう}{日|ひ},{水曜|すいよう}{日|ひ},{金曜|きんよう}{日|ひ},{火曜|かよう}{日|ひ},4,「火曜日は工場の見学です」라고 되어 있습니다. 월요일은 회사 설명입니다.
jlpt.n4.reading.0017,N4,日記,{最近|さいきん}、{仕事|しごと}が{忙|いそが}しくて、{毎日|まいにち}{遅|おそ}くまで{働|はたら}いていた。{昨日|きのう}は{疲|つか}れすぎて、{帰|かえ}りの{電車|でんしゃ}の{中|なか}で{寝|ね}てしまい、{降|お}りる{駅|えき}を{通|とお}り{過|す}ぎてしまった。{家|いえ}に{着|つ}いたのは{夜|よる}の{十|じゅう}{二|に}{時|じ}だった。{今日|きょう}は{早|はや}く{帰|かえ}れたので、{久|ひさ}しぶりにゆっくりお{風呂|ふろ}に{入|はい}った。やっぱり、たまには{休|やす}むことも{大事|だいじ}だと{感|かん}じた。,요즘 일이 바빠서 매일 늦게까지 일했다. 어제는 너무 피곤해서 돌아오는 전철 안에서 잠들어 버려 내릴 역을 지나쳐 버렸다. 집에 도착한 것은 밤 12시였다. 오늘은 일찍 돌아올 수 있어서 오랜만에 느긋하게 목욕을 했다. 역시 가끔은 쉬는 것도 중요하다고 느꼈다.,{昨日|きのう}、この{人|ひと}はどうして{家|いえ}に{着|つ}くのがおそくなりましたか。,{電車|でんしゃ}で{寝|ね}て、{降|お}りる{駅|えき}を{通|とお}り{過|す}ぎたから,{仕事|しごと}が{休|やす}みで、{外|そと}で{遊|あそ}んでいたから,{家|いえ}でゆっくりお{風呂|ふろ}に{入|はい}っていたから,{友達|ともだち}と{遅|おそ}くまで{話|はな}していたから,1,「電車の中で寝てしまい、降りる駅を通り過ぎてしまった」라고 나옵니다. 그래서 집에 12시에 도착한 것입니다.
jlpt.n4.reading.0018,N4,案内,{夏休|なつやす}みの{子|こ}ども{絵画|かいが}{教室|きょうしつ}のお{知|し}らせ。{八|はち}{月|がつ}{三|みっ}{日|か}から{五|いつ}{日|か}までの{三|みっ}{日間|かかん}、{絵|え}の{教室|きょうしつ}を{開|ひら}きます。{時間|じかん}は{毎日|まいにち}{午前|ごぜん}{十|じゅう}{時|じ}から{十|じゅう}{二|に}{時|じ}までです。{小学|しょうがく}{生|せい}ならだれでも{参加|さんか}できます。{紙|かみ}と{絵|え}の{具|ぐ}はこちらで{用意|ようい}してありますので、{汚|よご}れてもいい{服|ふく}を{着|き}てきてください。お{金|かね}はいりません。,여름방학 어린이 그림 교실 안내. 8월 3일부터 5일까지 사흘간 그림 교실을 엽니다. 시간은 매일 오전 10시부터 12시까지입니다. 초등학생이라면 누구나 참가할 수 있습니다. 종이와 물감은 이쪽에서 준비해 두었으니 더러워져도 괜찮은 옷을 입고 오세요. 돈은 필요 없습니다.,この{教室|きょうしつ}に{来|く}る{子|こ}どもは、{何|なん}をしなければなりませんか。,{紙|かみ}と{絵|え}の{具|ぐ}を{持|も}ってくる,{汚|よご}れてもいい{服|ふく}を{着|き}てくる,お{金|かね}を{払|はら}う,{中学|ちゅうがく}{生|せい}といっしょに{来|く}る,2,「汚れてもいい服を着てきてください」라고 되어 있습니다. 종이·물감은 준비되어 있고 돈도 필요 없으며 대상은 초등학생입니다.
jlpt.n4.reading.0019,N4,Eメール,{田中|たなか}さん、お{疲|つか}れさまです。{明日|あした}の{出張|しゅっちょう}のことですが、{朝|あさ}の{新|しん}{幹線|かんせん}が{込|こ}んでいて、{七|なな}{時|じ}より{前|まえ}の{席|せき}が{取|と}れませんでした。それで、{七|なな}{時|じ}の{新|しん}{幹線|かんせん}にしました。{少|すこ}し{早|はや}いですが、{駅|えき}に{六|ろく}{時|じ}{半|はん}に{集|あつ}まってもらえますか。{切符|きっぷ}は{私|わたし}が{持|も}っていきますので、{田中|たなか}さんは{何|なん}も{持|も}ってこなくて{大丈夫|だいじょうぶ}です。よろしくお{願|ねが}いします。,다나카 씨 수고 많으십니다. 내일 출장 건인데요 아침 신칸센이 붐벼서 7시 이전 좌석을 잡지 못했습니다. 그래서 7시 신칸센으로 했습니다. 조금 이르지만 역에 6시 반에 모여 주실 수 있나요? 표는 제가 가져가니 다나카 씨는 아무것도 가져오지 않으셔도 괜찮습니다. 잘 부탁드립니다.,{二人|ふたり}は{明日|あした}、{何|なん}{時|じ}に{駅|えき}に{集|あつ}まりますか。,{七|なな}{時|じ},{八|はち}{時|じ},{六|ろく}{時|じ}{半|はん},{六|ろく}{時|じ},3,「駅に六時半に集まってもらえますか」라고 되어 있습니다. 7시는 신칸센이 출발하는 시각입니다.
jlpt.n4.reading.0020,N4,説明文,{外国|がいこく}{語|ご}を{勉強|べんきょう}するとき、{間違|まちが}えることを{恥|は}ずかしがる{人|ひと}が{多|おお}い。でも、{間違|まちが}えなければ、なかなか{上手|じょうず}にならないと{思|おも}う。{私|わたし}も{日本|にっぽん}へ{来|き}たばかりのころ、たくさん{間違|まちが}えた。{店|みせ}の{人|ひと}に{笑わ|わらわ}れたこともある。でも、そのおかげで{少|すこ}しずつ{話|はな}せるようになった。だから、{間違|まちが}えることは{悪|わる}いことではない。,외국어를 공부할 때 실수하는 것을 부끄러워하는 사람이 많다. 하지만 실수하지 않으면 좀처럼 능숙해지지 않는다고 생각한다. 나도 일본에 막 왔을 무렵 많이 틀렸다. 가게 사람에게 웃음을 산 적도 있다. 하지만 그 덕분에 조금씩 말할 수 있게 되었다. 그러니 실수하는 것은 나쁜 일이 아니다.,この{人|ひと}は、{間違|まちが}えることについてどう{思|おも}っていますか。,とても{恥|は}ずかしいことだ,{絶対|ぜったい}にしてはいけないことだ,{意味|いみ}がないことだ,{悪|わる}いことではない,4,「だから、間違えることは悪いことではない」라고 마무리합니다. 실수 덕분에 말할 수 있게 되었다는 것이 근거입니다.
