content_key,level_code,pattern,pattern_ruby,romaji_ko,connection,meaning_ko,usage_note,example_ja,example_ko,example_ruby,politeness,source,verify,note
jlpt.n3.grammar.0011,N3,～を始め,～を{始|はじ}め,-,명사 + を始め,~을 비롯하여,대표적인 예를 들어 전체를 아우른다.,社長を始めみんなが集まった。,사장을 비롯해 모두가 모였다.,{社長|しゃ|ちょう}を{始|はじ}めみんなが{集|あつ}まった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0012,N3,～的,～{的|てき},-,명사 + 的,~적,명사를 형용동사처럼 만든다.,彼の説明はとても具体的だ。,그의 설명은 매우 구체적이다.,{彼|かれ}の{説明|せつ|めい}はとても{具体的|ぐ|たい|てき}だ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0013,N3,～くらいだ,～くらいだ,-,동사·형용사 보통형 + くらいだ,~정도이다,정도를 비유적으로 강조한다.,疲れて立てないくらいだ。,지쳐서 서지 못할 정도이다.,{疲|つか}れて{立|た}てないくらいだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0014,N3,～さえ～ば,～さえ～ば,-,명사 + さえ + 동사 ば형,~만 ~하면,그 조건만 갖추면 충분함.,あなたさえいればいい。,당신만 있으면 된다.,あなたさえいればいい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0015,N3,～ほど,～ほど,-,명사/동사 보통형 + ほど,~정도/~만큼,정도의 기준을 나타낸다.,泣きたいほどうれしい。,울고 싶을 만큼 기쁘다.,{泣|な}きたいほどうれしい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0016,N3,～まま,～まま,-,동사 た형/ない형 + まま,~한 채로,상태가 그대로 유지됨을 나타낸다.,窓を開けたまま寝てしまった。,창문을 연 채로 잠들어 버렸다.,{窓|まど}を{開|あ}けたまま{寝|ね}てしまった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0017,N3,わざわざ,わざわざ,-,부사,일부러,수고를 들여 특별히 함을 나타낸다.,わざわざ来てくれてありがとう。,일부러 와 줘서 고마워.,わざわざ{来|き}てくれてありがとう。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0018,N3,～としたら,～としたら,-,보통형 + としたら,~라고 한다면,가정을 세우고 결과를 생각한다.,宝くじが当たったとしたら何を買う。,복권이 당첨된다면 뭘 살래.,{宝|たから}くじが{当|あ}たったとしたら{何|なに}を{買|か}う。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0019,N3,～たものだ,～たものだ,-,동사 た형 + ものだ,~하곤 했다,과거의 습관을 그리며 회상한다.,子供の頃よく川で泳いだものだ。,어릴 적 자주 강에서 헤엄치곤 했다.,{子供|こ|ども}の{頃|ころ}よく{川|かわ}で{泳|およ}いだものだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0020,N3,～たて,～たて,-,동사 ます형 어간 + たて,막 ~한,동작 직후의 신선한 상태를 나타낸다.,焼きたてのパンはおいしい。,갓 구운 빵은 맛있다.,{焼|や}きたてのパンはおいしい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0021,N3,～ぐらい,～ぐらい,-,명사/보통형 + ぐらい,~정도,대략적인 수량이나 정도를 나타낸다.,一時間ぐらい待った。,한 시간 정도 기다렸다.,{一時間|いち|じ|かん}ぐらい{待|ま}った。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0022,N3,かえって,かえって,-,부사,오히려,예상과 반대되는 결과를 나타낸다.,薬を飲んでかえって具合が悪くなった。,약을 먹고 오히려 상태가 나빠졌다.,{薬|くすり}を{飲|の}んでかえって{具合|ぐ|あい}が{悪|わる}くなった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0023,N3,～に関する,～に{関|かん}する,-,명사 + に関する,~에 관한,어떤 주제와 관련됨을 나타낸다.,環境に関する本を読んだ。,환경에 관한 책을 읽었다.,{環境|かん|きょう}に{関|かん}する{本|ほん}を{読|よ}んだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0024,N3,～っぽい,～っぽい,-,명사/동사 ます형 + っぽい,~같다/~스럽다,그런 성질이나 경향이 강함을 나타낸다.,彼は忘れっぽい。,그는 잘 잊는다.,{彼|かれ}は{忘|わす}れっぽい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0025,N3,まさか,まさか,-,부사,설마,뜻밖의 일에 대한 놀람을 나타낸다.,まさか彼が来るとは思わなかった。,설마 그가 올 줄은 몰랐다.,まさか{彼|かれ}が{来|く}るとは{思|おも}わなかった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0026,N3,～まい,～まい,-,동사 사전형 + まい,~하지 않겠다,강한 부정 의지나 부정 추측을 나타낸다.,もう二度と行くまい。,이제 두 번 다시 가지 않겠다.,もう{二度|に|ど}と{行|い}くまい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0027,N3,～きり,～きり,-,동사 た형 + きり,~한 뒤로 그대로,그 뒤로 변화가 없음을 나타낸다.,彼とは去年会ったきりだ。,그와는 작년에 만난 게 마지막이다.,{彼|かれ}とは{去年|きょ|ねん}{会|あ}ったきりだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0028,N3,いったい,いったい,-,부사,도대체,의문을 강조하여 묻는다.,いったい何が起きたの。,도대체 무슨 일이 일어난 거야.,いったい{何|なに}が{起|お}きたの。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0029,N3,～ふり,～ふり,-,명사の/동사 보통형 + ふりをする,~인 척,실제와 다르게 가장함을 나타낸다.,彼は知らないふりをした。,그는 모르는 척을 했다.,{彼|かれ}は{知|し}らないふりをした。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0030,N3,どうやら,どうやら,-,부사,아무래도,불확실하지만 그런 것 같다는 추측.,どうやら道に迷ったようだ。,아무래도 길을 잃은 것 같다.,どうやら{道|みち}に{迷|まよ}ったようだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0031,N3,おかげで,おかげで,-,명사の/동사 た형 + おかげで,~덕분에,좋은 결과의 원인을 나타낸다.,あなたのおかげで助かった。,당신 덕분에 살았다.,あなたのおかげで{助|たす}かった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0032,N3,さらに,さらに,-,부사,더욱; 게다가,정도가 한층 더해지거나 정보를 덧붙일 때 쓴다.,値段がさらに上がった。,값이 더 올랐다.,{値段|ね|だん}がさらに{上|あ}がった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0033,N3,すでに,すでに,-,부사,이미; 벌써,어떤 시점보다 앞서 일이 끝났음을 나타낸다.,会議はすでに終わった。,회의는 이미 끝났다.,{会議|かい|ぎ}はすでに{終|お}わった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0034,N3,つい,つい,-,부사,그만; 무심코,의도치 않게 그렇게 해 버림을 나타낸다.,つい甘い物を食べてしまう。,그만 단것을 먹어버린다.,つい{甘|あま}い{物|もの}を{食|た}べてしまう。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0035,N3,むしろ,むしろ,-,부사,오히려; 차라리,두 가지를 비교해 뒤쪽을 택하는 편이 낫다고 말한다.,高いよりむしろ安い方がいい。,비싼 것보다 오히려 싼 편이 좋다.,{高|たか}いよりむしろ{安|やす}い{方|ほう}がいい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0036,N3,～さえ,～さえ,-,명사 + さえ,~조차; ~마저,극단적인 예를 들어 강조한다; さえ～ば 형태로 최소 조건.,子供でさえ知っている。,아이조차 알고 있다.,{子供|こ|ども}でさえ{知|し}っている。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0037,N3,～に慣れる,～に{慣|な}れる,-,명사 + に + 慣れる,~에 익숙해지다,반복된 경험으로 익숙해짐을 나타낸다.,新しい仕事に慣れた。,새 일에 익숙해졌다.,{新|あたら}しい{仕事|し|ごと}に{慣|な}れた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0038,N3,～に違いない,～に{違|ちが}いない,-,명사·보통형 + に違いない,~임에 틀림없다,확신에 찬 강한 추측을 나타낸다.,彼は犯人に違いない。,그는 범인임에 틀림없다.,{彼|かれ}は{犯人|はん|にん}に{違|ちが}いない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0039,N3,なかなか,なかなか,-,부사,좀처럼; 꽤,긍정문에서는 꽤; 부정문과 함께 좀처럼 ~않다.,バスがなかなか来ない。,버스가 좀처럼 오지 않는다.,バスがなかなか{来|こ}ない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0040,N3,～ために,～ために,-,동사 사전형·명사の + ために,~을 위해; ~때문에,목적 또는 원인·이유를 나타낸다.,健康のために運動する。,건강을 위해 운동한다.,{健康|けん|こう}のために{運動|うん|どう}する。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0041,N3,～ず,～ず,-,동사 ない형 어간 + ず (する→せず),~하지 않고; ~하지 않아,ないで의 문어체 표현이다.,朝ご飯を食べず学校へ行った。,아침을 먹지 않고 학교에 갔다.,{朝|あさ}ご{飯|はん}を{食|た}べず{学校|がっ|こう}へ{行|い}った。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0042,N3,～によると,～によると,-,명사 + によると,~에 의하면; ~에 따르면,정보의 출처를 밝힌다; 문말 そうだ와 호응한다.,天気予報によると明日は雨だ。,일기예보에 의하면 내일은 비다.,{天気|てん|き}{予報|よ|ほう}によると{明日|あした}は{雨|あめ}だ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0043,N3,～代わりに,～{代|か}わりに,-,명사の·동사 사전형 + 代わりに,~대신에,대체 또는 교환·보상을 나타낸다.,昼ご飯の代わりにパンを食べた。,점심 대신에 빵을 먹었다.,{昼|ひる}ご{飯|はん}の{代|か}わりにパンを{食|た}べた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0044,N3,ようにする,ようにする,-,동사 사전형·ない형 + ようにする,~하도록 하다,습관적으로 그렇게 하려고 노력함을 나타낸다.,毎日野菜を食べるようにする。,매일 채소를 먹도록 한다.,{毎日|まい|にち}{野菜|や|さい}を{食|た}べるようにする。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0045,N3,～始める,～{始|はじ}める,-,동사 ます형 + 始める,~하기 시작하다,동작의 시작을 나타낸다.,赤ちゃんが泣き始めた。,아기가 울기 시작했다.,{赤|あか}ちゃんが{泣|な}き{始|はじ}めた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0046,N3,～として,～として,-,명사 + として,~로서,자격·입장·역할을 나타낸다.,医者として働く。,의사로서 일한다.,{医者|い|しゃ}として{働|はたら}く。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0047,N3,～ように,～ように,-,동사 사전형·ない형·가능형 + ように,~하도록; ~하게,목적이나 바람을 나타낸다; 무의지 동사와 함께 쓴다.,忘れないようにメモする。,잊지 않도록 메모한다.,{忘|わす}れないようにメモする。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0048,N3,～こそ,～こそ,-,명사 + こそ,~야말로,다른 것과 구별해 그것을 강조한다.,今年こそ日本へ行く。,올해야말로 일본에 간다.,{今年|こ|とし}こそ{日本|に|ほん}へ{行|い}く。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0049,N3,～ないうちに,～ないうちに,-,동사 ない형 + うちに,~하기 전에; ~하지 않는 동안에,상태가 변하기 전에 동작을 함을 나타낸다.,暗くならないうちに帰る。,어두워지기 전에 돌아간다.,{暗|くら}くならないうちに{帰|かえ}る。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0050,N3,どうしても,どうしても,-,부사,아무리 해도; 꼭,긍정에서는 반드시; 부정과 함께 아무리 해도 ~않다.,どうしても思い出せない。,아무리 해도 생각나지 않는다.,どうしても{思|おも}い{出|だ}せない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0051,N3,～がち,～がち,-,명사·동사 ます형 + がち,~하기 쉽다; 자주 ~하다,부정적인 경향이 잦음을 나타낸다.,冬は太りがちだ。,겨울은 살찌기 쉽다.,{冬|ふゆ}は{太|ふと}りがちだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0052,N3,せいぜい,せいぜい,-,부사,기껏해야; 고작,최대한도를 낮게 어림잡을 때 쓴다.,集まってもせいぜい五人だ。,모여도 기껏해야 다섯 명이다.,{集|あつ}まってもせいぜい{五|ご}{人|にん}だ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0053,N3,～に限る,～に{限|かぎ}る,-,명사·동사 사전형 + に限る,~이 최고다; ~에 한하다,그것이 가장 좋다는 주장을 나타낸다.,疲れた時は寝るに限る。,피곤할 때는 자는 게 최고다.,{疲|つか}れた{時|とき}は{寝|ね}るに{限|かぎ}る。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0054,N3,～とともに,～とともに,-,명사·동사 사전형 + とともに,~와 함께; ~함에 따라,동반 또는 동시 변화를 나타낸다.,年をとるとともに体が弱くなる。,나이를 먹음에 따라 몸이 약해진다.,{年|とし}をとるとともに{体|からだ}が{弱|よわ}くなる。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0055,N3,～たびに,～たびに,-,명사の·동사 사전형 + たびに,~할 때마다,반복되는 상황마다 같은 일이 일어남을 나타낸다.,この歌を聞くたびに泣く。,이 노래를 들을 때마다 운다.,この{歌|うた}を{聞|き}くたびに{泣|な}く。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0056,N3,～に過ぎない,～に{過|す}ぎない,-,명사·보통형 + に過ぎない,~에 지나지 않다; ~에 불과하다,대단치 않은 정도임을 강조한다.,それは言い訳に過ぎない。,그것은 변명에 지나지 않는다.,それは{言|い}い{訳|わけ}に{過|す}ぎない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0057,N3,～において,～において,-,명사 + において,~에서; ~에 있어서,장소나 상황을 나타내는 문어체 표현이다.,会議は東京において行われた。,회의는 도쿄에서 열렸다.,{会議|かい|ぎ}は{東京|とう|きょう}において{行|おこな}われた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0058,N3,～げ,～げ,-,형용사 어간·동사 ます형 + げ,~한 듯한; ~해 보이는,겉으로 그렇게 보이는 모습을 나타낸다.,子供が寂しげに泣いた。,아이가 쓸쓸한 듯이 울었다.,{子供|こ|ども}が{寂|さび}しげに{泣|な}いた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0059,N3,～つもりで,～つもりで,-,동사 사전형·명사の + つもりで,~할 셈으로; ~라고 생각하고,어떤 마음가짐이나 가정을 나타낸다.,プロになるつもりで練習する。,프로가 될 셈으로 연습한다.,プロになるつもりで{練習|れん|しゅう}する。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
