content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n2.vocab.0011,N2,視点,してん,{視点|し|てん},시텐,noun,-,-,시점,관점,{自分|じ|ぶん}の{視点|し|てん}で{作品|さく|ひん}について{語|かた}ってください。,자기 시점으로 작품에 대해 이야기해 주세요.,jlpt.n2.vocab.0011.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 자기 나름의 시점으로 명료하고 상세하게 쓰기 / ②빈도 zipf 4.40 / 내용어 2339위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0012,N2,鑑賞,かんしょう,{鑑賞|かん|しょう},칸쇼오,noun,suru_noun,vt,감상,-,{美術館|び|じゅつ|かん}で{一日|いち|にち}かけて{絵|え}を{鑑賞|かん|しょう}しました。,미술관에서 하루를 들여 그림을 감상했어요.,jlpt.n2.vocab.0012.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 전시물 앞에서 흘러나오는 음성 가이드 설명을 이해하기 / ②빈도 zipf 4.19 / 내용어 3505위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0013,N2,展示,てんじ,{展示|てん|じ},텐지,noun,suru_noun,vt,전시,-,この{博物館|はく|ぶつ|かん}では{昔|むかし}の{道具|どう|ぐ}を{展示|てん|じ}しています。,이 박물관에서는 옛날 도구를 전시하고 있어요.,jlpt.n2.vocab.0013.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 박물관에서 전시물의 상세한 설명을 듣고 요점을 이해하기 / ②빈도 zipf 4.65 / 내용어 1285위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0014,N2,娯楽,ごらく,{娯楽|ご|らく},고라쿠,noun,-,-,오락,즐길 거리,{読書|どく|しょ}はわたしにとって{一番|いち|ばん}の{娯楽|ご|らく}です。,독서는 저에게 최고의 오락이에요.,jlpt.n2.vocab.0014.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 자유시간과 오락에 관한 화제로 대화를 이어 가기 / ②빈도 zipf 3.84 / 내용어 6340위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0015,N2,台詞,せりふ,{台詞|せりふ},세리후,noun,-,-,대사,말투,あの{場面|ば|めん}の{台詞|せりふ}が{一番|いち|ばん}{心|こころ}に{残|のこ}りました。,그 장면의 대사가 가장 마음에 남았어요.,jlpt.n2.vocab.0015.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 연극 시나리오를 명료하고 상세하게 쓰기 / ②빈도 zipf 4.52 / 내용어 1785위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0016,N2,場面,ばめん,{場面|ば|めん},바멘,noun,-,-,장면,경우,{最後|さい|ご}の{場面|ば|めん}で{涙|なみだ}が{出|で}てしまいました。,마지막 장면에서 눈물이 나 버렸어요.,jlpt.n2.vocab.0016.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 영화를 보고 인상에 남은 장면을 이야기하기 / ②빈도 zipf 4.49 / 내용어 1896위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0017,N2,主役,しゅやく,{主役|しゅ|やく},슈야쿠,noun,-,-,주역,주연,{今度|こん|ど}の{劇|げき}で{主役|しゅ|やく}を{任|まか}されました。,이번 연극에서 주역을 맡게 됐어요.,jlpt.n2.vocab.0017.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 연극 서클을 위해 현대극 시나리오를 쓰기 / ②빈도 zipf 4.11 / 내용어 4033위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0018,N2,結末,けつまつ,{結末|けつ|まつ},케츠마츠,noun,-,-,결말,끝맺음,{結末|けつ|まつ}を{知|し}らないまま{見|み}たほうが{面白|おも|しろ}いですよ。,결말을 모르는 채로 보는 편이 재미있어요.,jlpt.n2.vocab.0018.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 이야기의 전개와 결말을 요령 있게 정리해 말하기 / ②빈도 zipf 4.01 / 내용어 4798위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0019,N2,好評,こうひょう,{好評|こう|ひょう},코오효오,noun,-,-,호평,좋은 평판,このアニメは{若|わか}い{人|ひと}たちに{好評|こう|ひょう}だそうです。,이 애니메이션은 젊은 사람들에게 호평이라고 해요.,jlpt.n2.vocab.0019.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 통신판매 사이트의 리뷰란에 서평을 쓰기 / ②빈도 zipf 4.29 / 내용어 2875위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0020,N2,迫力,はくりょく,{迫力|はく|りょく},하쿠료쿠,noun,-,-,박력,-,{戦|たたか}いの{場面|ば|めん}は{予想|よ|そう}{以上|い|じょう}に{迫力|はく|りょく}がありました。,싸움 장면은 예상 이상으로 박력이 있었어요.,jlpt.n2.vocab.0020.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 최근 본 작품을 다른 작품과 비교하며 상세히 쓰기 / ②빈도 zipf 3.92 / 내용어 5611위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0021,N2,公開,こうかい,{公開|こう|かい},코오카이,noun,suru_noun,vt,공개,개봉,その{映画|えい|が}は{来月|らい|げつ}{公開|こう|かい}される{予定|よ|てい}です。,그 영화는 다음 달 개봉될 예정이에요.,jlpt.n2.vocab.0021.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 자유시간과 오락에 관한 상세한 정보를 주고받기 / ②빈도 zipf 5.25 / 내용어 214위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0022,N2,作者,さくしゃ,{作者|さく|しゃ},사쿠샤,noun,-,-,작자,지은이,この{絵|え}の{作者|さく|しゃ}は{今|いま}も{分|わ}かっていません。,이 그림의 작자는 지금도 밝혀지지 않았어요.,jlpt.n2.vocab.0022.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 작품에 대한 평자의 비평과 견해를 이해하기 / ②빈도 zipf 4.41 / 내용어 2264위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0023,N2,話題,わだい,{話題|わ|だい},와다이,noun,-,-,화제,이야깃거리,{最近|さい|きん}{話題|わ|だい}になっている{本|ほん}を{買|か}ってみました。,요즘 화제가 되고 있는 책을 사 봤어요.,jlpt.n2.vocab.0023.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 여러 화제에 대해 긴 대화에 참여하기 / ②빈도 zipf 5.05 / 내용어 418위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0024,N2,芸能,げいのう,{芸能|げい|のう},게에노오,noun,-,-,연예,예능,{芸能|げい|のう}ニュースはあまり{見|み}ないようにしています。,연예 뉴스는 되도록 보지 않으려고 해요.,jlpt.n2.vocab.0024.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 문화인·연예인을 취재한 토크 프로그램을 보고 이해하기 / ②빈도 zipf 4.52 / 내용어 1763위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0025,N2,名作,めいさく,{名作|めい|さく},메에사쿠,noun,-,-,명작,걸작,{子|こ}どものころに{読|よ}んだ{名作|めい|さく}をもう{一度|いち|ど}{読|よ}みました。,어릴 때 읽은 명작을 한 번 더 읽었어요.,jlpt.n2.vocab.0025.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 자기 관심 분야 책의 서평을 읽고 견해를 이해하기 / ②빈도 zipf 4.11 / 내용어 4039위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0026,N2,視聴者,しちょうしゃ,{視聴者|し|ちょう|しゃ},시초오샤,noun,-,-,시청자,-,この{番組|ばん|ぐみ}は{視聴者|し|ちょう|しゃ}からの{意見|い|けん}を{紹介|しょう|かい}します。,이 프로그램은 시청자로부터 온 의견을 소개해요.,jlpt.n2.vocab.0026.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 텔레비전 다큐멘터리를 보고 코멘트를 이해하기 / ②빈도 zipf 4.76 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0027,N2,乗り越える,のりこえる,{乗|の}り{越|こ}える,노리코에루,verb,g2,vt,극복하다,넘어서다,{彼|かれ}は{多|おお}くの{困難|こん|なん}を{乗|の}り{越|こ}えてきました。,그는 많은 어려움을 극복해 왔어요.,jlpt.n2.vocab.0027.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 인물이 갈등과 장벽을 어떻게 넘었는지 이해하기 / ②빈도 zipf 4.16 / 내용어 3729위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0028,N2,演じる,えんじる,{演|えん}じる,엔지루,verb,g2,vt,연기하다,(역을) 맡다,{彼女|かのじょ}は{難|むずか}しい{役|やく}を{見事|み|ごと}に{演|えん}じました。,그녀는 어려운 역을 훌륭하게 연기했어요.,jlpt.n2.vocab.0028.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 등장인물의 연기에 대한 코멘트를 이해하기 / ②빈도 zipf 4.49 / 내용어 1934위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0029,N2,見入る,みいる,{見入|み|い}る,미이루,verb,g1,vi,넋 놓고 보다,골똘히 보다,{最後|さい|ご}の{場面|ば|めん}に{思|おも}わず{見入|み|い}ってしまいました。,마지막 장면을 저도 모르게 넋 놓고 봤어요.,jlpt.n2.vocab.0029.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 영화를 보고 이야기의 줄거리를 따라가기 / ②빈도 zipf 3.26 / 내용어 14730위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0030,N2,打ち込む,うちこむ,{打|う}ち{込|こ}む,우치코무,verb,g1,vi_vt,몰두하다,(못을) 박다,{学生|がく|せい}のころは{演劇|えん|げき}に{打|う}ち{込|こ}んでいました。,학생 때는 연극에 몰두했었어요.,jlpt.n2.vocab.0030.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 자기 경험을 가치관과 함께 명확하고 상세하게 말하기 / ②빈도 zipf 4.24 / 내용어 3196위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0031,N2,浸る,ひたる,{浸|ひた}る,히타루,verb,g1,vi,잠기다,(감정에) 젖다,しばらく{余韻|よ|いん}に{浸|ひた}っていました。,한동안 여운에 젖어 있었어요.,jlpt.n2.vocab.0031.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 영상을 보며 인물의 시점과 심정을 이해하기 / ②빈도 zipf 3.74 / 내용어 7485위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0032,N2,見逃す,みのがす,{見|み}{逃|のが}す,미노가스,verb,g1,vt,놓치다,못 보고 지나치다,{昨日|きのう}の{回|かい}を{見|み}{逃|のが}したので{話|はなし}が{分|わ}かりません。,어제 회차를 놓쳐서 이야기를 모르겠어요.,jlpt.n2.vocab.0032.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 친구가 놓친 회차의 전개를 요령 있게 정리해 말하기 / ②빈도 zipf 4.45 / 내용어 2088위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0033,N2,独自,どくじ,{独自|どく|じ},도쿠지,na_adj,na_adj,-,독자적,고유의,この{監督|かん|とく}は{独自|どく|じ}の{世界|せ|かい}を{持|も}っています。,이 감독은 독자적인 세계를 갖고 있어요.,jlpt.n2.vocab.0033.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 평자의 독자적 시점에서 나온 비평을 이해하기 / ②빈도 zipf 4.59 / 내용어 1473위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0034,N2,華やか,はなやか,{華|はな}やか,하나야카,na_adj,na_adj,-,화려하다,눈부시다,{舞台|ぶ|たい}の{衣装|い|しょう}がとても{華|はな}やかでした。,무대 의상이 아주 화려했어요.,jlpt.n2.vocab.0034.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 연예인을 취재한 프로그램의 인물상을 이해하기 / ②빈도 zipf 3.60 / 내용어 9216위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0035,N2,力強い,ちからづよい,{力強|ちから|づよ}い,치카라즈요이,i_adj,i_adj,-,힘차다,든든하다,{最後|さい|ご}の{場面|ば|めん}の{音楽|おん|がく}がとても{力強|ちから|づよ}かったです。,마지막 장면의 음악이 아주 힘찼어요.,jlpt.n2.vocab.0035.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 작품에 대한 인상을 자기 시점으로 상세히 말하기 / ②빈도 zipf 3.82 / 내용어 6608위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0036,N2,しみじみ,しみじみ,しみじみ,시미지미,adv,-,-,절실히,차분히;가슴 깊이,この{年|とし}になって{読|よ}むと、しみじみといい{話|はなし}だと{思|おも}います。,이 나이가 되어 읽으니 가슴 깊이 좋은 이야기라고 느껴요.,jlpt.n2.vocab.0036.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「自由時間と娯楽」 작품에 대한 감상을 자기 나름의 시점으로 말하기 / ②빈도 zipf 3.43 / 내용어 11595위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0037,N2,出産,しゅっさん,{出産|しゅっ|さん},슛산,noun,suru_noun,vi,출산,해산,{友人|ゆう|じん}から{出産|しゅっ|さん}の{知|し}らせが{届|とど}きました。,친구에게서 출산 소식이 왔어요.,jlpt.n2.vocab.0037.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 친구의 출산 소식에 축하 편지를 쓰기 / ②빈도 zipf 4.24 / 내용어 3150위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0038,N2,子育て,こそだて,{子育|こ|そだ}て,코소다테,noun,-,-,육아,아이 키우기,{子育|こ|そだ}ての{悩|なや}みを{近所|きん|じょ}の{親|おや}たちと{話|はな}しました。,육아 고민을 이웃 부모들과 이야기했어요.,jlpt.n2.vocab.0038.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 공원에서 다른 부모들과 육아 고민을 나누기 / ②빈도 zipf 4.10 / 내용어 4106위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0039,N2,噂,うわさ,{噂|うわさ},우와사,noun,suru_noun,vt,소문,풍문,{知人|ち|じん}の{噂|うわさ}ばかり{話|はな}すのはよくないと{思|おも}います。,지인 소문만 이야기하는 건 좋지 않다고 생각해요.,jlpt.n2.vocab.0039.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 지인의 소문 등 다양한 화제로 긴 대화에 참여하기 / ②빈도 zipf 4.65 / 순위표 밖; Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0040,N2,経過,けいか,{経過|けい|か},케에카,noun,suru_noun,vi,경과,(시간이) 지남,{荷物|に|もつ}を{送|おく}ってから{今|いま}までの{経過|けい|か}を{説明|せつ|めい}しました。,짐을 보낸 뒤 지금까지의 경과를 설명했어요.,jlpt.n2.vocab.0040.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 우편물이 오지 않을 때 지금까지의 경과를 정확히 설명하기 / ②빈도 zipf 4.37 / 내용어 2477위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0041,N2,措置,そち,{措置|そ|ち},소치,noun,suru_noun,vt,조치,처치,{適切|てき|せつ}な{措置|そ|ち}をとってもらえるよう{窓口|まど|ぐち}で{頼|たの}みました。,적절한 조치를 취해 달라고 창구에서 부탁했어요.,jlpt.n2.vocab.0041.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 우체국 창구에서 적절한 조치를 해 달라고 의뢰하기 / ②빈도 zipf 4.32 / 내용어 2739위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0042,N2,改定,かいてい,{改定|かい|てい},카이테에,noun,suru_noun,vt,개정,(요금·규정) 조정,{来月|らい|げつ}から{料金|りょう|きん}が{改定|かい|てい}されるそうです。,다음 달부터 요금이 개정된다고 해요.,jlpt.n2.vocab.0042.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 은행이나 카드사의 요금 개정 안내를 읽고 이해하기 / ②빈도 zipf 3.79 / 내용어 6879위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0043,N2,事情,じじょう,{事情|じ|じょう},지조오,noun,-,-,사정,형편,{家庭|か|てい}の{事情|じ|じょう}を{説明|せつ|めい}して{休|やす}ませてもらいました。,가정 사정을 설명하고 쉬게 해 달라고 했어요.,jlpt.n2.vocab.0043.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 가정 사정을 설명하면서 희망을 전하기 / ②빈도 zipf 4.63 / 내용어 1342위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0044,N2,推測,すいそく,{推測|すい|そく},스이소쿠,noun,suru_noun,vt,추측,짐작,{事実|じ|じつ}と{推測|すい|そく}を{分|わ}けて{話|はな}すようにしています。,사실과 추측을 나눠서 말하려고 해요.,jlpt.n2.vocab.0044.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 사실과 추측을 구별해 정확히 전달하기 / ②빈도 zipf 4.28 / 내용어 2931위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0045,N2,区別,くべつ,{区別|く|べつ},쿠베츠,noun,suru_noun,vt,구별,가름,{事実|じ|じつ}と{意見|い|けん}の{区別|く|べつ}がつきにくい{記事|き|じ}でした。,사실과 의견의 구별이 어려운 기사였어요.,jlpt.n2.vocab.0045.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 사실과 추측을 구별해 가족에게 정확히 전달하기 / ②빈도 zipf 4.27 / 내용어 2979위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0046,N2,現場,げんば,{現場|げん|ば},겜바,noun,-,-,현장,작업 현장,{帰|かえ}り{道|みち}で{事故|じ|こ}の{現場|げん|ば}に{居合|い|あ}わせました。,돌아오는 길에 사고 현장에 있게 되었어요.,jlpt.n2.vocab.0046.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 사고 현장에서 들은 정보를 가족에게 전달하기 / ②빈도 zipf 4.86 / 내용어 741위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0047,N2,生涯,しょうがい,{生涯|しょう|がい},쇼오가이,noun,-,-,생애,일생,{祖母|そ|ぼ}は{生涯|しょう|がい}この{町|まち}で{暮|く}らしました。,할머니는 생애를 이 마을에서 보냈어요.,jlpt.n2.vocab.0047.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「生活と人生」 인생에 관한 이야기를 자기 경험과 함께 상세히 말하기 / ②빈도 zipf 4.22 / 내용어 3293위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
