content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n3.vocab.0016,N3,怒る,おこる,{怒|おこ}る,오코루,verb,g1,vi,화내다,꾸짖다,{父|ちち}は{少|すこ}し{怒|おこ}っていました。,아버지는 조금 화가 나 있었습니다.,jlpt.n3.vocab.0016.m4a,own,draft,-
jlpt.n3.vocab.0017,N3,通う,かよう,{通|かよ}う,카요우,verb,g1,vi,다니다,-,{毎日|まいにち}バスで{学校|がっこう}に{通|かよ}っています。,매일 버스로 학교에 다니고 있습니다.,jlpt.n3.vocab.0017.m4a,own,draft,루비 밖 う → 장음 아님
jlpt.n3.vocab.0018,N3,決まる,きまる,{決|き}まる,키마루,verb,g1,vi,정해지다,-,{会議|かいぎ}の{時間|じかん}が{決|き}まりました。,회의 시간이 정해졌습니다.,jlpt.n3.vocab.0018.m4a,own,draft,타동사 決める(0031)와 쌍
jlpt.n3.vocab.0019,N3,眠る,ねむる,{眠|ねむ}る,네무루,verb,g1,vi,잠들다,-,{昨夜|さくや}はよく{眠|ねむ}れませんでした。,어젯밤은 잘 자지 못했습니다.,jlpt.n3.vocab.0019.m4a,own,draft,-
jlpt.n3.vocab.0020,N3,走る,はしる,{走|はし}る,하시루,verb,g1,vi,달리다,-,{毎朝|まいあさ}{公園|こうえん}を{走|はし}ります。,매일 아침 공원을 달립니다.,jlpt.n3.vocab.0020.m4a,own,draft,예외 5단(형태는 る이지만 1그룹)
jlpt.n3.vocab.0021,N3,曲がる,まがる,{曲|ま}がる,마가루,verb,g1,vi,구부러지다,(모퉁이를) 돌다,{次|つぎ}の{角|かど}を{右|みぎ}に{曲|ま}がってください。,다음 모퉁이를 오른쪽으로 도세요.,jlpt.n3.vocab.0021.m4a,own,draft,-
jlpt.n3.vocab.0022,N3,集まる,あつまる,{集|あつ}まる,아츠마루,verb,g1,vi,모이다,-,{広場|ひろば}に{人|ひと}がたくさん{集|あつ}まりました。,광장에 사람이 많이 모였습니다.,jlpt.n3.vocab.0022.m4a,own,draft,타동사 集める(0026)와 쌍
jlpt.n3.vocab.0023,N3,続く,つづく,{続|つづ}く,츠즈쿠,verb,g1,vi,계속되다,이어지다,{雨|あめ}が{三日|みっか}も{続|つづ}いています。,비가 사흘이나 계속되고 있습니다.,jlpt.n3.vocab.0023.m4a,own,draft,타동사 続ける(0027)와 쌍;づ 표기 한계
jlpt.n3.vocab.0024,N3,届く,とどく,{届|とど}く,토도쿠,verb,g1,vi,닿다,도착하다,{昨日|きのう}{注文|ちゅうもん}した{本|ほん}が{届|とど}きました。,어제 주문한 책이 도착했습니다.,jlpt.n3.vocab.0024.m4a,own,draft,타동사 届ける(0033)와 쌍
jlpt.n3.vocab.0025,N3,減る,へる,{減|へ}る,헤루,verb,g1,vi,줄다,-,{去年|きょねん}より{人口|じんこう}が{減|へ}りました。,작년보다 인구가 줄었습니다.,jlpt.n3.vocab.0025.m4a,own,draft,타동사 減らす와 쌍(이번 파일럿 미포함)
jlpt.n3.vocab.0026,N3,集める,あつめる,{集|あつ}める,아츠메루,verb,g2,vt,모으다,수집하다,{切|きっ}{手|て}を{集|あつ}めるのが{趣味|しゅみ}です。,우표를 모으는 것이 취미입니다.,jlpt.n3.vocab.0026.m4a,own,draft,자동사 集まる(0022)와 쌍
jlpt.n3.vocab.0027,N3,続ける,つづける,{続|つづ}ける,츠즈케루,verb,g2,vt,계속하다,-,{毎日|まいにち}{十|じゅっ}{分|ぷん}ずつ{続|つづ}けています。,매일 10분씩 계속하고 있습니다.,jlpt.n3.vocab.0027.m4a,own,draft,자동사 続く(0023)와 쌍
jlpt.n3.vocab.0028,N3,育てる,そだてる,{育|そだ}てる,소다테루,verb,g2,vt,기르다,키우다;양육하다,{庭|にわ}で{野菜|やさい}を{育|そだ}てています。,마당에서 채소를 기르고 있습니다.,jlpt.n3.vocab.0028.m4a,own,draft,-
jlpt.n3.vocab.0029,N3,比べる,くらべる,{比|くら}べる,쿠라베루,verb,g2,vt,비교하다,-,{二|ふた}つの{店|みせ}の{値段|ねだん}を{比|くら}べました。,두 가게의 가격을 비교했습니다.,jlpt.n3.vocab.0029.m4a,own,draft,-
jlpt.n3.vocab.0030,N3,覚える,おぼえる,{覚|おぼ}える,오보에루,verb,g2,vt,외우다,기억하다;(감각을) 느끼다,{新|あたら}しい{言葉|ことば}を{十|とお}{覚|おぼ}えました。,새 단어를 열 개 외웠습니다.,jlpt.n3.vocab.0030.m4a,own,draft,-
jlpt.n3.vocab.0031,N3,決める,きめる,{決|き}める,키메루,verb,g2,vt,정하다,결정하다,{旅行|りょこう}の{日|ひ}を{決|き}めましょう。,여행 날짜를 정합시다.,jlpt.n3.vocab.0031.m4a,own,draft,자동사 決まる(0018)와 쌍
jlpt.n3.vocab.0032,N3,助ける,たすける,{助|たす}ける,타스케루,verb,g2,vt,돕다,구하다,{困|こま}っている{人|ひと}を{助|たす}けたいです。,곤란해하는 사람을 돕고 싶습니다.,jlpt.n3.vocab.0032.m4a,own,draft,-
jlpt.n3.vocab.0033,N3,届ける,とどける,{届|とど}ける,토도케루,verb,g2,vt,전달하다,신고하다,{忘|わす}れ{物|もの}を{交番|こうばん}に{届|とど}けました。,분실물을 파출소에 신고했습니다.,jlpt.n3.vocab.0033.m4a,own,draft,자동사 届く(0024)와 쌍
jlpt.n3.vocab.0034,N3,慣れる,なれる,{慣|な}れる,나레루,verb,g2,vi,익숙해지다,-,{新|あたら}しい{仕事|しごと}にやっと{慣|な}れました。,새 일에 겨우 익숙해졌습니다.,jlpt.n3.vocab.0034.m4a,own,draft,-
jlpt.n3.vocab.0035,N3,諦める,あきらめる,{諦|あきら}める,아키라메루,verb,g2,vt,포기하다,단념하다,まだ{早|はや}いので{諦|あきら}めないでください。,아직 이르니 포기하지 마세요.,jlpt.n3.vocab.0035.m4a,own,draft,-
jlpt.n3.vocab.0036,N3,増える,ふえる,{増|ふ}える,후에루,verb,g2,vi,늘다,증가하다,{最近|さいきん}{外国人|がいこくじん}の{客|きゃく}が{増|ふ}えました。,최근 외국인 손님이 늘었습니다.,jlpt.n3.vocab.0036.m4a,own,draft,타동사 増やす와 쌍(이번 파일럿 미포함)
jlpt.n3.vocab.0037,N3,掛ける,かける,{掛|か}ける,카케루,verb,g2,vt,걸다,(전화를) 걸다;(시간·돈을) 들이다;(안경을) 쓰다;(의자에) 앉다,あとで{電話|でんわ}を{掛|か}けます。,나중에 전화를 걸겠습니다.,jlpt.n3.vocab.0037.m4a,own,draft,다의어;가나 かける 표기도 흔함
jlpt.n3.vocab.0038,N3,説明,せつめい,{説|せつ}{明|めい},세츠메에,noun,suru_noun,-,설명,-,もう{一|いち}{度|ど}{説|せつ}{明|めい}してください。,한 번 더 설명해 주세요.,jlpt.n3.vocab.0038.m4a,own,draft,-
jlpt.n3.vocab.0039,N3,経験,けいけん,{経|けい}{験|けん},케에켄,noun,suru_noun,-,경험,-,この{仕事|しごと}の{経|けい}{験|けん}はありますか。,이 일의 경험은 있습니까?,jlpt.n3.vocab.0039.m4a,own,draft,-
jlpt.n3.vocab.0040,N3,準備,じゅんび,{準|じゅん}{備|び},줌비,noun,suru_noun,-,준비,-,{旅行|りょこう}の{準|じゅん}{備|び}をしています。,여행 준비를 하고 있습니다.,jlpt.n3.vocab.0040.m4a,own,draft,ん+ば행 → ㅁ받침
jlpt.n3.vocab.0041,N3,注意,ちゅうい,{注|ちゅう}{意|い},추우이,noun,suru_noun,-,주의,조심;충고,{足|あし}{元|もと}に{注|ちゅう}{意|い}してください。,발밑을 조심하세요.,jlpt.n3.vocab.0041.m4a,own,draft,-
jlpt.n3.vocab.0042,N3,相談,そうだん,{相|そう}{談|だん},소오단,noun,suru_noun,-,상담,의논,{先生|せんせい}に{相|そう}{談|だん}してみます。,선생님께 의논해 보겠습니다.,jlpt.n3.vocab.0042.m4a,own,draft,-
jlpt.n3.vocab.0043,N3,予約,よやく,{予|よ}{約|やく},요야쿠,noun,suru_noun,-,예약,-,{電話|でんわ}でホテルを{予|よ}{約|やく}しました。,전화로 호텔을 예약했습니다.,jlpt.n3.vocab.0043.m4a,own,draft,-
jlpt.n3.vocab.0044,N3,招待,しょうたい,{招|しょう}{待|たい},쇼오타이,noun,suru_noun,-,초대,-,{結|けっ}{婚|こん}{式|しき}に{招|しょう}{待|たい}されました。,결혼식에 초대받았습니다.,jlpt.n3.vocab.0044.m4a,own,draft,-
jlpt.n3.vocab.0045,N3,我慢,がまん,{我|が}{慢|まん},가만,noun,suru_noun,-,참음,견딤;인내,{痛|いた}くても{我|が}{慢|まん}しました。,아파도 참았습니다.,jlpt.n3.vocab.0045.m4a,own,draft,-
jlpt.n3.vocab.0046,N3,遠慮,えんりょ,{遠|えん}{慮|りょ},엔료,noun,suru_noun,-,사양함,삼감;조심함,どうぞ{遠|えん}{慮|りょ}しないで{食|た}べてください。,부디 사양 말고 드세요.,jlpt.n3.vocab.0046.m4a,own,draft,ん+ら행 → ㄴ받침
jlpt.n3.vocab.0047,N3,発表,はっぴょう,{発|はっ}{表|ぴょう},합표오,noun,suru_noun,-,발표,-,{来|らい}{週|しゅう}{結|けっ}{果|か}を{発|はっ}{表|ぴょう}します。,다음 주에 결과를 발표합니다.,jlpt.n3.vocab.0047.m4a,own,draft,촉음이 루비 안에 포함;っ+ぱ행 → ㅂ받침
jlpt.n3.vocab.0048,N3,出発,しゅっぱつ,{出|しゅっ}{発|ぱつ},슙파츠,noun,suru_noun,-,출발,-,{朝|あさ}{八|はち}{時|じ}に{出|しゅっ}{発|ぱつ}します。,아침 8시에 출발합니다.,jlpt.n3.vocab.0048.m4a,own,draft,촉음이 루비 안에 포함
jlpt.n3.vocab.0049,N3,賛成,さんせい,{賛|さん}{成|せい},산세에,noun,suru_noun,-,찬성,-,その{意|い}{見|けん}に{賛|さん}{成|せい}です。,그 의견에 찬성입니다.,jlpt.n3.vocab.0049.m4a,own,draft,-
jlpt.n3.vocab.0050,N3,反対,はんたい,{反|はん}{対|たい},한타이,noun,suru_noun,-,반대,-,{母|はは}は{反|はん}{対|たい}しませんでした。,어머니는 반대하지 않았습니다.,jlpt.n3.vocab.0050.m4a,own,draft,-
jlpt.n3.vocab.0051,N3,予定,よてい,{予|よ}{定|てい},요테에,noun,suru_noun,-,예정,-,{今|こん}{週|しゅう}は{予|よ}{定|てい}がありません。,이번 주는 예정이 없습니다.,jlpt.n3.vocab.0051.m4a,own,draft,-
jlpt.n3.vocab.0052,N3,変更,へんこう,{変|へん}{更|こう},헹코오,noun,suru_noun,-,변경,-,{時|じ}{間|かん}が{変|へん}{更|こう}になりました。,시간이 변경되었습니다.,jlpt.n3.vocab.0052.m4a,own,draft,ん+か행 → ㅇ받침
jlpt.n3.vocab.0053,N3,確認,かくにん,{確|かく}{認|にん},카쿠닌,noun,suru_noun,-,확인,-,メールをもう{一|いち}{度|ど}{確|かく}{認|にん}します。,메일을 한 번 더 확인하겠습니다.,jlpt.n3.vocab.0053.m4a,own,draft,-
jlpt.n3.vocab.0054,N3,忙しい,いそがしい,{忙|いそが}しい,이소가시이,i_adj,i_adj,-,바쁘다,-,{今|こん}{月|げつ}はとても{忙|いそが}しいです。,이번 달은 매우 바쁩니다.,jlpt.n3.vocab.0054.m4a,own,draft,-
jlpt.n3.vocab.0055,N3,珍しい,めずらしい,{珍|めずら}しい,메즈라시이,i_adj,i_adj,-,드물다,신기하다;귀하다,これは{日|に}{本|ほん}でも{珍|めずら}しい{花|はな}です。,이것은 일본에서도 드문 꽃입니다.,jlpt.n3.vocab.0055.m4a,own,draft,ず 표기 한계
jlpt.n3.vocab.0056,N3,恥ずかしい,はずかしい,{恥|は}ずかしい,하즈카시이,i_adj,i_adj,-,부끄럽다,창피하다,{間|ま}{違|ちが}えて{恥|は}ずかしかったです。,틀려서 부끄러웠습니다.,jlpt.n3.vocab.0056.m4a,own,draft,-
jlpt.n3.vocab.0057,N3,厳しい,きびしい,{厳|きび}しい,키비시이,i_adj,i_adj,-,엄하다,혹독하다,この{学|がっ}{校|こう}は{規|き}{則|そく}が{厳|きび}しいです。,이 학교는 규칙이 엄합니다.,jlpt.n3.vocab.0057.m4a,own,draft,-
jlpt.n3.vocab.0058,N3,詳しい,くわしい,{詳|くわ}しい,쿠와시이,i_adj,i_adj,-,상세하다,정통하다,{彼|かれ}は{音|おん}{楽|がく}に{詳|くわ}しいです。,그는 음악에 정통합니다.,jlpt.n3.vocab.0058.m4a,own,draft,-
jlpt.n3.vocab.0059,N3,深い,ふかい,{深|ふか}い,후카이,i_adj,i_adj,-,깊다,-,この{川|かわ}は{思|おも}ったより{深|ふか}いです。,이 강은 생각보다 깊습니다.,jlpt.n3.vocab.0059.m4a,own,draft,-
jlpt.n3.vocab.0060,N3,薄い,うすい,{薄|うす}い,우스이,i_adj,i_adj,-,얇다,(맛·색이) 연하다,この{紙|かみ}は{薄|うす}くて{軽|かる}いです。,이 종이는 얇고 가볍습니다.,jlpt.n3.vocab.0060.m4a,own,draft,-
jlpt.n3.vocab.0061,N3,眠い,ねむい,{眠|ねむ}い,네무이,i_adj,i_adj,-,졸리다,-,{昼|ひる}ごはんのあとは{眠|ねむ}くなります。,점심 후에는 졸려집니다.,jlpt.n3.vocab.0061.m4a,own,draft,-
jlpt.n3.vocab.0062,N3,怖い,こわい,{怖|こわ}い,코와이,i_adj,i_adj,-,무섭다,두렵다,{一人|ひとり}で{見|み}るには{怖|こわ}い{映|えい}{画|が}です。,혼자 보기에는 무서운 영화입니다.,jlpt.n3.vocab.0062.m4a,own,draft,-
jlpt.n3.vocab.0063,N3,涼しい,すずしい,{涼|すず}しい,스즈시이,i_adj,i_adj,-,선선하다,시원하다,{朝|あさ}と{夜|よる}は{涼|すず}しくなりました。,아침과 밤은 선선해졌습니다.,jlpt.n3.vocab.0063.m4a,own,draft,-
jlpt.n3.vocab.0064,N3,素晴らしい,すばらしい,{素晴|すば}らしい,스바라시이,i_adj,i_adj,-,훌륭하다,멋지다,{昨日|きのう}の{試|し}{合|あい}は{素晴|すば}らしかったです。,어제 시합은 훌륭했습니다.,jlpt.n3.vocab.0064.m4a,own,draft,素晴 2자에 읽기 1개 → 부분 그룹 루비
jlpt.n3.vocab.0065,N3,硬い,かたい,{硬|かた}い,카타이,i_adj,i_adj,-,딱딱하다,단단하다,このパンは{硬|かた}くて{食|た}べにくいです。,이 빵은 딱딱해서 먹기 힘듭니다.,jlpt.n3.vocab.0065.m4a,own,draft,固い·堅い와 표기 구분 주의
jlpt.n3.vocab.0066,N3,苦い,にがい,{苦|にが}い,니가이,i_adj,i_adj,-,쓰다,-,この{薬|くすり}は{少|すこ}し{苦|にが}いです。,이 약은 조금 씁니다.,jlpt.n3.vocab.0066.m4a,own,draft,-
jlpt.n3.vocab.0067,N3,大切,たいせつ,{大|たい}{切|せつ},타이세츠,na_adj,na_adj,-,소중하다,중요하다,{家|か}{族|ぞく}が{一|いち}{番|ばん}{大|たい}{切|せつ}です。,가족이 가장 소중합니다.,jlpt.n3.vocab.0067.m4a,own,draft,-
jlpt.n3.vocab.0068,N3,丁寧,ていねい,{丁|てい}{寧|ねい},테에네에,na_adj,na_adj,-,정중하다,꼼꼼하다,{店|てん}{員|いん}さんの{説|せつ}{明|めい}は{丁|てい}{寧|ねい}でした。,점원의 설명은 정중했습니다.,jlpt.n3.vocab.0068.m4a,own,draft,えい 장음 2회
jlpt.n3.vocab.0069,N3,立派,りっぱ,{立|りっ}{派|ぱ},립파,na_adj,na_adj,-,훌륭하다,근사하다,{駅|えき}{前|まえ}に{立|りっ}{派|ぱ}なビルができました。,역 앞에 훌륭한 빌딩이 생겼습니다.,jlpt.n3.vocab.0069.m4a,own,draft,-
jlpt.n3.vocab.0070,N3,真面目,まじめ,{真面目|まじめ},마지메,na_adj,na_adj,-,성실하다,진지하다,{彼|かの}{女|じょ}はとても{真面目|まじめ}な{学|がく}{生|せい}です。,그녀는 매우 성실한 학생입니다.,jlpt.n3.vocab.0070.m4a,own,draft,熟字訓 → 그룹 루비
jlpt.n3.vocab.0071,N3,複雑,ふくざつ,{複|ふく}{雑|ざつ},후쿠자츠,na_adj,na_adj,-,복잡하다,-,{説|せつ}{明|めい}が{複|ふく}{雑|ざつ}でわかりません。,설명이 복잡해서 모르겠습니다.,jlpt.n3.vocab.0071.m4a,own,draft,ざ·つ 표기 한계
jlpt.n3.vocab.0072,N3,正直,しょうじき,{正|しょう}{直|じき},쇼오지키,na_adj,na_adj,-,정직하다,솔직히 말해서(부사적),{正|しょう}{直|じき}に{話|はな}してくれてありがとう。,정직하게 말해 줘서 고마워.,jlpt.n3.vocab.0072.m4a,own,draft,-
jlpt.n3.vocab.0073,N3,適当,てきとう,{適|てき}{当|とう},테키토오,na_adj,na_adj,-,적당하다,대충이다(부정적),{適|てき}{当|とう}な{大|おお}きさに{切|き}ってください。,적당한 크기로 잘라 주세요.,jlpt.n3.vocab.0073.m4a,own,draft,문맥에 따라 뜻이 정반대 → 해설에 반드시 표기
jlpt.n3.vocab.0074,N3,熱心,ねっしん,{熱|ねっ}{心|しん},넷신,na_adj,na_adj,-,열심이다,-,{先|せん}{生|せい}は{熱|ねっ}{心|しん}に{教|おし}えてくれます。,선생님은 열심히 가르쳐 주십니다.,jlpt.n3.vocab.0074.m4a,own,draft,っ+さ행 → ㅅ받침
jlpt.n3.vocab.0075,N3,安全,あんぜん,{安|あん}{全|ぜん},안젠,na_adj,na_adj,-,안전하다,-,この{道|みち}は{夜|よる}でも{安|あん}{全|ぜん}です。,이 길은 밤에도 안전합니다.,jlpt.n3.vocab.0075.m4a,own,draft,-
jlpt.n3.vocab.0076,N3,危険,きけん,{危|き}{険|けん},키켄,na_adj,na_adj,-,위험하다,-,ここは{危|き}{険|けん}ですから{入|はい}らないでください。,여기는 위험하니 들어가지 마세요.,jlpt.n3.vocab.0076.m4a,own,draft,-
jlpt.n3.vocab.0077,N3,得意,とくい,{得|とく}{意|い},토쿠이,na_adj,na_adj,-,잘하다,자신 있다,{妹|いもうと}は{料|りょう}{理|り}が{得|とく}{意|い}です。,여동생은 요리를 잘합니다.,jlpt.n3.vocab.0077.m4a,own,draft,반대말 苦手(0078)
jlpt.n3.vocab.0078,N3,苦手,にがて,{苦|にが}{手|て},니가테,na_adj,na_adj,-,서투르다,꺼리다;질색이다,{私|わたし}は{早|はや}{起|お}きが{苦|にが}{手|て}です。,저는 일찍 일어나는 것이 서툽니다.,jlpt.n3.vocab.0078.m4a,own,draft,반대말 得意(0077)
jlpt.n3.vocab.0079,N3,昨日,きのう,{昨日|きのう},키노오,noun,-,-,어제,-,{昨日|きのう}は{一日|いちにち}{雨|あめ}でした。,어제는 하루 종일 비였습니다.,jlpt.n3.vocab.0079.m4a,own,draft,熟字訓 → 그룹 루비;さくじつ로도 읽음
jlpt.n3.vocab.0080,N3,大人,おとな,{大人|おとな},오토나,noun,-,-,어른,성인,{大人|おとな}の{料|りょう}{金|きん}は{千|せん}{円|えん}です。,어른 요금은 천 엔입니다.,jlpt.n3.vocab.0080.m4a,own,draft,熟字訓 → 그룹 루비
jlpt.n3.vocab.0081,N3,一人,ひとり,{一人|ひとり},히토리,noun,-,-,한 사람,혼자,{一人|ひとり}で{旅|りょ}{行|こう}したことがあります。,혼자 여행한 적이 있습니다.,jlpt.n3.vocab.0081.m4a,own,draft,熟字訓 → 그룹 루비
jlpt.n3.vocab.0082,N3,眼鏡,めがね,{眼鏡|めがね},메가네,noun,-,-,안경,-,{新|あたら}しい{眼鏡|めがね}を{買|か}いました。,새 안경을 샀습니다.,jlpt.n3.vocab.0082.m4a,own,draft,熟字訓 → 그룹 루비
jlpt.n3.vocab.0083,N3,天気,てんき,{天|てん}{気|き},텡키,noun,-,-,날씨,-,{明日|あした}の{天|てん}{気|き}はどうですか。,내일 날씨는 어떻습니까?,jlpt.n3.vocab.0083.m4a,own,draft,ん+か행 → ㅇ받침
jlpt.n3.vocab.0084,N3,玄関,げんかん,{玄|げん}{関|かん},겡칸,noun,-,-,현관,-,{靴|くつ}は{玄|げん}{関|かん}で{脱|ぬ}いでください。,신발은 현관에서 벗어 주세요.,jlpt.n3.vocab.0084.m4a,own,draft,ん 두 번 — 앞은 ㅇ 뒤는 ㄴ
jlpt.n3.vocab.0085,N3,新聞,しんぶん,{新|しん}{聞|ぶん},심분,noun,-,-,신문,-,{毎|まい}{朝|あさ}{新|しん}{聞|ぶん}を{読|よ}んでいます。,매일 아침 신문을 읽고 있습니다.,jlpt.n3.vocab.0085.m4a,own,draft,ん+ば행 → ㅁ받침
jlpt.n3.vocab.0086,N3,散歩,さんぽ,{散|さん}{歩|ぽ},삼포,noun,suru_noun,-,산책,-,{夕|ゆう}{方|がた}{犬|いぬ}と{散|さん}{歩|ぽ}します。,저녁에 개와 산책합니다.,jlpt.n3.vocab.0086.m4a,own,draft,ん+ぱ행 → ㅁ받침
jlpt.n3.vocab.0087,N3,空港,くうこう,{空|くう}{港|こう},쿠우코오,noun,-,-,공항,-,{空|くう}{港|こう}まではバスで{一|いち}{時|じ}{間|かん}です。,공항까지는 버스로 한 시간입니다.,jlpt.n3.vocab.0087.m4a,own,draft,うう·おう 장음 연속
jlpt.n3.vocab.0088,N3,環境,かんきょう,{環|かん}{境|きょう},캉쿄오,noun,-,-,환경,-,{会|かい}{社|しゃ}の{環|かん}{境|きょう}がとてもいいです。,회사의 환경이 매우 좋습니다.,jlpt.n3.vocab.0088.m4a,own,draft,ん+요음 きょ → ㅇ받침
jlpt.n3.vocab.0089,N3,経済,けいざい,{経|けい}{済|ざい},케에자이,noun,-,-,경제,-,{日|に}{本|ほん}の{経|けい}{済|ざい}について{勉|べん}{強|きょう}しています。,일본 경제에 대해 공부하고 있습니다.,jlpt.n3.vocab.0089.m4a,own,draft,-
jlpt.n3.vocab.0090,N3,場合,ばあい,{場|ば}{合|あい},바아이,noun,-,-,경우,-,{雨|あめ}の{場|ば}{合|あい}は{中|ちゅう}{止|し}です。,비가 올 경우는 중지입니다.,jlpt.n3.vocab.0090.m4a,own,draft,場과 合이 서로 다른 루비 → ばあ를 장음으로 보지 않음
jlpt.n3.vocab.0091,N3,郵便局,ゆうびんきょく,{郵|ゆう}{便|びん}{局|きょく},유우빙쿄쿠,noun,-,-,우체국,-,{郵|ゆう}{便|びん}{局|きょく}は{銀|ぎん}{行|こう}の{隣|となり}です。,우체국은 은행 옆입니다.,jlpt.n3.vocab.0091.m4a,own,draft,한자 3자 모노 루비
jlpt.n3.vocab.0092,N3,気持ち,きもち,{気|き}{持|も}ち,키모치,noun,-,-,기분,마음,{感|かん}{謝|しゃ}の{気|き}{持|も}ちを{伝|つた}えました。,감사의 마음을 전했습니다.,jlpt.n3.vocab.0092.m4a,own,draft,送り仮名 ち는 루비 없음
jlpt.n3.vocab.0093,N3,サービス,サービス,サービス,사아비스,noun,suru_noun,-,서비스,접객;무료 제공,この{店|みせ}はサービスがいいです。,이 가게는 서비스가 좋습니다.,jlpt.n3.vocab.0093.m4a,own,draft,가타카나 ー → 앞 모음 반복
jlpt.n3.vocab.0094,N3,チケット,チケット,チケット,치켓토,noun,-,-,티켓,표,コンサートのチケットを{二|に}{枚|まい}{買|か}いました。,콘서트 티켓을 두 장 샀습니다.,jlpt.n3.vocab.0094.m4a,own,draft,ッ+た행 → ㅅ받침
jlpt.n3.vocab.0095,N3,インターネット,インターネット,インターネット,인타아넷토,noun,-,-,인터넷,-,インターネットで{調|しら}べてみます。,인터넷으로 찾아보겠습니다.,jlpt.n3.vocab.0095.m4a,own,draft,ン+た행 → ㄴ받침;ー 장음;ッ+ト → ㅅ받침
