content_key,level_code,genre,passage_ja,passage_ko,question,choice1,choice2,choice3,choice4,answer,explanation_ko
jlpt.n3.reading.0011,N3,お知らせ,{保護|ほご}{者|しゃ}のみなさまへ。{今週|こんしゅう}の{土曜|どよう}{日|ひ}に{予定|よてい}していた{運動|うんどう}{会|かい}についてお{知|し}らせします。{天気|てんき}{予報|よほう}によると、{当日|とうじつ}は{朝|あさ}から{強|つよ}い{雨|あめ}が{降|ふ}るそうです。{子|こ}どもたちの{安全|あんぜん}を{考|かんが}え、{運動|うんどう}{会|かい}は{次|つぎ}の{週|しゅう}の{土曜|どよう}{日|ひ}に{延期|えんき}することにいたしました。もし{次|つぎ}の{土曜|どよう}{日|ひ}も{雨|あめ}の{場合|ばあい}は、その{次|つぎ}の{日曜|にちよう}{日|ひ}に{行|おこな}います。お{弁当|べんとう}の{準備|じゅんび}など、ご{迷惑|めいわく}をおかけしますが、ご{理解|りかい}のほどよろしくお{願|ねが}いいたします。,학부모 여러분께. 이번 주 토요일에 예정했던 운동회에 대해 알려 드립니다. 일기예보에 따르면 당일은 아침부터 강한 비가 내린다고 합니다. 아이들의 안전을 생각하여 운동회는 다음 주 토요일로 연기하기로 했습니다. 만약 다음 토요일도 비가 올 경우에는 그다음 일요일에 실시합니다. 도시락 준비 등 폐를 끼쳐 드리지만 양해 부탁드립니다.,{今週|こんしゅう}の{土曜|どよう}{日|ひ}、{運動|うんどう}{会|かい}はどうなりますか。,{予定|よてい}どおり{行|おこな}われる,{中止|ちゅうし}になる,{次|つぎ}の{週|しゅう}の{土曜|どよう}{日|ひ}に{延期|えんき}される,{日曜|にちよう}{日|ひ}に{行|おこな}われる,3,「運動会は次の週の土曜日に延期することにいたしました」라고 합니다. 일요일은 다음 토요일에도 비가 올 경우이므로 정답은 3번입니다.
jlpt.n3.reading.0012,N3,手紙,{中村|なかむら}{先生|せんせい}、その{節|ふし}は{本当|ほんとう}にお{世話|せわ}になりました。あの{一|いち}{年間|ねんかん}、{勉強|べんきょう}が{思|おも}うように{進|すす}まず、{何|なん}{度|ど}もあきらめそうになりました。そんなとき、{先生|せんせい}はいつも「あわてなくていい、{少|すこ}しずつでいい」と{声|こえ}をかけてくださいました。その{言葉|ことば}のおかげで、{最後|さいご}まで{頑張|がんば}ることができました。{無事|ぶじ}に{試験|しけん}に{合格|ごうかく}できたのは、{先生|せんせい}が{支|ささ}えてくださったからです。{春|はる}から{新|あたら}しい{学校|がっこう}に{通|かよ}います。{先生|せんせい}に{教|おそ}わったことを{忘|わす}れず、これからも{努力|どりょく}を{続|つづ}けます。,나카무라 선생님 그때는 정말 신세를 졌습니다. 그 1년간 공부가 뜻대로 되지 않아 몇 번이나 포기할 뻔했습니다. 그럴 때 선생님은 늘 '서두르지 않아도 된다 조금씩이면 된다'고 말을 걸어 주셨습니다. 그 말 덕분에 끝까지 힘낼 수 있었습니다. 무사히 시험에 합격할 수 있었던 것은 선생님이 지탱해 주셨기 때문입니다. 봄부터 새 학교에 다닙니다. 선생님께 배운 것을 잊지 않고 앞으로도 노력을 계속하겠습니다.,この{人|ひと}が{試験|しけん}に{合格|ごうかく}できたのは、なぜだと{言|い}っていますか。,{自分|じぶん}ひとりの{力|ちから}で{頑張|がんば}ったから,{勉強|べんきょう}が{思|おも}うように{進|すす}んだから,{新|あたら}しい{学校|がっこう}に{通|かよ}ったから,{先生|せんせい}が{支|ささ}えてくれたから,4,「無事に試験に合格できたのは、先生が支えてくださったからです」라고 합니다. 따라서 정답은 4번입니다.
jlpt.n3.reading.0013,N3,説明文,{日本|にっぽん}では、{旅行|りょこう}に{行|い}くと、その{土地|とち}の{食|た}べ{物|もの}などを「お{土産|みやげ}」として{買|か}って{帰|かえ}ることが{多|おお}い。{自分|じぶん}のためではなく、{家族|かぞく}や{職場|しょくば}の{人|ひと}に{配|くば}るために{買|か}うのである。{特|とく}に、みんなで{分|わ}けられるように、{小|ちい}さく{包|つつ}まれたお{菓子|かし}がよく{選|えら}ばれる。これは、「{留守|るす}の{間|あいだ}、ありがとう」という{気持|きも}ちを{表|あらわ}しているとも{言|い}われる。ただの{品物|しなもの}ではなく、そこに{気持|きも}ちがこめられているところに、お{土産|みやげ}のよさがあるのだろう。,일본에서는 여행을 가면 그 고장의 음식 등을 '오미야게(선물)'로 사서 돌아오는 일이 많다. 자신을 위해서가 아니라 가족이나 직장 사람에게 나눠 주기 위해 사는 것이다. 특히 다 함께 나눌 수 있도록 작게 포장된 과자가 자주 선택된다. 이것은 '집을 비운 동안 고마웠다'는 마음을 나타낸다고도 한다. 단순한 물건이 아니라 거기에 마음이 담겨 있다는 점에 오미야게의 좋은 점이 있는 것이다.,{職場|しょくば}へのお{土産|みやげ}に、{小|ちい}さく{包|つつ}まれたお{菓子|かし}がよく{選|えら}ばれるのはなぜですか。,みんなで{分|わ}けられるから,ほかの{物|もの}より{安|やす}く{買|か}えるから,{旅行|りょこう}の{思|おも}い{出|で}になるから,{自分|じぶん}で{食|た}べるためだから,1,「みんなで分けられるように、小さく包まれたお菓子がよく選ばれる」라고 합니다. 따라서 정답은 1번입니다.
jlpt.n3.reading.0014,N3,日記,{半年|はんとし}{前|まえ}から、{部屋|へや}で{小|ちい}さな{植物|しょくぶつ}を{育|そだ}てている。{初|はじ}めは、{水|みず}をやりすぎて{枯|か}らしてしまうのではないかと{心配|しんぱい}ばかりしていた。{本|ほん}で{調|しら}べてみると、{水|みず}は{土|つち}がかわいてからやればいいと{書|か}いてあった。その{通|とお}りにしてみたら、{葉|は}がどんどん{増|ふ}えて、この{前|まえ}は{小|ちい}さな{花|はな}まで{咲|さ}いた。{毎朝|まいあさ}、{少|すこ}し{大|おお}きくなった{植物|しょくぶつ}を{見|み}るのが{楽|たの}しみで{仕方|しかた}がない。{生|い}き{物|もの}の{世話|せわ}は{大変|たいへん}だと{思|おも}っていたが、{育|そだ}つ{姿|すがた}を{見|み}る{喜|よろこ}びのほうがずっと{大|おお}きいと{感|かん}じている。,반년 전부터 방에서 작은 식물을 키우고 있다. 처음에는 물을 너무 많이 줘서 말려 죽이는 게 아닐까 걱정만 했다. 책으로 알아보니 물은 흙이 마른 뒤에 주면 된다고 쓰여 있었다. 그대로 해 봤더니 잎이 점점 늘어나서 얼마 전에는 작은 꽃까지 피었다. 매일 아침 조금 커진 식물을 보는 것이 너무나 즐겁다. 생물을 돌보는 건 힘들다고 생각했지만 자라는 모습을 보는 기쁨이 훨씬 크다고 느끼고 있다.,この{人|ひと}は{植物|しょくぶつ}を{育|そだ}ててみて、どう{感|かん}じていますか。,{世話|せわ}が{大変|たいへん}で、もうやめたい,{育|そだ}つ{姿|すがた}を{見|み}る{喜|よろこ}びのほうが{大|おお}きい,{水|みず}をやりすぎて{枯|か}らしてしまった,{花|はな}が{咲|さ}かないので{残念|ざんねん}だ,2,「育つ姿を見る喜びのほうがずっと大きいと感じている」라고 합니다. 따라서 정답은 2번입니다.
jlpt.n3.reading.0015,N3,意見文,{今|いま}の{社会|しゃかい}は、{昔|むかし}に{比|くら}べてずっと{便利|べんり}になった。ほしいものはインターネットで{注文|ちゅうもん}すれば、{次|つぎ}の{日|ひ}には{家|いえ}まで{届|とど}く。わざわざ{店|みせ}まで{出|で}かける{必要|ひつよう}がない。しかし、{便利|べんり}になった{分|ぶん}、{失|うしな}ったものもあるように{思|おも}う。{店|みせ}の{人|ひと}と{話|はな}しながら{品物|しなもの}を{選|えら}ぶ{楽|たの}しさや、{歩|ある}いて{出|で}かけたときの{思|おも}わぬ{発見|はっけん}は、{家|いえ}にいたままでは{得|え}られない。{便利|べんり}さを{求|もと}めることは{悪|わる}くないが、それだけを{大切|たいせつ}にしていると、{大事|だいじ}な{何|なん}かを{見落|みお}としてしまうかもしれない。,지금 사회는 옛날에 비해 훨씬 편리해졌다. 원하는 것은 인터넷으로 주문하면 다음 날에는 집까지 배달된다. 굳이 가게까지 나갈 필요가 없다. 하지만 편리해진 만큼 잃어버린 것도 있는 것 같다. 가게 사람과 이야기하며 물건을 고르는 즐거움이나 걸어서 나갔을 때의 뜻밖의 발견은 집에 있는 채로는 얻을 수 없다. 편리함을 추구하는 것은 나쁘지 않지만 그것만을 소중히 여기면 중요한 무언가를 놓쳐 버릴지도 모른다.,{筆者|ひっしゃ}が{最も|もっとも}{言い|いい}たいことは{何|なん}ですか。,インターネットの{注文|ちゅうもん}はもっと{早|はや}くすべきだ,{昔|むかし}の{生活|せいかつ}のほうがすべてよかった,{便利|べんり}さだけを{求|もと}めると{大事|だいじ}なものを{見落|みお}とす,{店|みせ}まで{出|で}かけるのは{時間|じかん}の{無駄|むだ}だ,3,「便利さを求めることは悪くないが、それだけを大切にしていると、大事な何かを見落としてしまうかもしれない」라고 합니다. 따라서 정답은 3번입니다.
jlpt.n3.reading.0016,N3,案内,さくら{公民|こうみん}{館|かん}では、{来月|らいげつ}から「はじめての{日本|にっぽん}{料理|りょうり}{教室|きょうしつ}」を{開|ひら}きます。{料理|りょうり}をあまりしたことがない{方|ほう}でも、{基本|きほん}から{学|まな}べる{教室|きょうしつ}です。{毎週|まいしゅう}{水曜|すいよう}{日|ひ}の{午後|ごご}{二|に}{時|じ}から{四|よん}{時|じ}までで、{全部|ぜんぶ}で{五|ご}{回|かい}あります。{材料|ざいりょう}はこちらで{用意|ようい}しますが、エプロンだけは{各自|かくじ}でお{持|も}ちください。{参加|さんか}を{希望|きぼう}される{方|かた}は、{来週|らいしゅう}の{金曜|きんよう}{日|ひ}までに、{公民|こうみん}{館|かん}の{受付|うけつけ}でお{申|もう}し{込|こ}みください。{定員|ていいん}は{十|じゅう}{名|めい}で、{申|もう}し{込|こ}みが{多|おお}い{場合|ばあい}は{先着|せんちゃく}{順|じゅん}となります。,사쿠라 공민관에서는 다음 달부터 '처음 배우는 일본 요리 교실'을 엽니다. 요리를 별로 해 본 적 없는 분이라도 기초부터 배울 수 있는 교실입니다. 매주 수요일 오후 2시부터 4시까지이며 전부 다섯 번 있습니다. 재료는 저희가 준비하지만 앞치마만은 각자 가져와 주세요. 참가를 희망하시는 분은 다음 주 금요일까지 공민관 접수처에서 신청해 주세요. 정원은 10명이며 신청이 많을 경우 선착순입니다.,この{教室|きょうしつ}に{参加|さんか}する{人|ひと}が、{自分|じぶん}で{持|も}っていくものは{何|なん}ですか。,{料理|りょうり}の{材料|ざいりょう},{参加|さんか}のお{金|かね},{教科|きょうか}{書|しょ},エプロン,4,「材料はこちらで用意しますが、エプロンだけは各自でお持ちください」라고 합니다. 재료는 주최 측이 준비하므로 정답은 4번입니다.
jlpt.n3.reading.0017,N3,体験談,{三|さん}{年|ねん}{前|まえ}、{私|わたし}は{都会|とかい}での{仕事|しごと}をやめ、{家族|かぞく}と{田舎|いなか}に{引|ひ}っ{越|こ}した。{周|まわ}りの{人|ひと}には、「{不便|ふべん}な{生活|せいかつ}に{耐|た}えられないだろう」と{反対|はんたい}された。{確|たし}かに、{近|ちか}くに{大|おお}きな{店|みせ}はなく、{車|くるま}がなければどこにも{行|い}けない。しかし、{暮|く}らしてみると、{不便|ふべん}さよりも{得|え}るもののほうが{多|おお}かった。{近所|きんじょ}の{人|ひと}が{野菜|やさい}を{分|わ}けてくれたり、{子|こ}どもがのびのびと{外|そと}で{遊|あそ}べたりする。{何|なん}もかも{便利|べんり}であることが、{必|かなら}ずしも{幸|しあわ}せとは{限|かぎ}らないのだと、{今|いま}は{思|おも}っている。,3년 전 나는 도시에서의 일을 그만두고 가족과 시골로 이사했다. 주위 사람들은 '불편한 생활을 견디지 못할 것'이라며 반대했다. 확실히 근처에 큰 가게는 없고 차가 없으면 어디에도 갈 수 없다. 하지만 살아 보니 불편함보다 얻는 것이 더 많았다. 이웃이 채소를 나눠 주기도 하고 아이가 마음껏 밖에서 놀 수도 있다. 무엇이든 편리한 것이 반드시 행복이라고는 할 수 없다고 지금은 생각하고 있다.,この{人|ひと}は{田舎|いなか}での{暮|く}らしについて、{今|いま}どう{思|おも}っていますか。,{便利|べんり}さより{得|え}るもののほうが{多|おお}い,やはり{都会|とかい}に{戻|もど}ったほうがよい,{便利|べんり}であることが{一番|いちばん}の{幸|しあわ}せだ,{周|まわ}りの{人|ひと}の{反対|はんたい}は{正|ただ}しかった,1,「不便さよりも得るもののほうが多かった」「何もかも便利であることが、必ずしも幸せとは限らない」라고 합니다. 따라서 정답은 1번입니다.
jlpt.n3.reading.0018,N3,メール,{田中|たなか}さん、こんにちは。{来週|らいしゅう}の{日曜|にちよう}{日|ひ}に{約束|やくそく}していた{美術|びじゅつ}{館|かん}ですが、{急|きゅう}に{仕事|しごと}が{入|はい}ってしまい、その{日|ひ}は{行|い}けなくなってしまいました。せっかく{楽|たの}しみにしていたのに、{本当|ほんとう}に{申|もう}し{訳|わけ}ありません。もしよろしければ、{次|つぎ}の{週|しゅう}の{土曜|どよう}{日|ひ}か{日曜|にちよう}{日|ひ}にしていただけないでしょうか。{田中|たなか}さんのご{都合|つごう}のいいほうに{合|あ}わせます。ご{都合|つごう}が{悪|わる}ければ、{遠慮|えんりょ}なくおっしゃってください。お{返事|へんじ}お{待|ま}ちしています。,다나카 씨 안녕하세요. 다음 주 일요일에 약속했던 미술관 말인데요 갑자기 일이 생겨서 그날은 갈 수 없게 되어 버렸습니다. 모처럼 기대하고 있었는데 정말 죄송합니다. 괜찮으시다면 다음 주 토요일이나 일요일로 해 주실 수 없을까요. 다나카 씨의 편한 쪽에 맞추겠습니다. 사정이 안 되시면 사양 말고 말씀해 주세요. 답장 기다리겠습니다.,この{人|ひと}がメールを{送|おく}った{一|いち}{番|ばん}の{目的|もくてき}は{何|なん}ですか。,{美術|びじゅつ}{館|かん}に{行|い}くのをやめること,{約束|やくそく}の{日|ひ}を{変|か}えてもらうこと,{仕事|しごと}を{手伝|てつだ}ってもらうこと,{美術|びじゅつ}{館|かん}の{場所|ばしょ}を{教|おし}えること,2,「次の週の土曜日か日曜日にしていただけないでしょうか」라며 약속 날짜를 바꾸고 싶어 합니다. 따라서 정답은 2번입니다.
jlpt.n3.reading.0019,N3,随筆,{子|こ}どものころ、{夏休|なつやす}みはとても{長|なが}く{感|かん}じられた。{毎日|まいにち}が{新|あたら}しい{遊|あそ}びでいっぱいで、{一|いち}{日|にち}が{終|お}わるのがもったいないくらいだった。ところが、{大人|おとな}になってからは、{一|いち}{年|ねん}があっという{間|ま}に{過|す}ぎていく。なぜだろうと{考|かんが}えてみると、{毎日|まいにち}{同|おな}じことのくり{返|かえ}しで、{心|こころ}が{動|うご}くことが{少|すく}なくなったからかもしれない。{新|あたら}しいことに{挑戦|ちょうせん}したり、{知|し}らない{場所|ばしょ}へ{出|で}かけたりすると、{時間|じかん}はまたゆっくり{流|なが}れるように{感|かん}じる。だから{私|わたし}は、いくつになっても{新|あたら}しい{経験|けいけん}を{大切|たいせつ}にしたい。,어릴 적 여름방학은 무척 길게 느껴졌다. 매일이 새로운 놀이로 가득해서 하루가 끝나는 것이 아까울 정도였다. 그런데 어른이 되고 나서는 일 년이 순식간에 지나간다. 왜일까 생각해 보니 매일 같은 일의 반복으로 마음이 움직이는 일이 적어졌기 때문인지도 모른다. 새로운 일에 도전하거나 모르는 곳에 나가거나 하면 시간은 다시 천천히 흐르는 것처럼 느껴진다. 그래서 나는 몇 살이 되어도 새로운 경험을 소중히 하고 싶다.,{筆者|ひっしゃ}は、{大人|おとな}になって{時間|じかん}が{早|はや}く{過|す}ぎるのはなぜだと{考|かんが}えていますか。,{仕事|しごと}が{忙|いそが}しくなったから,{子|こ}どものころより{体|からだ}が{弱|よわ}くなったから,{毎日|まいにち}{同|おな}じことのくり{返|かえ}しで{心|こころ}が{動|うご}かないから,{新|あたら}しいことに{挑戦|ちょうせん}しているから,3,「毎日同じことのくり返しで、心が動くことが少なくなったからかもしれない」라고 합니다. 따라서 정답은 3번입니다.
jlpt.n3.reading.0020,N3,掲示,マンションにお{住|す}まいのみなさまへ。{最近|さいきん}、ごみの{出|だ}し{方|かた}について、{間違|まちが}いが{増|ふ}えています。もえるごみと、びん・かんなどのもえないごみは、{必|かなら}ず{分|わ}けて{出|だ}してください。また、{大|おお}きな{家具|かぐ}などを{捨|す}てるときは、ふつうのごみとして{出|だ}すことはできません。{市|し}{役所|やくしょ}に{電話|でんわ}をして、{取|と}りに{来|き}てもらう{必要|ひつよう}があります。ルールを{守|まも}らないと、ごみが{集|あつ}められず、みなさまのご{迷惑|めいわく}になります。ご{協力|きょうりょく}をお{願|ねが}いいたします。,맨션에 거주하시는 여러분께. 최근 쓰레기 배출 방법에 대해 실수가 늘고 있습니다. 타는 쓰레기와 병·캔 등 타지 않는 쓰레기는 반드시 나눠서 버려 주세요. 또 큰 가구 등을 버릴 때는 일반 쓰레기로 버릴 수 없습니다. 시청에 전화를 해서 가지러 오게 해야 합니다. 규칙을 지키지 않으면 쓰레기가 수거되지 않아 여러분께 폐가 됩니다. 협조 부탁드립니다.,{大|おお}きな{家具|かぐ}を{捨|す}てたいとき、どうすればいいですか。,もえるごみといっしょに{出|だ}す,びん・かんと{同|おな}じ{場所|ばしょ}に{出|だ}す,マンションの{入|い}り{口|ぐち}に{置|お}いておく,{市|し}{役所|やくしょ}に{電話|でんわ}をして{取|と}りに{来|き}てもらう,4,「市役所に電話をして、取りに来てもらう必要があります」라고 합니다. 큰 가구는 일반 쓰레기로 버릴 수 없으므로 정답은 4번입니다.
