content_key,level_code,type,script_ja,script_ko,question,choice1,choice2,choice3,choice4,answer
jlpt.n2.listening.0011,N2,ポイント理解,A:「{北村|きたむら}さん、{駅前|えきまえ}の{新|あたら}しいカフェ、もう{行|い}った?すごく{人気|にんき}らしいよ。」B:「ああ、あそこですか。{一|いち}{度|ど}{行|おこな}ったんですけど、{私|わたし}はもう{行|い}かないかな。」A:「え、{味|あじ}がいまいちだった?」B:「いえ、コーヒーはおいしかったんです。ただ、いつも{混|こ}んでて、{席|せき}を{確保|かくほ}するのに{並|なら}ばないといけなくて。ゆっくりできないんですよね。」A:「なるほどね。」,A: 「기타무라 씨 역 앞 새 카페 벌써 가 봤어? 엄청 인기라던데.」 B: 「아 거기요. 한 번 갔는데 저는 이제 안 갈 것 같아요.」 A: 「어 맛이 별로였어?」 B: 「아니요 커피는 맛있었어요. 다만 늘 붐벼서 자리를 잡으려면 줄을 서야 해서요. 느긋하게 못 있겠더라고요.」 A: 「그렇구나.」,{女|おんな}の{人|ひと}はどうしてもうカフェに{行|い}かないと{言|い}っていますか。,コーヒーがおいしくないから,{値段|ねだん}が{高|たか}いから,いつも{混|こ}んでいるから,{駅|えき}から{遠|とお}いから,3
jlpt.n2.listening.0012,N2,即時応答,A:「{課長|かちょう}、{例|れい}の{件|けん}、{先方|せんぽう}はなんて{言|い}ってました?」,A: 「과장님 그 건 상대측은 뭐라고 했어요?」,{何|なん}と{答|こた}えますか。,はい、{三|さん}{時|じ}から{会議|かいぎ}{室|しつ}です。,いいえ、まだ{食|た}べていません。,いや、それがなかなかいい{返事|へんじ}がもらえなくてね。,-,3
jlpt.n2.listening.0013,N2,課題理解,A:「すみません、この{本|ほん}、{借|か}りたいんですが。」B:「はい。こちらの{本|ほん}は{今週|こんしゅう}の{新着|しんちゃく}なので、{貸|か}し{出|だ}しは{一|いち}{週間|しゅうかん}だけになります。」A:「{分|わ}かりました。あ、それと、この{隣|となり}の{雑誌|ざっし}も{借|か}りられますか。」B:「{申|もう}し{訳|わけ}ありません。{雑誌|ざっし}は{館内|かんない}で{読|よ}むだけで、お{持|も}ち{帰|かえ}りはできないんです。コピーでしたら{一|いち}{階|かい}の{機械|きかい}でできますよ。」A:「そうですか。じゃあ、{本|ほん}だけお{願|ねが}いします。{雑誌|ざっし}はあとでコピーします。」,A: 「저기요 이 책 빌리고 싶은데요.」 B: 「네. 이 책은 이번 주 신착이라 대출은 일주일만 됩니다.」 A: 「알겠습니다. 아 그리고 이 옆에 잡지도 빌릴 수 있나요?」 B: 「죄송합니다. 잡지는 관내에서 읽기만 할 수 있고 반출은 안 돼요. 복사라면 일층 기계에서 하실 수 있어요.」 A: 「그렇군요. 그럼 책만 부탁드릴게요. 잡지는 나중에 복사할게요.」,{男|おとこ}の{人|ひと}はこのあとまず{何|なん}をしますか。,{本|ほん}を{借|か}りる,{雑誌|ざっし}を{借|か}りる,{雑誌|ざっし}をコピーする,{新|あたら}しい{本|ほん}を{探|さが}す,1
jlpt.n2.listening.0014,N2,ポイント理解,A:「{山田|やまだ}さん、{最近|さいきん}ずいぶん{早起|はやお}きしてるんだって?」B:「そうなんです。{朝|あさ}、{一|いち}{時間|じかん}{早|はや}く{起|お}きるようにしてて。」A:「へえ、{健康|けんこう}のため?ジョギングでも{始|はじ}めたとか。」B:「いえ、そういうわけじゃなくて。{夜|よる}だとどうしても{集中|しゅうちゅう}できなくて、{資格|しかく}の{勉強|べんきょう}を{朝|あさ}にまわしたんです。{頭|あたま}がすっきりしてて、はかどるんですよ。」A:「なるほどね。」,A: 「야마다 씨 요즘 꽤 일찍 일어난다면서?」 B: 「맞아요. 아침에 한 시간 일찍 일어나려고 하고 있어요.」 A: 「오 건강 때문에? 조깅이라도 시작했다든가.」 B: 「아니요 그런 건 아니고요. 밤에는 아무래도 집중이 안 돼서 자격증 공부를 아침으로 돌렸어요. 머리가 맑아서 잘돼요.」 A: 「그렇구나.」,{女|おんな}の{人|ひと}はどうして{早起|はやお}きをしていますか。,ジョギングをするため,{朝|あさ}に{勉強|べんきょう}するため,{健康|けんこう}のため,{通勤|つうきん}に{時間|じかん}がかかるから,2
jlpt.n2.listening.0015,N2,即時応答,A:「{今日|きょう}{中|ちゅう}に{仕上|しあ}げるって{言|い}ってた{見積|みつ}もり、もう{出来|でき}てる?」,A: 「오늘 안에 끝낸다던 견적서 벌써 다 됐어?」,{何|なん}と{答|こた}えますか。,いいえ、{見積|みつ}もりです。,はい、{去年|きょねん}{出|だ}しました。,すみません、もう{少|すこ}しだけ{時間|じかん}をいただけますか。,-,3
jlpt.n2.listening.0016,N2,課題理解,A:「{部|ぶ}{長|ちょう}、{来客|らいきゃく}{用|よう}のお{茶|ちゃ}の{準備|じゅんび}、{終|お}わりました。あとは{何|なん}かありますか。」B:「ありがとう。じゃあ、{会議|かいぎ}{室|しつ}にお{客|きゃく}{様|さま}の{人数|にんずう}{分|ぶん}の{資料|しりょう}を{置|お}いておいてくれる?あ、でも{資料|しりょう}はまだ{印刷|いんさつ}できていないんだったわね。」A:「はい、まだです。」B:「じゃあ、{印刷|いんさつ}は{私|わたし}がやるから、あなたは{受付|うけつけ}でお{客|きゃく}{様|さま}が{来|き}たら{案内|あんない}をお{願|ねが}い。まだ{少|すこ}し{時間|じかん}があるから、それまで{待|ま}っていて。」A:「{承知|しょうち}しました。」,A: 「부장님 손님용 차 준비 끝났습니다. 이제 뭔가 더 있을까요?」 B: 「고마워. 그럼 회의실에 손님 인원수만큼 자료를 놔 줄래? 아 근데 자료는 아직 인쇄가 안 됐지.」 A: 「네 아직이요.」 B: 「그럼 인쇄는 내가 할 테니까 자네는 접수처에서 손님이 오면 안내를 부탁해. 아직 시간이 좀 있으니까 그때까지 기다려.」 A: 「알겠습니다.」,{男|おとこ}の{人|ひと}はこのあと{何|なん}をしますか。,お{茶|ちゃ}を{準備|じゅんび}する,{資料|しりょう}を{印刷|いんさつ}する,{会議|かいぎ}{室|しつ}に{資料|しりょう}を{置|お}く,{受付|うけつけ}でお{客|きゃく}を{案内|あんない}する,4
jlpt.n2.listening.0017,N2,ポイント理解,A:「{木村|きむら}さん、この{前|ぜん}{応募|おうぼ}したっていう{写真|しゃしん}のコンテスト、{結果|けっか}どうだった?」B:「それが、{入賞|にゅうしょう}は{逃|のが}しちゃったんです。」A:「あー、{残念|ざんねん}だったね。」B:「でも、{審査|しんさ}{員|いん}の{方|ほう}から{直接|ちょくせつ}、{構図|こうず}がいいって{声|こえ}をかけてもらえて。それがすごくうれしくて、{出|だ}してよかったなって。」A:「そっか、それはいい{経験|けいけん}だったね。」,A: 「기무라 씨 저번에 응모했다던 사진 콘테스트 결과 어땠어?」 B: 「그게 입상은 놓쳤어요.」 A: 「아 아쉬웠겠다.」 B: 「근데 심사위원분이 직접 구도가 좋다고 말을 걸어 주셔서요. 그게 너무 기뻐서 내길 잘했다 싶었어요.」 A: 「그렇구나 그건 좋은 경험이었네.」,{女|おんな}の{人|ひと}はコンテストについてどう{思|おも}っていますか。,ほめてもらえてよかった,{入賞|にゅうしょう}できてうれしい,もう{二|に}{度|ど}と{応募|おうぼ}したくない,{審査|しんさ}が{厳|きび}しすぎた,1
jlpt.n2.listening.0018,N2,即時応答,A:「{急|きゅう}な{話|はなし}で{申|もう}し{訳|わけ}ないんだけど、{明日|あした}の{出張|しゅっちょう}、{代|か}わりに{行|い}ってもらえないかな。」,A: 「갑작스러운 얘기라 미안한데 내일 출장 대신 가 줄 수 없을까?」,{何|なん}と{答|こた}えますか。,はい、{昨日|きのう}{行|い}ってきました。,いえ、{出張|しゅっちょう}です。,{明日|あした}ですか。ちょっと{予定|よてい}を{確認|かくにん}してみます。,-,3
jlpt.n2.listening.0019,N2,課題理解,A:「{先輩|せんぱい}、{明日|あした}のセミナーの{受付|うけつけ}、{僕|ぼく}は{何|なん}{時|じ}に{行|い}けばいいですか。」B:「{開始|かいし}が{十|じゅう}{時|じ}だから、その{一|いち}{時間|じかん}{前|まえ}には{来|き}てほしいな。」A:「じゃあ、{九|きゅう}{時|じ}ですね。」B:「あ、ごめん。{受付|うけつけ}の{準備|じゅんび}に{思|おも}ったより{時間|じかん}がかかりそうだから、もう{三十|さんじゅう}{分|ふん}{早|はや}く{来|き}てもらえる?{私|わたし}は{先|さき}に{行|い}って{会場|かいじょう}を{開|あ}けておくから。」A:「{分|わ}かりました。じゃあ、その{時間|じかん}に{行|い}きます。」,A: 「선배 내일 세미나 접수 저는 몇 시에 가면 되나요?」 B: 「시작이 열 시니까 그 한 시간 전에는 와 줬으면 해.」 A: 「그럼 아홉 시네요.」 B: 「아 미안. 접수 준비에 생각보다 시간이 걸릴 것 같으니까 삼십 분 더 일찍 와 줄래? 나는 먼저 가서 회장을 열어 둘 테니까.」 A: 「알겠습니다. 그럼 그 시간에 갈게요.」,{男|おとこ}の{人|ひと}は{明日|あした}{何時|なんどき}に{行|い}きますか。,{十|じゅう}{時|じ},{九|きゅう}{時|じ},{八|はち}{時|じ}{半|はん},{九|きゅう}{時|じ}{半|はん},3
jlpt.n2.listening.0020,N2,ポイント理解,A:「{木下|きのした}さん、{引|ひ}っ{越|こ}し{先|さき}、{都心|としん}から{少|すこ}し{離|はな}れたところにしたんだって?」B:「そうなんです。{会社|かいしゃ}までは{前|まえ}より{遠|とお}くなっちゃったんですけど。」A:「へえ、{通勤|つうきん}が{大変|たいへん}にならない?」B:「まあ、{多少|たしょう}は。でも、その{分|ぶん}{家賃|やちん}を{抑|おさ}えられて、{部屋|へや}も{広|ひろ}くなったので。{在宅|ざいたく}{勤務|きんむ}も{増|ふ}えたし、{毎日|まいにち}{通|かよ}うわけじゃないから、{思|おも}い{切|き}りました。」A:「なるほどね。」,A: 「기노시타 씨 이사 갈 곳 도심에서 좀 떨어진 데로 했다면서?」 B: 「맞아요. 회사까지는 전보다 멀어졌지만요.」 A: 「오 출퇴근이 힘들어지지 않아?」 B: 「뭐 다소는요. 근데 그만큼 집세를 낮출 수 있고 방도 넓어져서요. 재택근무도 늘었고 매일 다니는 것도 아니니까 큰맘 먹었어요.」 A: 「그렇구나.」,{女|おんな}の{人|ひと}はどうしてこの{場所|ばしょ}に{引|ひ}っ{越|こ}しましたか。,{会社|かいしゃ}から{近|ちか}いから,{駅前|えきまえ}でにぎやかだから,{実家|じっか}に{近|ちか}いから,{家賃|やちん}が{安|やす}く{部屋|へや}も{広|ひろ}いから,4
