content_key,level_code,type,script_ja,script_ko,question,choice1,choice2,choice3,choice4,answer
jlpt.n4.listening.0011,N4,ポイント理解,A:「{明日|あした}の{朝|あさ}、{何|なん}{時|じ}に{家|いえ}を{出|で}ますか。」B:「{電車|でんしゃ}が{八|はち}{時|じ}なので、{七|なな}{時|じ}{半|はん}に{出|で}るつもりです。」A:「そうですか。じゃあ、{僕|ぼく}は{駅|えき}で{七|なな}{時|じ}{五十|ごじゅう}{分|ふん}に{待|ま}っていますね。」B:「はい、おねがいします。」,A: 「내일 아침 몇 시에 집을 나가요?」 B: 「전철이 8시라서 7시 반에 나갈 생각이에요.」 A: 「그래요? 그럼 저는 역에서 7시 50분에 기다리고 있을게요.」 B: 「네 부탁해요.」,{女|おんな}の{人|ひと}は{何|なん}{時|じ}に{家|いえ}を{出|で}ますか。,{七|なな}{時|じ},{七|なな}{時|じ}{五十|ごじゅう}{分|ふん},{七|なな}{時|じ}{半|はん},{八|はち}{時|じ},3
jlpt.n4.listening.0012,N4,即時応答,A:「この{資料|しりょう}、コピーしておきましょうか。」,A: 「이 자료 복사해 둘까요?」,{何|なん}と{答|こた}えますか。,いいえ、{資料|しりょう}です。,はい、コピーです。,あ、おねがいします。{助|たす}かります。,-,3
jlpt.n4.listening.0013,N4,課題理解,A:「すみません、この{本|ほん}を{借|か}りたいんですが。」B:「はじめてですか。それでは、まずこのカードを{作|つく}ってください。」A:「カードはどこで{作|つく}れますか。」B:「あちらのカウンターです。{名前|なまえ}と{住所|じゅうしょ}を{書|か}けばすぐにできますよ。」A:「わかりました。ありがとうございます。」,A: 「저기요 이 책을 빌리고 싶은데요.」 B: 「처음이세요? 그러면 먼저 이 카드를 만들어 주세요.」 A: 「카드는 어디서 만들 수 있나요?」 B: 「저쪽 카운터예요. 이름과 주소를 쓰면 금방 만들 수 있어요.」 A: 「알겠습니다. 감사합니다.」,{男|おとこ}の{人|ひと}は{本|ほん}を{借|か}りる{前|まえ}に{何|なん}をしますか。,カードを{作|つく}る,{本|ほん}を{返|かえ}す,お{金|かね}を{払|はら}う,{電話|でんわ}をする,1
jlpt.n4.listening.0014,N4,ポイント理解,A:「{新|あたら}しいかばん、{赤|あか}いのと{青|あお}いの、どっちがいいと{思|おも}う。」B:「うーん……。{赤|あか}も{素敵|すてき}だけど、あなたの{服|ふく}には{青|あお}のほうが{合|あ}うと{思|おも}うよ。」A:「そうかな。でも、{赤|あか}は{少|すこ}し{高|たか}いんだよね。」B:「じゃあ、やっぱり{青|あお}にしたら。{安|やす}いし、{長|なが}く{使|つか}えるよ。」A:「そうだね。{青|あお}にするよ。」,A: 「새 가방 빨간 거랑 파란 거 어느 게 좋을 것 같아?」 B: 「음……. 빨강도 멋지지만 네 옷에는 파랑이 더 어울릴 것 같아.」 A: 「그런가. 근데 빨강은 좀 비싸단 말이야.」 B: 「그럼 역시 파랑으로 하는 게 어때. 싸고 오래 쓸 수 있어.」 A: 「그러네. 파랑으로 할게.」,{男|おとこ}の{人|ひと}はどのかばんを{買|か}いますか。,{赤|あか}いかばん,{青|あお}いかばん,{黒|くろ}いかばん,{白|しろ}いかばん,2
jlpt.n4.listening.0015,N4,即時応答,A:「{昨日|きのう}の{映画|えいが}、どうでしたか。」,A: 「어제 영화 어땠어요?」,{何|なん}と{答|こた}えますか。,いいえ、{映画|えいが}{館|かん}です。,はい、{行|い}きましょう。,とてもおもしろかったですよ。,-,3
jlpt.n4.listening.0016,N4,課題理解,A:「お{母|はは}さん、{買|か}い{物|もの}に{行|い}ってくるよ。{何|なん}かいる。」B:「あ、じゃあ{牛乳|ぎゅうにゅう}とたまごをおねがい。あと、パンもね。」A:「{牛乳|ぎゅうにゅう}とたまごとパンだね。」B:「あ、ごめん、パンはまだあったわ。{牛乳|ぎゅうにゅう}とたまごだけでいいよ。」A:「わかった。{行|い}ってきます。」,A: 「엄마 장 보러 갔다 올게. 뭐 필요한 거 있어?」 B: 「아 그럼 우유랑 계란 부탁해. 그리고 빵도.」 A: 「우유랑 계란이랑 빵이지?」 B: 「아 미안 빵은 아직 있었어. 우유랑 계란만 사면 돼.」 A: 「알겠어. 다녀올게.」,{男|おとこ}の{人|ひと}は{何|なん}を{買|か}ってきますか。,{牛乳|ぎゅうにゅう}とたまごとパン,パンだけ,たまごとパン,{牛乳|ぎゅうにゅう}とたまご,4
jlpt.n4.listening.0017,N4,ポイント理解,A:「{田中|たなか}さん、{今度|こんど}の{旅行|りょこう}、{飛行|ひこう}{機|き}と{新|しん}{幹線|かんせん}、どっちにする。」B:「わたしは{新|しん}{幹線|かんせん}がいいな。{飛行|ひこう}{機|き}より{時間|じかん}はかかるけど。」A:「でも、{新|しん}{幹線|かんせん}のほうが{高|たか}いよ。」B:「うん、でも{窓|まど}から{景色|けしき}が{見|み}えるのが{好|す}きなの。だから{新|しん}{幹線|かんせん}にしたい。」,A: 「다나카 씨 이번 여행 비행기랑 신칸센 어느 걸로 할래요?」 B: 「저는 신칸센이 좋아요. 비행기보다 시간은 걸리지만.」 A: 「그런데 신칸센이 더 비싸요.」 B: 「네 그래도 창밖으로 경치가 보이는 게 좋아서요. 그래서 신칸센으로 하고 싶어요.」,{田中|たなか}さんはどうして{新|しん}{幹線|かんせん}に{乗|の}りたいですか。,{窓|まど}から{景色|けしき}が{見|み}えるから,{飛行|ひこう}{機|き}より{安|やす}いから,{時間|じかん}が{短|みじか}いから,{駅|えき}が{遠|とお}いから,1
jlpt.n4.listening.0018,N4,即時応答,A:「わあ、この{料理|りょうり}、ちょっと{辛|つら}すぎませんか。」,A: 「와 이 요리 좀 너무 맵지 않아요?」,{何|なん}と{答|こた}えますか。,いいえ、{料理|りょうり}です。,はい、あまいです。,そうですか。じゃあ、{水|みず}を{持|も}ってきますね。,-,3
jlpt.n4.listening.0019,N4,課題理解,A:「{明日|あした}の{会議|かいぎ}の{準備|じゅんび}ですが、{資料|しりょう}はもうできていますか。」B:「はい、{資料|しりょう}は{昨日|きのう}{作|つく}っておきました。」A:「じゃあ、あとは{何|なん}が{残|のこ}っていますか。」B:「そうですね……。{部屋|へや}の{予約|よやく}がまだなんです。おねがいできますか。」A:「わかりました。すぐに{部屋|へや}を{予約|よやく}しておきます。」,A: 「내일 회의 준비 말인데요 자료는 벌써 다 됐어요?」 B: 「네 자료는 어제 만들어 뒀어요.」 A: 「그럼 이제 뭐가 남았어요?」 B: 「글쎄요……. 방 예약이 아직이에요. 부탁드려도 될까요?」 A: 「알겠어요. 바로 방을 예약해 둘게요.」,{男|おとこ}の{人|ひと}はこれから{何|なん}をしますか。,{資料|しりょう}を{作|つく}る,お{茶|ちゃ}を{買|か}う,{部屋|へや}を{予約|よやく}する,{会議|かいぎ}に{出|で}る,3
jlpt.n4.listening.0020,N4,ポイント理解,A:「{山田|やまだ}さんの{会社|かいしゃ}は、{何|なん}{人|にん}ぐらいいるんですか。」B:「ぜんぶで{五十|ごじゅう}{人|にん}ぐらいです。でも、わたしの{部|ぶ}は{八|はち}{人|にん}だけなんです。」A:「そうですか。じゃあ、{山田|やまだ}さんの{部|ぶ}は{小|ちい}さいんですね。」B:「はい。{少|すく}ないですが、みんな{仲|なか}がいいですよ。」,A: 「야마다 씨 회사는 몇 명 정도 있어요?」 B: 「전부 해서 50명 정도예요. 그런데 저희 부서는 8명뿐이에요.」 A: 「그래요? 그럼 야마다 씨 부서는 작네요.」 B: 「네 적지만 다들 사이가 좋아요.」,{山田|やまだ}さんの{部|ぶ}には{何人|なにじん}いますか。,{五十|ごじゅう}{人|にん},{十|じゅう}{八|はち}{人|にん},{五|ご}{人|にん},{八|はち}{人|にん},4
