content_key,level_code,pattern,pattern_ruby,romaji_ko,connection,meaning_ko,usage_note,example_ja,example_ko,example_ruby,politeness,source,verify,note
jlpt.n4.grammar.0030,N4,～ばよかった,～ばよかった,-,동사 ば형 + よかった,~했으면 좋았을 텐데 (후회),하지 않은 일에 대한 후회를 나타낸다.,もっと早く来ればよかった。,더 일찍 왔으면 좋았을 텐데.,もっと{早|はや}く{来|く}ればよかった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0031,N4,～てくれてありがとう,～てくれてありがとう,-,동사 て형 + くれてありがとう,~해 줘서 고마워,상대가 나를 위해 해 준 행위에 감사한다.,手伝ってくれてありがとう。,도와줘서 고마워.,{手伝|て|つだ}ってくれてありがとう。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0032,N4,～てよかった,～てよかった,-,동사 て형 + よかった,~해서 다행이다 (안도),어떤 일을 한 것에 대한 안도·만족을 나타낸다.,日本語を勉強してよかったです。,일본어를 공부해서 다행입니다.,{日本語|に|ほん|ご}を{勉強|べん|きょう}してよかったです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0033,N4,～はずです,～はずです,-,동사·형용사 보통형 + はず; 명사 + の + はず,~할 것이다 (당연·확신),근거가 있는 당연한 추측이나 확신을 나타낸다.,彼は今日来るはずです。,그는 오늘 올 것입니다.,{彼|かれ}は{今日|きょう}{来|く}るはずです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0034,N4,～かどうか,～かどうか,-,동사·형용사 보통형 + かどうか,~인지 어떤지,확실하지 않은 사실을 나타내는 명사절을 만든다.,彼が来るかどうか分かりません。,그가 올지 어떨지 모르겠습니다.,{彼|かれ}が{来|く}るかどうか{分|わ}かりません。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0035,N4,～という,～という,-,명사 + という + 명사; 문장 + という,~라고 하는 (명칭); ~라고 한다 (전언),이름을 소개하거나 전해 들은 내용을 인용한다.,これは何という花ですか。,이것은 무엇이라는 꽃입니까?,これは{何|なん}という{花|はな}ですか。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0036,N4,～やすい,～やすい,-,동사 ます형 어간 + やすい,~하기 쉽다,い형용사처럼 활용한다.,このペンは書きやすいです。,이 펜은 쓰기 쉽습니다.,このペンは{書|か}きやすいです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0037,N4,～にくい,～にくい,-,동사 ます형 어간 + にくい,~하기 어렵다,い형용사처럼 활용한다.,この字は読みにくいです。,이 글자는 읽기 어렵습니다.,この{字|じ}は{読|よ}みにくいです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0038,N4,～られる,～られる,-,2류동사·する·来る의 미연형 + られる,~할 수 있다 (가능); ~받다·~당하다 (수동),가능과 수동 두 용법을 모두 가진다; 1류동사 가능은 え단+る 형태.,朝早く起きられますか。,아침 일찍 일어날 수 있습니까?,{朝|あさ}{早|はや}く{起|お}きられますか。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0039,N4,～てある,～てある,-,타동사 て형 + ある,~되어 있다 (상태),누군가 의도적으로 한 결과가 남아 있는 상태를 나타낸다.,壁に絵がかけてあります。,벽에 그림이 걸려 있습니다.,{壁|かべ}に{絵|え}がかけてあります。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0040,N4,～ているあいだに,～ているあいだに,-,동사 ている + あいだに,~하는 동안에,그 동안에 일어난 다른 동작을 나타낸다.,母が寝ているあいだに掃除しました。,어머니가 자는 동안에 청소했습니다.,{母|はは}が{寝|ね}ているあいだに{掃除|そう|じ}しました。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0041,N4,～くする／～にする,～くする／～にする,-,い형용사 어간 + くする; な형용사·명사 + にする,~하게 하다 (상태를 바꿈),사람이 의도적으로 상태를 변화시킨다.,部屋を暖かくします。,방을 따뜻하게 합니다.,{部屋|へ|や}を{暖|あたた}かくします。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0042,N4,～てほしい,～てほしい,-,동사 て형 + ほしい,~해 주기를 바라다,상대가 어떤 행동을 해 주기를 원한다.,私の話を聞いてほしいです。,제 이야기를 들어 주기를 바랍니다.,{私|わたし}の{話|はなし}を{聞|き}いてほしいです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0043,N4,～のに,～のに,-,보통형 + のに; 명사·な형용사는 な + のに,~인데도 (역접),예상과 반대되는 결과에 대한 불만·의외를 나타낸다.,薬を飲んだのに元気になりません。,약을 먹었는데도 기운이 나지 않습니다.,{薬|くすり}を{飲|の}んだのに{元気|げん|き}になりません。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0044,N4,～のような,～のような,-,명사 + のような + 명사,~같은 (비유; 명사 수식),예시나 비유로 뒤 명사를 꾸민다.,彼女は花のような人です。,그녀는 꽃 같은 사람입니다.,{彼女|かの|じょ}は{花|はな}のような{人|ひと}です。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0045,N4,～のように,～のように,-,명사 + のように + 동사·형용사,~처럼 (비유; 부사),비유로 뒤의 동작·상태를 꾸민다.,鳥のように空を飛びたいです。,새처럼 하늘을 날고 싶습니다.,{鳥|とり}のように{空|そら}を{飛|と}びたいです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0046,N4,～させられる,～させられる,-,동사 사역형 + られる (1류는 ～される),(어쩔 수 없이) ~하게 되다 (사역수동),남이 시켜서 하기 싫은 일을 억지로 함을 나타낸다.,母に部屋を掃除させられました。,어머니가 시켜서 방을 청소했습니다.,{母|はは}に{部屋|へ|や}を{掃除|そう|じ}させられました。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
jlpt.n4.grammar.0047,N4,～ことにする,～ことにする,-,동사 사전형·ない형 + ことにする,~하기로 하다 (결정),자신의 의지로 결정한다; 결정된 습관은 ことにしている.,毎日日記を書くことにします。,매일 일기를 쓰기로 합니다.,{毎日|まい|にち}{日記|にっ|き}を{書|か}くことにします。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N4 · 자작예문
