content_key,level_code,type,script_ja,script_ko,question,choice1,choice2,choice3,choice4,answer
jlpt.n1.listening.0011,N1,ポイント理解,A:「{北村|きたむら}さん、あんなに{気|き}に{入|はい}ってた{習|なら}い{事|ごと}、{辞|や}めちゃったんだって?」B:「ええ、{先生|せんせい}の{教|おし}え{方|かた}は{本当|ほんとう}に{素晴|すば}らしかったんですけどね。」A:「え、じゃあ{何|なん}が?{月謝|げっしゃ}が{負担|ふたん}だった?」B:「いえ、そうじゃなくて。{教室|きょうしつ}が{急|きゅう}に{遠|とお}いところへ{移転|いてん}してしまって、{仕事帰|しごとがえ}りに{通|かよ}うにはどうしても{時間|じかん}が{合|あ}わなくなって。」A:「ああ、それは{仕方|しかた}ないね。」,A: 「기타무라 씨 그렇게 마음에 들어 하던 취미 활동 그만뒀다면서?」 B: 「네 선생님 가르치는 방식은 정말 훌륭했지만요.」 A: 「어 그럼 뭐가? 수강료가 부담이었어?」 B: 「아니요 그런 건 아니고요. 교실이 갑자기 먼 곳으로 이전해 버려서 퇴근길에 다니기엔 아무래도 시간이 안 맞게 돼서요.」 A: 「아 그건 어쩔 수 없네.」,{女|おんな}の{人|ひと}はどうして{習|なら}い{事|ごと}を{辞|や}めましたか。,{先生|せんせい}の{教|おし}え{方|かた}に{不満|ふまん}があったから,{月謝|げっしゃ}が{高|たか}かったから,{教室|きょうしつ}が{移転|いてん}して{通|かよ}いにくくなったから,{仕事|しごと}が{忙|いそが}しくなったから,3
jlpt.n1.listening.0012,N1,即時応答,A:「{部|ぶ}{長|ちょう}、{先方|せんぽう}との{交渉|こうしょう}の{件|けん}、なかなか{折|お}り{合|あ}いがつかず、{難航|なんこう}しておりまして。」,A: 「부장님 상대측과의 협상 건 좀처럼 절충이 안 돼서 난항을 겪고 있습니다.」,{何|なん}と{答|こた}えますか。,いや、それがなかなかいい{返事|へんじ}がもらえなくてね。,はい、{三|さん}{時|じ}から{会議|かいぎ}{室|しつ}でお{待|ま}ちしております。,そうか。ならば{一|いち}{度|ど}、こちらから{譲歩|じょうほ}{案|あん}を{示し|しめし}てみてはどうだ。,-,3
jlpt.n1.listening.0013,N1,課題理解,A:「すみません、こちらの{申請|しんせい}、{今日|きょう}{中|ちゅう}に{受|う}け{付|つ}けていただきたいんですが。」B:「{拝見|はいけん}します。あ、こちらの{書類|しょるい}、{押印|おういん}は{済|す}んでいるんですが、{保証|ほしょう}{人|にん}の{署名|しょめい}{欄|らん}が{空欄|くうらん}になっていますね。」A:「あ、{本当|ほんとう}だ。うっかりしていました。」B:「こちらは{代理|だいり}でお{書|か}きいただくわけにはいかないので、ご{本人|ほんにん}の{署名|しょめい}が{必要|ひつよう}になります。ほかに{記入|きにゅう}{漏|も}れはございませんので、そこさえ{埋|う}めていただければ、{受理|じゅり}できますよ。」A:「{分|わ}かりました。じゃあ、{保証|ほしょう}{人|にん}に{連絡|れんらく}してみます。」,A: 「저기요 이 신청 오늘 안에 접수해 주셨으면 하는데요.」 B: 「살펴보겠습니다. 아 이 서류 날인은 돼 있는데 보증인 서명란이 비어 있네요.」 A: 「아 정말이네. 깜빡했어요.」 B: 「이건 대리로 쓰실 수는 없어서 본인 서명이 필요합니다. 그 외에 기재 누락은 없으니까 거기만 채워 주시면 접수할 수 있어요.」 A: 「알겠습니다. 그럼 보증인에게 연락해 볼게요.」,{男|おとこ}の{人|ひと}はこのあとまず{何|なん}をしなければなりませんか。,{保証|ほしょう}{人|にん}に{署名|しょめい}してもらう,{書類|しょるい}に{押印|おういん}する,{申請|しんせい}を{出|だ}し{直|なお}す,ほかの{記入|きにゅう}{漏|も}れを{直|なお}す,1
jlpt.n1.listening.0014,N1,ポイント理解,A:「{山田|やまだ}さん、{最近|さいきん}、{車|くるま}を{手放|てばな}したんだって?あんなに{大事|だいじ}にしていたのに。」B:「ええ、まあ。」A:「え、まさか{故障|こしょう}?それとも{維持|いじ}{費|ひ}が?」B:「いえ、どこも{悪|わる}くないんですよ。ただ、この{一|いち}{年|ねん}ほとんど{乗|の}る{機会|きかい}がなくて。{駐車|ちゅうしゃ}{場|じょう}{代|だい}を{払|はら}い{続|つづ}けるくらいなら、{必要|ひつよう}な{時|とき}だけ{借|か}りたほうが{結局|けっきょく}は{安上|やすあ}がりだなと。」A:「なるほど、{割|わ}り{切|き}ったわけだ。」,A: 「야마다 씨 최근에 차를 처분했다면서? 그렇게 아끼더니.」 B: 「네 뭐.」 A: 「어 설마 고장? 아니면 유지비가?」 B: 「아니요 아무 데도 문제없어요. 다만 이 일 년 동안 거의 탈 일이 없어서요. 주차비를 계속 내느니 필요할 때만 빌리는 게 결국은 싸게 먹히겠다 싶어서요.」 A: 「그렇구나 딱 잘라 정리했구나.」,{女|おんな}の{人|ひと}はどうして{車|くるま}を{手放|てばな}しましたか。,{車|くるま}が{故障|こしょう}したから,ほとんど{乗|の}らず{維持|いじ}{費|ひ}が{無駄|むだ}だと{感|かん}じたから,{新|あたら}しい{車|くるま}が{欲|ほ}しくなったから,{運転|うんてん}が{苦手|にがて}になったから,2
jlpt.n1.listening.0015,N1,即時応答,A:「{今日|きょう}{中|ちゅう}に{上|あ}げてくれるはずの{原稿|げんこう}、まだ{一行|いっこう}も{見|み}えてこないんだけど。」,A: 「오늘 안에 넘겨 주기로 한 원고 아직 한 줄도 안 보이는데.」,{何|なん}と{答|こた}えますか。,いいえ、{原稿|げんこう}{用|よう}{紙|し}です。,はい、{昨年|さくねん}{出版|しゅっぱん}しました。,すみません、あと{一|いち}{時間|じかん}だけお{時間|じかん}をいただけますか。,-,3
jlpt.n1.listening.0016,N1,課題理解,A:「{部|ぶ}{長|ちょう}、{受付|うけつけ}にいらしたお{客|きゃく}{様|さま}のご{案内|あんない}、{済|す}ませました。ほかに{何|なん}かございますか。」B:「ありがとう。じゃあ、{応接|おうせつ}{室|しつ}にお{茶|ちゃ}を{人数|にんずう}{分|ぶん}お{願|ねが}い。あ、でも{茶|ちゃ}{菓子|かし}がまだ{届|とど}いていないんだったわね。」A:「はい、まだ{届|とど}いていません。」B:「じゃあ、お{茶|ちゃ}は{私|わたし}が{出|だ}しておくから、あなたは{業者|ぎょうしゃ}に{電話|でんわ}して、{茶|ちゃ}{菓子|かし}がいつ{届|とど}くか{確認|かくにん}してくれる?{間|ま}に{合|あ}わないようなら、{近|ちか}くの{店|みせ}で{買|か}ってきてほしいの。」A:「{承知|しょうち}しました。」,A: 「부장님 접수처에 오신 손님 안내 끝냈습니다. 그 외에 뭔가 있을까요?」 B: 「고마워. 그럼 응접실에 차를 인원수만큼 부탁해. 아 근데 다과가 아직 안 왔지.」 A: 「네 아직 안 왔어요.」 B: 「그럼 차는 내가 낼 테니까 자네는 업체에 전화해서 다과가 언제 오는지 확인해 줄래? 못 맞출 것 같으면 근처 가게에서 사 왔으면 해.」 A: 「알겠습니다.」,{男|おとこ}の{人|ひと}はこのあとまず{何|なん}をしますか。,お{茶|ちゃ}を{出|だ}す,お{客|きゃく}{様|さま}を{案内|あんない}する,{店|みせ}で{茶|ちゃ}{菓子|かし}を{買|か}う,{業者|ぎょうしゃ}に{届|とど}く{時間|じかん}を{確認|かくにん}する,4
jlpt.n1.listening.0017,N1,ポイント理解,A:「{木下|きのした}さん、{長年|ながねん}{温|あたた}めていた{企画|きかく}、ついに{通|かよ}ったんだってね。おめでとう。」B:「ありがとうございます。ただ、{手放|てばな}しでは{喜|よろこ}べなくて。」A:「え、{念願|ねんがん}だったんじゃないの?」B:「ええ。でも、いざゴーサインが{出|で}たとなると、{期待|きたい}に{応|こた}えられるだろうかっていう{不安|ふあん}のほうが{先|さき}に{立|た}ってしまって。」A:「まあ、それだけ{本気|ほんき}だってことだよ。」,A: 「기노시타 씨 오랫동안 품어 온 기획 드디어 통과됐다면서. 축하해.」 B: 「감사합니다. 다만 마냥 기뻐할 수만은 없어서요.」 A: 「어 염원이었잖아?」 B: 「네. 근데 막상 승인이 났다고 하니 기대에 부응할 수 있을까 하는 불안이 먼저 앞서 버려서요.」 A: 「뭐 그만큼 진심이라는 거지.」,{女|おんな}の{人|ひと}は{企画|きかく}についてどう{思|おも}っていますか。,うれしさより{責任|せきにん}の{重|おも}さを{感|かん}じている,{通|とお}らなくて{残念|ざんねん}に{思|おも}っている,もう{興味|きょうみ}がなくなった,{簡単|かんたん}に{通|かよ}って{拍子|ひょうし}{抜|ぬ}けした,1
jlpt.n1.listening.0018,N1,即時応答,A:「{急|きゅう}で{申|もう}し{訳|わけ}ないんだけど、{来週|らいしゅう}の{講演|こうえん}、{私|わたし}の{代打|だいだ}で{登壇|とうだん}してもらえないだろうか。」,A: 「갑작스러워서 미안한데 다음 주 강연 내 대타로 연단에 서 줄 수 없을까.」,{何|なん}と{答|こた}えますか。,いえ、{講演|こうえん}はもう{終|お}わりました。,はい、{昨日|きのう}{聞き|きき}に{行|い}ってきました。,{来週|らいしゅう}ですか。{荷|に}が{重|おも}いですが、{精|せい}{一|いち}{杯|ばい}やってみます。,-,3
jlpt.n1.listening.0019,N1,課題理解,A:「{先輩|せんぱい}、{来月|らいげつ}のセミナー、{参加|さんか}{者|しゃ}へのリマインドメールって、もう{送|おく}りましたか。」B:「あ、それね。まだなの。あなたにお{願|ねが}いしようと{思|おも}っていたところ。あ、でもその{前|まえ}に、{確認|かくにん}したいことがあって。」A:「{何|なん}でしょう。」B:「マイクの{本数|ほんすう}が{足|た}りるか、{私|わたし}から{会場|かいじょう}に{問|と}い{合|あ}わせておくから、あなたは{参加|さんか}{者|しゃ}{名簿|めいぼ}を{最新|さいしん}のものに{更新|こうしん}しておいてくれる?リマインドはそのあとでいいから。」A:「{分|わ}かりました。じゃあ、{名簿|めいぼ}からやります。」,A: 「선배 다음 달 세미나 참가자에게 보내는 리마인드 메일 벌써 보냈나요?」 B: 「아 그거. 아직이야. 자네한테 부탁하려던 참이었어. 아 근데 그 전에 확인하고 싶은 게 있어서.」 A: 「뭘까요.」 B: 「마이크 개수가 충분한지 내가 회장에 문의해 둘 테니까 자네는 참가자 명부를 최신 것으로 갱신해 둘래? 리마인드는 그다음에 해도 되니까.」 A: 「알겠습니다. 그럼 명부부터 하겠습니다.」,{男|おとこ}の{人|ひと}はこのあとまず{何|なん}をしますか。,リマインドメールを{送|おく}る,{会場|かいじょう}にマイクの{本数|ほんすう}を{確認|かくにん}する,{参加|さんか}{者|しゃ}{名簿|めいぼ}を{更新|こうしん}する,{会場|かいじょう}を{予約|よやく}する,3
jlpt.n1.listening.0020,N1,ポイント理解,A:「{森下|もりした}さん、{駅前|えきまえ}の{一|いち}{等|とう}{地|ち}から、あえて{郊外|こうがい}に{店|みせ}を{移|うつ}したんだってね。{思|おも}い{切|き}ったね。」B:「ええ。{家賃|やちん}はぐっと{抑|おさ}えられたんですけど、それが{狙|ねら}いというわけでもなくて。」A:「へえ、じゃあ{何|なん}か{理由|りゆう}が?」B:「うちみたいにゆっくり{過|す}ごしてもらう{店|みせ}だと、{人通|ひとどお}りの{多|おお}さより、{落|お}ち{着|つ}いた{雰囲気|ふんいき}のほうが{大事|だいじ}で。{郊外|こうがい}のほうが、その{空気|くうき}に{合|あ}うお{客|きゃく}{様|さま}に{来|き}ていただけるんです。」A:「なるほどね。」,A: 「모리시타 씨 역 앞 노른자 땅에서 일부러 교외로 가게를 옮겼다면서. 과감하네.」 B: 「네. 집세는 확 낮출 수 있었지만 그게 목적이라는 건 아니고요.」 A: 「오 그럼 뭔가 이유가?」 B: 「저희처럼 느긋하게 보내시는 가게는 사람이 많이 다니는 것보다 차분한 분위기가 더 중요해서요. 교외 쪽이 그 분위기에 맞는 손님이 와 주세요.」 A: 「그렇구나.」,{女|おんな}の{人|ひと}はどうして{店|みせ}を{郊外|こうがい}に{移|うつ}しましたか。,{家賃|やちん}を{安|やす}くすることだけが{目的|もくてき}だったから,{駅前|えきまえ}の{店|みせ}が{狭|せま}かったから,{実家|じっか}の{近|ちか}くで{営業|えいぎょう}したかったから,{店|みせ}に{合|あ}う{客層|きゃくそう}と{落|お}ち{着|つ}いた{雰囲気|ふんいき}を{求|もと}めたから,4
