content_key,level_code,genre,passage_ja,passage_ko,question,choice1,choice2,choice3,choice4,answer,explanation_ko
jlpt.n5.reading.0011,N5,Eメール,イさん、こんにちは。{今週|こん|しゅう}の{日曜日|にち|よう|び}、{海|うみ}へ{行|い}きませんか。{朝|あさ}{九|く}{時|じ}に{駅|えき}で{会|あ}いましょう。{海|うみ}で{泳|およ}いだり{写真|しゃ|しん}を{撮|と}ったりしましょう。お{弁当|べん|とう}はわたしが{作|つく}ります。イさんは{飲|の}み{物|もの}を{買|か}ってきてください。メールをまっています。,이 씨 안녕하세요. 이번 주 일요일에 바다에 가지 않겠어요? 아침 9시에 역에서 만나요. 바다에서 헤엄치거나 사진을 찍거나 해요. 도시락은 제가 만들게요. 이 씨는 음료를 사 오세요. 메일 기다릴게요.,イさんは{何|なに}を{買|か}ってきますか。,{飲|の}み{物|もの},お{弁当|べん|とう},{写真|しゃ|しん},{切符|きっ|ぷ},1,「イさんは飲み物を買ってきてください」라고 씁니다. 도시락은 쓴 사람이 만듭니다.
jlpt.n5.reading.0012,N5,掲示板,{公園|こう|えん}のみなさんへ。この{公園|こう|えん}では{犬|いぬ}といっしょに{遊|あそ}んでもいいです。でも、{夜|よる}{九|く}{時|じ}から{朝|あさ}{六|ろく}{時|じ}までは{入|はい}らないでください。{花|はな}をとってはいけません。{写真|しゃ|しん}は{撮|と}ってもいいです。,공원 여러분께. 이 공원에서는 개와 함께 놀아도 됩니다. 하지만 밤 9시부터 아침 6시까지는 들어가지 마세요. 꽃을 꺾으면 안 됩니다. 사진은 찍어도 됩니다.,この{公園|こう|えん}で{何|なに}をしてはいけませんか。,{花|はな}をとります,{犬|いぬ}と{遊|あそ}びます,{写真|しゃ|しん}を{撮|と}ります,{水|みず}を{飲|の}みます,1,「花をとってはいけません」라고 되어 있습니다. 개와 놀거나 사진을 찍는 것은 괜찮습니다.
jlpt.n5.reading.0013,N5,時間表,これは{駅|えき}の{前|まえ}のスーパーの{時間|じ|かん}です。このスーパーは{毎日|まい|にち}{朝|あさ}{十|じゅう}{時|じ}から{夜|よる}{九|く}{時|じ}まで{開|あ}いています。でも、{火曜日|か|よう|び}はやすみです。{野菜|や|さい}は{一|いち}{階|かい}、{服|ふく}は{二|に}{階|かい}にあります。,이것은 역 앞 슈퍼의 시간입니다. 이 슈퍼는 매일 아침 10시부터 밤 9시까지 열려 있습니다. 하지만 화요일은 쉽니다. 채소는 1층 옷은 2층에 있습니다.,このスーパーはいつやすみですか。,{月曜日|げつ|よう|び},{火曜日|か|よう|び},{水曜日|すい|よう|び},{日曜日|にち|よう|び},2,「火曜日はやすみです」라고 되어 있습니다.
jlpt.n5.reading.0014,N5,日記,{昨日|きのう}は{雨|あめ}でした。{友|とも}だちと{買|か}い{物|もの}に{行|い}くつもりでしたが、{家|いえ}にいました。{午後|ご|ご}は{部屋|へ|や}で{本|ほん}を{読|よ}んだり{音楽|おん|がく}を{聞|き}いたりしました。{夜|よる}、{天気|てん|き}がよくなりました。{明日|あした}は{海|うみ}へ{行|い}きたいです。,어제는 비였습니다. 친구와 쇼핑하러 갈 생각이었지만 집에 있었습니다. 오후에는 방에서 책을 읽거나 음악을 듣거나 했습니다. 밤에 날씨가 좋아졌습니다. 내일은 바다에 가고 싶습니다.,この{人|ひと}は{昨日|きのう}の{午後|ご|ご}{何|なに}をしましたか。,{部屋|へ|や}で{本|ほん}を{読|よ}みました,{友|とも}だちと{買|か}い{物|もの}をしました,{海|うみ}へ{行|い}きました,{音楽|おん|がく}のクラスへ{行|い}きました,1,비가 와서 쇼핑은 가지 못하고 「部屋で本を読んだり音楽を聞いたりしました」라고 나옵니다.
jlpt.n5.reading.0015,N5,案内,びょういんのみなさまへ。この{病院|びょう|いん}は{午前|ご|ぜん}{九|く}{時|じ}から{午後|ご|ご}{五|ご}{時|じ}までです。{土曜日|ど|よう|び}は{午前|ご|ぜん}{中|ちゅう}だけです。{日曜日|にち|よう|び}はやすみです。くすりは{一|いち}{階|かい}でもらってください。,병원 여러분께. 이 병원은 오전 9시부터 오후 5시까지입니다. 토요일은 오전 중만입니다. 일요일은 쉽니다. 약은 1층에서 받으세요.,{土曜日|ど|よう|び}にこの{病院|びょう|いん}はいつまでですか。,{午前|ご|ぜん}{中|ちゅう}だけ,{午後|ご|ご}{五|ご}{時|じ}まで,{夜|よる}まで,やすみ,1,「土曜日は午前中だけです」라고 되어 있습니다.
jlpt.n5.reading.0016,N5,手紙,パクさんへ。お{元気|げん|き}ですか。わたしの{家|いえ}は{駅|えき}に{近|ちか}くて、とても{便利|べん|り}です。{近|ちか}くに{大|おお}きい{公園|こう|えん}があります。{公園|こう|えん}には{犬|いぬ}がたくさんいますよ。{来月|らい|げつ}、あそびにきてください。いっしょに{公園|こう|えん}をあるきましょう。リンより。,박 씨에게. 잘 지내세요? 우리 집은 역에서 가까워서 아주 편리해요. 근처에 큰 공원이 있어요. 공원에는 개가 많이 있어요. 다음 달에 놀러 오세요. 같이 공원을 걸어요. 린 드림.,リンさんの{家|いえ}はどうですか。,{駅|えき}に{近|ちか}くて{便利|べん|り}です,{駅|えき}から{遠|とお}いです,{公園|こう|えん}がありません,とても{古|ふる}いです,1,「駅に近くて、とても便利です」라고 씁니다.
jlpt.n5.reading.0017,N5,Eメール,{山田|やま|だ}さん、こんにちは。{明日|あした}、いっしょに{昼|ひる}ご{飯|はん}を{食|た}べませんか。でも、わたしは{午前|ご|ぜん}に{仕事|し|ごと}がありますから、{午前|ご|ぜん}は{時間|じ|かん}がありません。{午後|ご|ご}の{一|いち}{時|じ}はどうですか。{駅|えき}の{前|まえ}の{店|みせ}で{会|あ}いましょう。メールをください。,야마다 씨 안녕하세요. 내일 같이 점심을 먹지 않겠어요? 그런데 저는 오전에 일이 있어서 오전에는 시간이 없어요. 오후 1시는 어때요? 역 앞 가게에서 만나요. 메일을 주세요.,{二人|ふたり}はいつ{会|あ}いますか。,{午前|ご|ぜん}{九|く}{時|じ},{午後|ご|ご}{一|いち}{時|じ},{夜|よる},{朝|あさ},2,오전에는 일이 있어서 「午後の一時はどうですか」라고 제안합니다.
jlpt.n5.reading.0018,N5,掲示板,にほんごクラスのおしらせ。わたしたちは{毎週|まい|しゅう}{木曜日|もく|よう|び}に{日本語|に|ほん|ご}で{話|はな}すクラスです。{時間|じ|かん}は{午後|ご|ご}{四|よ}{時|じ}から{五|ご}{時|じ}までです。{場所|ば|しょ}は{図書館|と|しょ|かん}の{二|に}{階|かい}です。{日本語|に|ほん|ご}が{少|すこ}しわかる{人|ひと}はきてください。,일본어 모임 알림. 저희는 매주 목요일에 일본어로 이야기하는 모임입니다. 시간은 오후 4시부터 5시까지입니다. 장소는 도서관 2층입니다. 일본어를 조금 아는 사람은 오세요.,このクラスはどこでありますか。,{図書館|と|しょ|かん}の{二|に}{階|かい},{教室|きょう|しつ},{公園|こう|えん},{駅|えき}の{前|まえ},1,「場所は図書館の二階です」라고 되어 있습니다.
jlpt.n5.reading.0019,N5,メモ,ゆきちゃんへ。テーブルの{上|うえ}にパンと{牛乳|ぎゅう|にゅう}があります。{朝|あさ}ご{飯|はん}に{食|た}べてください。{今日|きょう}は{雨|あめ}ですから、{電車|でん|しゃ}で{学校|がっ|こう}へ{行|い}ってください。{夜|よる}はわたしが{早|はや}く{帰|かえ}ります。{母|はは}より。,유키에게. 테이블 위에 빵과 우유가 있어요. 아침밥으로 먹으세요. 오늘은 비가 오니까 전철로 학교에 가세요. 밤에는 엄마가 일찍 돌아올게요. 엄마가.,{今日|きょう}ゆきちゃんはどうやって{学校|がっ|こう}へ{行|い}きますか。,{電車|でん|しゃ}で{行|い}きます,バスで{行|い}きます,{自転車|じ|てん|しゃ}で{行|い}きます,あるいて{行|い}きます,1,비가 오니까 「電車で学校へ行ってください」라고 되어 있습니다.
jlpt.n5.reading.0020,N5,メモ,たなかさんへ。きのう{図書館|と|しょ|かん}で{本|ほん}を{三|さん}{冊|さつ}{借|か}りました。その{中|なか}の{一|いち}{冊|さつ}はたなかさんのです。つくえの{上|うえ}に{置|お}きました。{来週|らい|しゅう}までに{読|よ}んでください。{読|よ}んでから、わたしに{返|かえ}してください。リンより。,다나카 씨에게. 어제 도서관에서 책을 세 권 빌렸어요. 그중 한 권은 다나카 씨 거예요. 책상 위에 놓았어요. 다음 주까지 읽으세요. 읽고 나서 저에게 돌려주세요. 린이.,たなかさんは{本|ほん}を{読|よ}んでから{何|なに}をしますか。,リンさんに{返|かえ}します,{図書館|と|しょ|かん}へ{行|い}きます,{本|ほん}を{買|か}います,つくえに{置|お}きます,1,「読んでから、わたしに返してください」라고 씁니다.
